free_text,label_id
Không một mà lại tàn phá đất nước như này . Các bạn trẻ hãy luôn kiềm chế mình để mỗi cuộc về bóng đá thì lại đem đau thương về gia đình của lâu dài .,2
Quay quảng cáo thôi,0
"Rõ là nhà vệ sinh có nước có vòi xịt đầy đủ mà nhiều thành phần cứ suy nghĩ là đồ công cộng nên méo cần phải kỹ , lạ lùng zị đó .",2
"Khoai Lang có vụ đấy mà ông ơi, người hàn nói tiếng việt cái gì",0
😞 tập gym nữa cơ mà,0
From Cần Thơ with love ❤,0
"Tài Vương phim hồi hộp, nhưng cũng dễ đoán, nói chung phim về quái vật thì phim này đc coi là ok ruig",0
Hùng với Tư Nha thì ra là nhân vật hư cấu :v,0
ok như lồn Sống,1
"đéo phải ak gì thích thử là thử đc thử nghiệm , nhất là ra thứ liên quan đến vũ trang hay chính trị , giờ m sáng tạo cái bom mới m cũng mang ra nhá những",1
dhs =)),0
Đéo giống ai trên,1
Thà bợ đít cs chứ ko bợ đít lủ chó chúng mày,2
", Khùng , ,",1
Chị Nhung chỉ lây tới bệnh nhân thứ 33 thôi. Người thứ 34 là người khác rồi. Rồi bà 34 lây ra tới 35 - 38,0
Giờ tao thấy hối hận khi vừa nc với 1 con bò,1
"Thằng này nó thuộc dạng súc sinh , k còn từ ngữ gì để miêu tả hết độ cặn bã , khốn nạn , bỉ ổi của nó , k biết thằng bố con mẹ nó nghĩ gì khi có thằng con như nó , k biết con vợ nó cảm nhận thế nào về thằng chồng thổ tả như nó , thằng súc sinh này làm dơ bẩn thế giới đàn ông",2
Trc h bao năm mới biết đây là hình cánh hoa,0
"Xin lỗi cảnh sát , buồn cười thật . Phải xin lỗi người dân chứ , vượt gây tai nạn cho dân Xl wai gì nó mà thấy thì ăn hành ngay và",1
Cách đây 2 tuần qua streaming house gặp anh quang ngọc trinh đưa a grab ship áo còn a tú đụ cởi trần mở cửa cho e gái,0
Xau cai mieng thang lon nguoi ta cco nhu cai,1
Má nó dơ vler 🤣 🤣 🤣,1
Quần gì ma nhìn vào dễ mất nết thấy sợ,1
Tại ổng k có tiền,0
Nhi Yen sống hơi chậm rồi :3,0
Được luôn bố chồng ạ ❤️,0
"Hơ hơ, ms c.an huyện mà bày đặt lên giọng. Xin lỗi cô ba vàng mã c.an tỉnh nhà con còn chưa coi vào mắt huốn j c.an huyện. Chú con là đại biểu quốc hội tỉnh mà còn ch dám lên giọng. Nổ quá. Đr, ở Mĩ có bom nguyên tử hk nổ ms là lạ",1
kiếm đâu za cái này . đọc bl của thằng kia . Tôi đi hết bc,1
"Thằng vô danh tiểu tốt nó làm gì , cho vài tệ cái đéo gì nó nói , có khi bảo nó chửi bố nó nó cũng chửi . Kệ nó ! Bao giờ là hay !",2
Chó chả cộng lo ăn cứt chó tàu nên việt quan tâm phù vs đâu xa :)),2
"em nghĩ sặc khoai chết thì hợp lý, tổ cha bọn nó",1
"Ủa, là không đc chu0j hay sao ạ :3",0
Vợ nhìn cái ko dám quẩy,0
Instructif,0
Thoại Trần,0
Ông này có họ với chị Nhung à,0
"A ơi a có thể giải thích lại giúp e quy tắc duyệt bài của gr được k ạ? E có up vài bài, cả ảnh meme cả 1 tấm chụp với a mà k hiểu sao mod xóa hết, có phải là bài của e k đủ tiêu chuẩn hay vi phạm nội quy gì k a??",0
Hoặc do xe vinfast dễ gây tai nạn cho các xe khác khi cùng lưu thông ; Hoặc chính quyền dùng quyền lực xóa lợi ích người dân để phục vụ cho lợi ích nhóm ?,2
"Đù dại ghê , bọn đấy ngày nào nó cũng lên Phường xiên cho nó 1 cái , được tiếng luôn , vào khám mấy anh chị cũng thương , xiên hết mọi thằng trên Phường luôn cho nó Sum",1
Chuyen gia vu tru thi phai doan truoc duoc dich cua nuoc My chu ? Sao lai phai mua gao du phong . Chung to chuen gia vu tru nay oc dac .,2
Lò A Kí Đến bệnh nhân số 100 chắc phải xem xét thật ố :<,0
"có đồng bào VỚI người dân lên đã vn ) đừng hỡi tin hút nghe lời của kẻ đang cầm quyền lãnh đạo toàn trị + độc tài + và máu chúng ta . Vì bản chất chúng là LOÀI THÚ HOANG , + điên - cu đen quyết bảo vệ quyền lực phạm hạnh PHÁT XÍT + PHONG KIẾN CỰC ĐOAN ( TƯ T",2
Gặp máy chị Ninja thì né luôn . trước mình đang đi lúc tắc đường có mụ đi giữa đường rẻ phải vào mua hoa quả luôn k cần xi nhê gì . : 3 tức mà đéo làm gì đc bác ak .,2
Khánh Linh tóc tém của má,0
"Thân Thị Bích Quyên cái này là những con người phá nc , bán ns",2
"Và họ kêu ngày ấy là "" giải phóng "" miền nam 🤣",1
Con nó vẫn chứng nào tật nấy . Vì bản chất của nó là vậy 😏,2
Ngô Hiếu Giờ cmt ảnh này là bị me đấy ông ạ : v,1
"AE THẤY HAY THÌ CHO XIN 1 ĐĂNG KÝ KÊNH Ạ,,,CẢM ƠN",0
đọc hộ cái xem từ bh thiển cận :))) auto chó hùa,1
Cuốn vl,0
quay lại như ra ỉa ăn lại,1
Ông Trần Dần tiên đoán khi nào VN sang giải phóng Bắc Kinh?,0
Đồng hương :v,0
Em cầm cái này phang chu đáo của anh Ba =))),2
Nghe nhạc KP nhớ ng eo cũ 🤣😂 May mắn không hợp nghe nhạc KP và cũng may mắn không lấy ng eo cũ làm chồng.,0
Dâm loạn viên bây giờ toàn mấy thằng con nít ỉa chùi đít chưa sạch,2
Eo ơi miệng nổi mặt nó xấu mà ko giấy . bút nào mà tả cái nào Đừng nhìn tới nó bẩn nói mình . Coi nó còn tệ hơn đống phân .,2
"Việt cộng là cái thứ sinh ra từ thành phần bần cố nông , đã là bần cố thì chả có đứa nào được đến nơi , đến chốn . Hậu quả là bọn Việt cộng nó quản lý , điều hành đất nước như cái con C , ngóc lên , nên phải bán đất nước bọn mọi để có mà ăn dọng chứ !",2
"đù cái bọn DLV lại được dịp vào "" như này mà đòi biểu tình đòi cá "" . cái dm bọn này thấy nhục x2 thì thôi chứ , éo thể nào tả được :))",2
Đây nè,0
đụ mẹ ai biểu vn nằm hạ nguồn thượng nguồn nó chặn là luôn,2
Ủa ah nói hay vậy🤣🤣,0
Vũ Dung nó là cánh hoa nha m,0
Bác thăng sửa hết luật đi cho bọn nó hết đường lách,0
Thời buổi nào rồi mà còn yêu đương . Ăn học k lo . Yêu yêu cl,1
Tưởng tưởng cc. Tưởng nhớ để sống lại à. Đm,1
"Đeos thân ai , đợi nó giúp á có mà đến mùa quýt . Tốt tự thân vận đôngn",1
Nếu mà ông này ôm trọn 500tr thj chuyện này cũng im lặng luôn. Và chẳng ai biết. Suy cho cùng thì tấc cả cũng vì đồng tiền mak thoy. Nhưng gì thì gì tốt hơn hết tránh xa những thức uống đóng chai sẽ tốt hơn,0
Đcmm đi chết đi :)),2
Lại Hợp Sâm clm đến v thì / ff,1
Nghe đâu thằng ad là dân Bắc . Nó mún ngửi đít miền Nam mà ko được nên tức ấy mà,2
Sao lon dung la mieng cho k the moc nga voi,2
Lủ ko nhận ra . Thế nếu như thằg bảo COCC gì đấy thì báo chí sao ? Mày chắc 100 % rằng ông đó dạo và dân đúng ko ?,2
Cả dân tộc đồng lòng mọi thứ dường như đã hoàn thành chỉ vì một con quay lưng cả đồng bào lo lắng,0
"Toi dong y cung quan diem  voi ong  nhung  chua het dau  toi cung chac voi ong se con nhung cai tham cao  doc hai khong bao ngo duoc neu co duoc quyen  toi se tieu diet  tau ,hay xoa sach het tau, the gioi  moi binh yen  ,toi khong phai la nguoi  co tai , nhung chac Chan bon tau da am muu dung nhu vay   Dung dung vay",2
Ngọc Na má cừi ỉa,0
Trang lồn vs cmt . khác đéo gì việt tân . Fan những địt có ai . Toàn gây thù thằng cho thì chả Còn nhau chuốc oán này ở trên trâu những cái suy nghĩ lệch lạc cũng chẳng khác lồn gì lũ bán nước .,2
2 tầng 53 tỷ . Vãi nhồn,1
Chửi sai thì đính chính lại đi ad :v,0
"Cô chân thật, dễ thương quá trời. Thích nhất câu cuối cùng của cô, hi vọng cô sống vui khỏe và hạnh phúc thực hiện được ước mơ của mình. Yêu cô 😘",0
chắc chết với anh Ủn quá,0
Cực kỳ thuyết phục! 😳,0
Trung Vĩnh Võ s k thấy ai nói năng zì hết v m :))),0
Sau nho qua ha chi k nge đc chi oi e đang nge chi noi ne ma nho qua ha,0
i10 cho tròn,0
nghe có vẻ vô lý nhưng lại hết sức thuyết phục,0
Sang VN thành cái l cat khong ... 🙈 🙈 🙈,1
Bằng chứng thằng miền bắc nói là sẽ trả lại xem nào . Việt tân nói,2
Bả không biết người ta mà bả chửi như đúng rồi dị á. Mãi mãi fan cô hiếu,0
"Lãng mạng mà, tình yêu ngọt ngào. Nhưng đánh răng thì có vẻ dùng hiệu ứng phim ấn độ. Nên cắt bớt đoạn đánh răng để tránh mòn răng nghen",0
Sau này em sẽ đ cho con em xem mèo tôm đâu anh ạ :((,0
Đừng có y y bệnh ăn lol nước là đủ thuốc k cả luôn chứ ở đó,1
Trần Linh,0
"10 cty thì 9,9 thằng tìm cách trốn thuế thì chả vậy",0
"Cứ chửi bọn tư bổn , mà sao con cái , quan chức ko ở xứ thiên đường mà trốn ở lại xứ dẫy chết là sao .",2
Đi vào nhà Bùi Tiến Dũng nhá!,0
Cả tiểu tiểu nữa,0
❤️❤️,0
"3. điều mà ai cũng biết, xây dựng ở vn luôn gian dối, từ lúc đấu thầu cho tới lúc lắp wc",0
Thân hình làm chị e bốc lửa 🙂,0
"Dịt mẹ đéo báo cong an bắt mẹ đi họp bàn cái lồng , mẹ đi xe buyt mà éo bảo vệ dc khách hàng",1
Hanh Viet đấy là những biểu hiện của những đứa tretrau chính hiệu đấy bạn ạ. Thề vào page nào cũng thấy cực kì tp 😑,2
"tù chứ kp khách sạn , thích thì vào Bệnh viện mà ngồi",1
"Phong cách "" chịch dở "" 🙈 🙈",1
So sánh với bắc triều tiên là biết ngay bản chất của độc tài rồi .,2
thì bọn chó nó chết cùng Bao giờ mới ko an toàn,1
Hôm nay nó k đi sinh nhật mèo hàng xóm à anh Độ😂,0
"Thành Vinh có page ba gà và những người bạn đó , liên hệ xem",0
?????? 😀????,0
"Luật Nhân Quyền của Mỹ dành cho HonhKong thật sự rất GOOD. Lũ hắc cảnh đã rón dái hết rồi các Bác ạ , làm chó săn cũng để kiếm tiền đi sứ giãy chết , mà giờ bị áp chế thế này thì làm chó chi cho người ta chửi nữa chứ 😷 😷 😷",2
Đúng là ngưu tầm ngưu . Ăn chơi phè phỡn ở nc ngoài rồi đến lúc bệnh thì mới nhớ đến quê hương Tổ quốc,1
Năm mới thầy còn chơi bê đê nữa không thầy ?,0
Con mẹ mày. Nói mày là chó thì tội con chó. Mày còn thua con chó nữa tịp à,2
Khaigiảng thấy ny chụp ảnh cùng bạn thân ny :((,0
Tuân Nguyễn no lai cay vl,1
ra dyt mẹ dân còng lưng đéo gánh . thuê đánh x2 . ui mẹ Đổi Mới Cuộc Sống,1
thề chứ thế như đái tật ăn mặc =))),1
"Cần infor mấy thiên thần thiện lành này,🤦",0
"Nhị Thắng ông a chốt hạ câu lên top luôn , vãi cả nồi 😂",1
Gây tai nạn giong thong chet nguoi,0
"Bênh bênh cl nè , ahihi < ( "" )",1
Thích chị hiện tại,0
Thằng assmin nhãm shitt ... đành rằng page này là CHỬI . Nhưng mày là assmin thì chỉ nên viết gợi ý thôi ... để mem nó CHỬI ... mày dành CHỬI kiểu đó thì chơi thế đéo nào ...,2
Ô mình tự hào quá 😂😂,0
thành phần nát thối,1
Minh Toàn Chu Hãy Trao Cho Anh đó bạn... mình nói mới là mới nhất chứ đâu phải mới ra đâu🙂,0
Ăn tết đúng cách,0
tuyển để e dí à vào mạt ngkhac l,2
E iu a cho rờ ku..kkk,0
Mặc áo đó stream đi abe,0
cái phục máu lồn,1
Coi cười muốn xĩu.. yêu cô ghê,0
Nghe bà này nói chuyện ốc ác noi da gà hết sao ma ác khẩu vậy mà nói tâm tốt sau này cái miệng bà này o có voi nam một cho  roi đó hết la làng tôi kieu an bà này sẽ co,2
Đảm lớp 11 hỏ :((,0
Khổ a tôi,0
cực kì thuyết phục😃,0
Áo đẹp vậy anh be,0
nhin chi hao hao giong ca si cam li va,0
"Ai ko biết nhục thì có thể cười thật tươi cũng được , đó cũng là 1 cách giải quyết khó khăn :)))))",1
Tiến Chiểu chúng có thiệt nhưng giàu có giúp đỡ ai đâu bay gì là chúng nó có đi trốn hết ak,2
như chính quyền cái cái lờ,2
Không còn 1 từ nào để diễn tả về hành động này,0
Xaolon a ưii 😆 😆 😆,1
"mà t cũng đ ' hiểu , rõ ràng là bọn quan nó cũng dùng nước mà ? Hay bọn nó có nguồn nước riêng nên kệ mẹ dân ? ? ?",2
! Nhung mau khỏi và sớm đoàn tụ với tổ tiên Hi vọng,2
Đéo đở dc ),1
Chi 3 giau co nhat,0
Ủa đáng lí con gà phải là Abe chứ :)),0
Tao đầu mong bóng đá thua mẹ luôn mấy trận chỉ cho xong ... tiền tốn Đỡ thuế của bố 😠,1
"Ai ở Hà Nội thì cảnh giác , n có Thuật Thôi Miên nhé",0
nên là thứ SÚC VẬT Cơm Sườn tiếp tục sinh ra những suy nghĩ có con người của SÚC VẬT .,2
Full box giá rẻ cho các dân chơi,0
chiếu đã quảng cáo ... lại cmn hết để có thời gian đọc,1
Thằng việt quá dốt nhưng lại a dua thằng trung cẩu,2
"Ở Mỹ cầm bảng "" Trump is Putin's puppet "" chẳng sao nhỉ . Ở VN mà cầm bảng "" Lú là con rối của Tập "" , sẽ bị tống vô tù vì tội .... tiết lộ bí mật quốc gia haha :))",2
Meeo Meo quơ lay á.. mà mình làm trend nay lâu lắm roi mà.. bọn nhỏ idol này chậm ghê,0
Nghe kì kì sao á. Con trai với mẹ mà liệu mấy cái lời nghe 😋😋😡,0
bà Độ vlog ko bắn khác hẳn 🤣🤣🤣,0
"Chẳng qua dân mình ngu dốt , học luật giao thông thì bố thằng nào làm bậy dm",1
Chơi đthoaiii cơ 😂,0
què Quần,1
PhẠm mạng cc lag chứ chậm m,1
Mình xin không cách ly cho anh ấy nữa,0
Con nó mẹ,2
Cười xỉu,0
Giọng cuốn vc,0
"Trend này ở Việt Nam! Nếu t nhớ k nhầm là từ thời còn bé tý rồi. Khi các ông các bác hỏi: Cái B*m đâu? Như nào, như nào. Lúc đó t cũng đã dơ cái “cánh hoa anh đào” đó lên và trả lời hồn nhiên là: “đây nàyyyyy”",0
này láo,2
"Ko dám nói to đâu , nhưng mình cứ liên tưởng đến Nhà nước hồi giáo tự xưng IS. Tụi mà chuyên đi khủng bố thưởng dân ấy ... : v",2
Chất thì thôi rồi,0
"Đinh Bá Trung ơi nếu không có ai đồng ý với ý kiến của mày thì mày nên xem lại đi , 1 người cũng đéo có mà cứ cãi . Mày hút thuốc trên xe thì tao xịt thẳng vào mõm mày trước khi lên xe chứ đợi mày gây cháy xe nữa à . Mượn lời ad tý nhé ( thằng lỏng bao )",1
Được ko ae 😂,0
Xong rồi lại phải lên thi lại. Ôi cuọic đời 🙃,0
Sao chị 3 râu ria vẫn còn đen thế,0
Nó làm cửa hậu thừa ra tí để che mưa cho chắc hơn nước đỡ hắt thôi mà cũng ầm lên ko thích thì lấy máy mài mà mài đi để nâng bắc bó,1
Nhân cách thua con gấu bông nhà t🙂,1
Ngu cmm .,2
Chi hieu nhin kg ai biet chi bong dau chi qua dep,0
Lee Sin lạy hồn=)),0
Tưởng Xuân Hiển vcl ba chó :vvv,2
Bui lồn,2
nghe nứng thầy wá ơi,1
Xin địa chỉ bán áo:)),0
ừ mình óc tôm.,0
Cố vấn tổng thống Mỹ chậm quá. Ông phải lệnh cho trump. Cho toàn dân mỹ uống thuốc sốt rét và lấy máu của người có bệnh truyền cho nhiều người chưa có bệnh để miễn dịch cộng đồng. Nghe nói ở thủ đô có thuốc rồi mà ở Cali chúng tôi chưa có thuốc.,0
Lắm trò thật sự :))),0
Toàn ngu muội . ra đó mà đánh .,1
chứ không xoá kênh cũ à thầy,0
Ông bố của năm🤣,0
:)) nát,1
chúng mày chắc thằng cc nào cũng ngồi ngoài phán như thánh chờ xong đưa ms vào . chả biết Vâng đéo j.ng ta làm gì chúng mày biết không . biết bao nhiêu vụ cho được . rồi ra ng ta báo cáo ngăn chặn cái à,2
dốt Mày ngu vừa thôi ad :)),2
chi dep qua chi o,0
Dương Hoàng xin link để đạp chúng nó,1
Page của mày h xàm loz quá .... riết toàn ngta zô chửi cha mắng mẹ mày ko vậy ad,2
Động cơ là con xe tỷ . Hỏi cái mồm dọc .,1
Vô lí nhưng rất thuyết phục!,0
Mau lớn rồi kiếm fuho mà làm chứ ăn cơm với tôm cua alaska khổ lắn con ạ :)))),0
"Tình hình dịch bệnh đang rất phức tạp . Mọi người ra đường nhớ đeo khẩu trang . Ai sống một mặt thì đeo 1 cái , ai sống hai mặt thì đeo 2 cái . Còn ai sống như con kă . c . thì nên đeo bcs thay khẩu trang 😏 😏 😏",2
"loại là đô khùng , ăn nói tục tiểu ko biết cái May ca tụng máy là loại ko học thức",2
Huy Hoàng like động viên ny à =,0
Nghe mà cú :>>>,0
Má  ba vàng Ngọc nói quá Chất  quá hay  sdt của con 0921507879,0
Khong Biet ức chế vl :3,1
Linh Pig em lại đi trước thời đại rồi ngại ghê 🤣🤣,0
abe ngầu lòi,0
Già dơ mà,1
