clean_text,label_name_true,label_name_pred
túm lại : muốn giết người mà vẫn vô_tội hoặc án gãi ghẻ thì phấn_đấu làm cán_bộ đi .,Hate,Clean
. trung dần,Hate,Clean
quang hung vu bên đấy bảo cách_ly tại nhà bệnh tự khỏi = ),Hate,Offensive
chuẩn cmnl anh ơi,Clean,Hate
cần 🤑,Clean,Offensive
phát thịnh thầy tui như thằng xì_ke .,Offensive,Clean
gai tre,Clean,Offensive
"nam đặng đời nó thế , lồn mẹ dell thấy cái lồn gì vui cả",Hate,Clean
ẩu r thầy ơi,Clean,Offensive
may bede ma rau thay on,Offensive,Hate
cu tùng hết sữa nên phải quảng_cáo : ) ),Clean,Offensive
kiểu như bác nói ẩn_ý việt nam không sợ bố con thằng nào chứ dăm_ba con virut này thì tuổi với vn à : vậy,Clean,Offensive
đạt phạm dcu mày đùa dai như tk bố m_thế,Clean,Offensive
ok thầy nhoa ❤,Clean,Offensive
chửi hay ghê_k,Clean,Hate
tin tin nên về làm taxi nhe đồng_chí .,Clean,Offensive
danh_hài abe,Clean,Hate
thấy thầy ăn_nói lịch_sự như này em không quen lắm 😑 😑,Hate,Offensive
mình nói người_ta bê đê mình xem lai mình đi . mày la cũng loai bê đê co cây đinh chính giữ la may không,Clean,Hate
abe chơi dơ,Clean,Hate
này đẹp hơn này : vậy,Clean,Offensive
nghe rất ba_rọi nhưng rất mixi = ) ),Clean,Hate
boy quoc chuyện tối qua,Clean,Hate
dũng_sỹ : ) ),Hate,Clean
"thật_sự trận hôm_nay team không làm fan hâm_mộ cảm_thấy dễ_chịu một_chút nào cả nhưng em vẫn đặt niềm tin vào đây nhé , nhận cọc thì mai phải cố hết_sức nhé 😊",Clean,Hate
nguyễn việt hehehe !,Clean,Hate
vụ linda thì sao vậy thầy,Clean,Hate
lủ chó,Clean,Hate
❤ ️ refund ❤ ️,Offensive,Clean
nhà em hộ nghèo được ưu_tiên không ạ 😞,Offensive,Hate
chị minh hiếu dễ_thương quá trời,Offensive,Hate
cẩn_thận con thắm nó chưi : ),Clean,Hate
mấy đứa antifan lại bảo anh tao ghép ảnh đi 😌,Clean,Offensive
dạo này gì mới không ? dạo này gì mới không ?,Clean,Hate
"# câu trả_lời rất đơn_giản người dân ở các nước dân_chủ đó quan_tâm đến dân_quyền nhân_quyền mình , đơn_cử như các cuộc biểu_tình đi bầu_cử hệ quận người dân_chủ hongkong , mới_đây người_ta quan_tâm chủ_nghĩa tự_do hơn chủ_nghĩa nồi cơm vì",Clean,Hate
lặng,Clean,Hate
tr thanh tùngg gái ở đâu ra cơ,Offensive,Hate
mới vào nghe bã chửi banh nhà_lồng chợ luôn vãi thật,Hate,Clean
lê hoàng trần : vậy vãi cả lý_luận đổ_thừa ! vn ta đảng quang_vinh lãnh_đạo mà không khắc_phục được mấy cái cỏn_con vậy à ?,Clean,Offensive
không_khí đạt chất_lượng như hôm_nay cũng nhờ sự tài_tình đảng ta ! đó mang những nhà_máy nhiệt_điện than cổ lổ sỉ từ người anh_em phương bắc về phục_vụ bà_con ! bà_con cám_ơn đảng nhà_nước chưa ?,Offensive,Clean
xd,Clean,Hate
cái này tao đéo đồng_ý,Clean,Hate
vậy rồi 7 ngày ở vn làm gì đi đâu 😌,Clean,Offensive
mả cha mấy thằng ăn bánh_mì,Clean,Hate
ghé trang mình lựa ốp xinh giá rẻ nhe 🥰 ♥ ️ ♥ ️,Clean,Offensive
"tao phải qua phản_đối bọn ba_que indo nha , bác tao nhìn đẹp chai đoản hậu , lộn phúc_hậu_thế kia mà nó quất cặp môi như hai miếng thịt trâu làm thao",Hate,Clean
chắc do đi đái quên chưa kéo quần ngoài vội quá nên kệ mẹ thế đi ra 😞,Offensive,Clean
bạn_bè bên dai loan bên nước việt nam mình kg tha_thứ no nó một bài_học nó biết thế_nào la suc phạm dân_tộc việt nam kg nó bài hoc nó kg sợ dau an nói tuc tĩu mất_dạy quá,Clean,Hate
from thanh hoá with love . chúc bộ_tộc nghỉ lễ vv,Clean,Offensive
nể nhà_báo hoàng lân nhịn cười hay vãi . tao cười ngoác mồm . hay hơn game show nhìu,Hate,Clean
hay quá thầy ơi : ) ),Clean,Offensive
yêu xa khiến chúng_ta trưởng_thành hơn . . ! : ),Clean,Offensive
bay lak với hút đá nhiều thì nó gầy thôi lìn gì phải thắc_mắc,Hate,Offensive
sống chậm lại,Clean,Offensive
nhờ thầy mà giáo_án susan vẫn được tuyên_truyền rộng_rãi khắp cả nước 🤣 🤣,Clean,Hate
tiếc idol tự_nhiên bài nào ca_sĩ khác cũng hát theo nên mới bị gạch đá nhiều 😔 😔,Clean,Offensive
"á há há , army không ai giành giải best reaction mấy mẻ đâu mà la dữ = )",Clean,Offensive
khoai thị sắn,Clean,Hate
"trên đời này mấy thằng to xác thường được tạo hóa_ban tính bắt_nạt , chỉ một_cách duy_nhất trị được chúng_nó phải tỏ ra_mặt mình không sợ chúng_nó , sẵn_sàng đập lại đến chết . ngay cả mỹ thời_gian trước bị thổ nhĩ_kỳ bắn hạ_drone quân_sự , tụi chín",Clean,Hate
ông nay giám vê vn không,Clean,Offensive
clear hương bia tắm không biết sạch không nhưng hơi say,Clean,Offensive
tsb 💩,Clean,Offensive
đổi màu từ đỏ đậm thành nhạt hơn vì sương_gió ! nói đúng đấy chứ,Clean,Hate
chán không muốn nói,Offensive,Hate
nhờ thầy mà em cảm_thấy mình không phải đứa chơi ngu nhất liên_minh,Hate,Offensive
ngày còn nhỏ thi mong lớn thât nhanh đe ra khỏi vòng_tay bố,Clean,Offensive
tui tưởng bọn học_trò nó ghép clip vào chứ ai_ngờ nhận giải thiệt,Clean,Offensive
đỗ tài việt_kiều thích món thịt chó này không ? không,Offensive,Hate
lêu lêu mấy đứa fa 😂,Clean,Offensive
tuyen le duong thuy nguyễn yến,Clean,Offensive
lê minh nhất,Clean,Offensive
hoàng quốc hoàviết trung bữa_nay toàn thứ chi chi mô không ri !,Hate,Clean
sao giờ nhiều chương_trình nhố_nhăng thế khg biết,Clean,Offensive
love you chu cà_mo,Clean,Hate
người dân việt nam_nai đeo hột xoàn rồi bạn ơi vàng cái gì chỉ để mấy người thu_nhập thấp thôi bạn ơi,Clean,Offensive
h có_lẽ quá muộn_màng,Offensive,Hate
điên qf :,Clean,Hate
cái vấn_đề mà tấc nhiêng mà .,Clean,Hate
đi đường quyền hông,Clean,Hate
mãi yêu cô 😽 ❤,Clean,Offensive
chuẩn_bị đóng thuế_oxy thôi mọi người : ),Clean,Hate
cút,Clean,Hate
"khánh sky chẳng nhẽ tao lại nói_thẳng ra thằng "" cạn tàu gáo máng "" không - icm ? : )",Clean,Offensive
facebook . com / notes / hasdgasdgasdg % bf / video - quay - tr % e1 % bb % 99m - c % c3 % b4 - g % c3 % a1i - vậy % c3 % a0 - b % e1 % ba % a1n - trai - - nh % c3 % a0 - vậy % e1 % bb % 87 - sinh - c % e1 % ba % a5m - ch % e1 % bb % 8b - em - vậy % c3 % a0o - xem / 933231583437890,Clean,Hate
ảnh ngầu đấu nhưng thầy rap còn ngầu hơn,Hate,Clean
khổ thật_sự : ( (,Offensive,Clean
cà_khịa cực mạnh 🤣,Hate,Clean
mày nghỉ luôn cũng được . phát_ngôn tào_lao fan nó unfollow hết bây_giờ,Clean,Hate
trung_thu giờ chị hằng nướng nhờ củ khoai rồii = ) ),Clean,Offensive
"đục not "" đụt "" : 3",Offensive,Clean
z bả xài tốt hôn vậy bạn ?,Clean,Hate
huyền vy dẹp mẹ đi,Clean,Offensive
gan trời = ),Clean,Hate
dlv đây chỉ trường hơp ngoại_lệ không tính : vậy,Clean,Hate
ảo_thuật,Clean,Offensive
"sao mày ngu thế mày giỏi mày đi kêu_gọi mn xem người_ta góp mày không . mày thấy làm mệt quá à . người_ta tiền thì góp tiền , sức góp sức . còn mày cảm_thấy bất_công quá thì nghỉ con_mẹ mày đi làm từ_thiện đi . làm từ_thiện mà_lại so_sánh thiệt_hơn so so cái con cặc . mày tưởng mày bê được mấy cái thùng mì tôm mày to à",Offensive,Clean
"lê lê đọc tus không gì , đọc cmt cười ĩa : ) vậy không được đâu nha",Hate,Offensive
đến lúc nó chet lại sợ dai ra quần : ( (,Offensive,Clean
@ anh japan ☺ ️ liên_quan đến cậu sao,Offensive,Clean
mẹ tui cũng thích cô lắm á,Clean,Offensive
thật không vui đâu,Offensive,Hate
ma ba vang ngoc 0907127749 mobi,Hate,Clean
viruss corona khi nghe thông_tin như_vậy,Clean,Hate
vì linh kháng_án lên tòa đại thẩm đến khi toà xử lại về luôn ở xứ em thiên_đường vậy đó mấy anh,Clean,Offensive
a . di . da . phat . .,Offensive,Clean
: vv ăn đấm khong trượt phát nào anh ạ,Clean,Hate
kết_bạn cô ba . 0977694359 . tuấn,Clean,Offensive
dang khoa nguyen từ đâu khái_niệm suy một người ra nguyên đất_nước z : ) ),Offensive,Hate
ok a 😂 😂,Offensive,Hate
lại sống như rau_dền : ),Clean,Hate
ôi pha đonate : ) ),Clean,Offensive
em nói thật e chưa bg cmt các page vậy_mà hà_cớ chi vô đây e lại thích ad mới chết . chắc ad ở ngoài hài_hước lắm ha . đọc sst mà cười_rụng_rốn haha,Clean,Offensive
bạn ba còn gạ bạn thơ vô to lét nữa : ),Clean,Offensive
chị dàu quá em con 10 triệu,Clean,Hate
tân_sơn nhất tấn hải . quan_ngại sâu_sắc,Hate,Clean
anh tôi anh tôi,Clean,Offensive
lê hiếu đọc cả bình_luận nữa,Hate,Clean
"nhìn mặt ông này thấy buồn_cười rồi , bây_giờ ông_già đi nhiều nhưng vẫn hài mang đến mn cười vãi .",Clean,Hate
"dkm phat , noi nhu c",Clean,Hate
thế bây_giờ mình đốt xe nó thì mình phải đền không ?,Clean,Offensive
chồng tao xem được cái ảnh này chúng_mày nghĩ như thế_nào ? ?,Clean,Offensive
"mới chia_tay người_yêu vì không hợp , chỉ vì không hợp mà không_thể đến được với nhau , nếu không hợp thì cho_dù yêu thêm nhiều lần đi chăng_nữa thì thế_nào hai người cũng sẽ không kết_cục gì tốt_đẹp",Clean,Offensive
tao lại dưới loz tao lại lên . không,Hate,Clean
gắt quá ai_lại,Offensive,Hate
cường ông can à ? ! = ) ),Clean,Offensive
anh_em từ đây tui sẽ tạm_biệt tam kê gáy = ) ),Hate,Clean
"đậu mạ ! vịt nôm cái méo gì cũng có_thể xảy ra . trốn truy_nã tại địa_phương 26 năm , làm chánh văn_phòng tại địa_phương . tất_cả nhờ sự lãnh_đạo tài_tình đảng nhà_nước . dân ta cứ yên_tâm mà chết dần chết mòn đi",Clean,Offensive
"cát linh hà đông hỏng phải thời tui đấu_thầu , thiết_kế nhé , đống sắt phế_thải , hàng quá đát đó thời trước nha , tui đang mê vụ 16 tỷ đô long thành airport thôi .",Clean,Offensive
chửi quá hay thích nhất cô minh hiếu cầm cái búa đập rất dễ_thương yêu_cầu làm tiếp phần sau,Hate,Clean
cảm_ơn anh truyền_đạt những điều tốt_đẹp em,Clean,Hate
vn đóng_hộp gửi sang nước không ngột_ngạt thôi,Clean,Offensive
ra cá_mập nó tông phát chìm bây_giờ : 3,Clean,Offensive
qua nhuc a !,Clean,Offensive
lina bui dk ra_đời vào năm 2k3,Offensive,Hate
"bò đỏ đâu ròi , tôi thấy cánh_tay các bạn nào : ) )",Clean,Hate
chửi cũng nể_nang chứ . đkm tao báo_công_an bắt chết cụ mày . phạt mày 5 tr bây_giờ . 😂,Offensive,Hate
học_trò lol,Clean,Hate
đây mới khiến nhiều người phải gục ngã nè 😍,Clean,Offensive
nguyễn đức vinh htrc vừa về việt nam ! bằng máy_bay riêng thì hnay công_bố nhiễm : ),Clean,Offensive
mãi yêu thầy ' dấu bé 3 ',Offensive,Clean
khá cayy 😂,Clean,Offensive
chị nói_chuyện mà em cung de sợ thuốc tác_dụng tang mở bụng mà cái bụng chị ít mở dữ 🤣 🤣,Clean,Offensive
cô qua học thêm vs tao,Clean,Hate
"trắng biến thành đen , biến thành không , không biến thành họ còn làm được chứ trắng biến thành xanh chuyện nhỏ",Offensive,Clean
co nhiêm khong,Hate,Clean
phục_vụ quân dội bỏ stream,Hate,Offensive
hỏi b ý xem đi tiếp_xúc với chị nhung gì không đó không mà thấy bị lây óc tó thể_hiện qua lời phát_biểu như vậy,Offensive,Clean
"vậy_mà vẫn thua thi thi ak ,",Clean,Hate
dễ_thương xĩu i lớp diu chu cà_mo,Hate,Clean
thầy em phải hơn . nhưng ngu hơn ă 🤧,Clean,Hate
: ) ) abe lam susan 0175 de dau ik,Clean,Hate
studio mới luôn rồi,Clean,Hate
chí quá thầy ơi,Clean,Offensive
chông chi trẻ va xinh qua,Clean,Offensive
trầm_cảm mất rồi quá mệt_mỏi tao / c gia_đình,Offensive,Clean
"chính_sách việt cộng ngu dân để trị , tài_giỏi thông_minh thì bị việt cộng bỏ_tù đúng rồi .",Offensive,Clean
ức_chế vl . bán bó rau lời không bao_nhiêu . .,Clean,Hate
một bài rất ý_nghĩa,Offensive,Hate
đợi nó chồng sinh con như âu cơ luôn đi ròi tối nhắn_tin tiếp : ),Clean,Offensive
"vietnam gioi thieu bo phim * benh nhan nguoi anh * bien dao dien , corona , dien vien uk , truong quay . vietnam .",Offensive,Clean
"lê trọng nghĩa phục làm gì bạn ? phục xong về hít bụi mịn , ăn đồ trộn hoá_chất , hộ_chiếu chỉ đi được châu phi với đông nam á như bạn hả ?",Clean,Hate
minhhieu đại chó nó dao làm người đừng làm chỗ chỗ,Clean,Offensive
"nói bé thôi , đông lắm cơ : vậy",Clean,Offensive
"chửi vô_tội_vạ mà đéo biết báo từ đời_nào rồi , chỉ phạt các doanh_nghiệp mua điện nhưng lại không sử_dụng để tránh lãng_phí thôi chứ dân dùng bằng nào thu bằng đấy , toàn những con bò",Clean,Hate
bị vợ vả đó anh : vậy,Clean,Hate
"chở vàng qua mỹ . đúng nhé chị ba chở . nhưng . không phải vàng mà bom , mìn , lựu_đạn . để nổ banh cái dòng_họ nhà thằng bê đê .",Hate,Clean
minh sang chưa bh bị như vậy : ) không mệt nổi vs mày mày yếu quá,Clean,Offensive
ai hiểu mình đâu mà tâm với chả sự nhiều lúc mình còn không hiểu mình nói gì ng khác : ) ),Clean,Offensive
da bao_dung nghe cs noi !,Clean,Offensive
chỉ tên thật gì,Clean,Offensive
yên_tâm chính_phủ vn sẽ trả lại nhà tiên_tri,Clean,Offensive
"dạo này bệnh lợn tả châu phi tạm yên ! ! bây_giờ lại bắt_đầu bệnh bò điên hoang_tưởng , rối_loạn phân_liệt ông giáo ạh ! thế nguy không chứ",Clean,Hate
chỉ mong việt_nam đón hè sớm một_chút : tuy nóng nhưng chết 🦠 virus,Clean,Hate
sau khi xài clear đến từ vị_trí abe,Offensive,Hate
trao giấy khen không thầy,Offensive,Clean
vừa vào gr chưa làm được gì thì được làm fan cứng : ) p ? ?,Clean,Hate
nguyễn_vũ,Hate,Clean
thằng chó,Clean,Hate
ổng nói lập kênh mới chứ không nói xóa_kênh cũ,Clean,Hate
căn_bản nhà nc không làm dc như thế . các chú bộ_đội hay 1 ban_ngày đi làm_vì lệnh phát ra trên đồn xuống chứ ai bão gió lũ_lụt chịu đi ăn_tiền dân nhận tiền thuế phải vậy kêu_ca gì,Clean,Offensive
thông_báo ad biết nhé hôm này giá xăng sẽ giảm mạnh nhé .,Offensive,Hate
đưa lên kiểu này khi ngày_mai nó người ra đập bỏ luôn hiểu nhé 😭,Offensive,Clean
quỳnh giao chắc bận đi bar nên không bh rep cmt chị_em : ),Clean,Offensive
ai bắc ninh không ạ 🤣 🤣,Clean,Hate
dương quỳnh 😂,Clean,Offensive
uầy ui,Clean,Offensive
"anh mày thiếu nợ giang_hồ hóc_môn , mày cũng thiếu nợ không dám về việt_nam , bày đặc làm banh",Hate,Clean
thắng từ thầy_giáo chuyển nghề thầy phù_thuỷ = ),Offensive,Clean
chào bác trần dẩn ! hihihih,Hate,Clean
cứ để sông tô lịch thối như thế_thì các nhà lãnh_đạo mới cớ vẽ ra dự_án xử_lý này_nọ rút_ruột ngân_sách chứ làm sạch đi rồi họ lấy gì ăn ? ! chuyện ồn_ào tranh_chấp phá_hoại các công_trình thử_nghiệm người nhật cũng điều dễ hiểu mà .,Clean,Offensive
ngọc lành phạm xuân mai phương thảo phạm tường_vi ngọc bé phước hậu trần quốc duy phải_chi . mình cũng được vậy he cả nhà 😆,Offensive,Clean
mặt như buê đuê ấy nhể,Clean,Offensive
ae nhìn kênh ba tú lần cuối,Clean,Hate
em làm fan cứng với em rất thích anh với anh hiếu lợn ạ : ' (,Clean,Offensive
mất thằng không cái nhạc dở_quoãi,Clean,Offensive
thời_trang với thời chủng nhìn mất hết cảm_tình 😬 😬,Clean,Hate
bọn dầy tớ chấp chi .,Clean,Offensive
về stream nhanh còn kịp anh ei 😂,Clean,Offensive
siêu tập_đoàn,Clean,Offensive
không lên lại hơi phí : vậy,Clean,Offensive
anh ra rồi nè 😗,Clean,Offensive
"hào_quang ok , không phải m1 được tớ đi làm m1",Clean,Offensive
ủa lạc đâu ra mấy con chó này thế = ) ) tao bảo cno sống chậm thôi chứ tao bảo ông bà_già chúng mày sống chậm à mà vào sủa : ) ) ?,Clean,Offensive
ai lớp du . chu cờ mo = ),Clean,Offensive
hoàng oh men : ) ),Offensive,Clean
bich miu mua toc giả ở đâu_đó . định mua cái kẹp hic,Offensive,Clean
thằng chụp ảnh làm này chắc cbi bị điều_tra : 3,Offensive,Hate
phương linh trend cánh hoa thây haha,Clean,Offensive
cô dễ_thương quá đi 😊 😊,Clean,Offensive
em bị lỗi gì rồi á thầy ? ?,Clean,Offensive
tuyển ctv không ad ?,Clean,Offensive
nghe nhạc nhớ luôn,Offensive,Hate
không gì vui hơn cà_khịa : ( (,Clean,Offensive
tao cũng đi sớm,Clean,Hate
địt mẹ . rẻ rách dlv,Offensive,Hate
muốn thắng thì phải hs nghỉ,Clean,Hate
nguyễn trọng thái khi mày thích chấp_nhận đợi một ng chắc_chắn mày lzj cũng nghĩ đến ngta . kể_cả việc ib nc với ai hay rep cmt bạn khác giới cũng sợ ngta giận hiểu nhầm . con ngược_lại ng bắt mày đợi thì lại vô_tư nói_chuyện tc với ng khác liệu sự đợi_chờ đó cùng với tổn_thương kéo_dài được bao_lâu . nếu ngta thích mày thì không bjo để mày phải đợi . vì sự chờ_đợi không dành tình_yêu . nó dành sự lựa_chọn rồi,Offensive,Hate
chúc thầy 20 / 11 téc léc nha = ) ),Clean,Hate
moá .,Offensive,Clean
"thằng dưới thì thấy thế này , chứ địt mẹ thằng ad mà làm quan to xem , thử mở mồm ra nói nghĩ dân xem nào : ) ) thanh_niên gato",Hate,Clean
s riven gold : ) ),Clean,Offensive
không tiền thì gọi mơ_ước chứ đéo phải đam_mê đâu,Clean,Hate
ly ly hey homie = ) full quá homie êyy,Clean,Offensive
cột đèn,Hate,Offensive
hoàng thanh trung,Hate,Clean
dũng sỹ cút lên top dùm,Clean,Hate
cuốc sư khi nào về việt nam truyền bài thần_quyền em nha . a_men em đạo phật mà,Clean,Hate
bệnh_nhân được nhận máu sau khi nghe tin,Clean,Hate
ông_bà ta nói lửa mới khói chuyện gi qua thi đi mọi người ơi !,Hate,Offensive
từ_bỏ thiên_đường xhcnvn sang xứ tư_bản giãy_chết làm culi ! 😭 😹 🤣,Clean,Hate
trần nhật 🙂 ủa tao nhai lai ai . mày lạ lồn thế . đmm lướt lại cmt xem tòan mấy thánh kêu sống chậm thôi sống nhanh quá ak hay mày cx nằm số cmt đấy r mày quay ra ns tao,Clean,Offensive
iphone rất hiểu ý : ) ),Offensive,Hate
