"name","comment"
"tieulylaodown","Anh Ba X xưa quê đâu nhỉ? Thời xưa ai thực quyền bạn có biết không? Mãi thời cụ Trọng lên thì TBT mới thể hiện đc vai trò.,Phân biệt vùng miền !"
"nogame_nohow","Rõ ràng là lời kêu gọi “Hoà Hợp Hoà Giải” của VC chúng nó chẳng khác gì kêu gọi những con chó nhà hãy sống chung với chó sói!,Phân biệt vùng miền !"
"sinhhoangkhuong","Khác gì 3/ là chó cưng của mỹ,Phân biệt vùng miền !"
"tra_da_via_he_","Loại chúng mày thì loại từ lức mới nở,Phân biệt vùng miền !"
"xanhkinhte","Người miền Nam là dân tộc nào. Đưa người Hoa lên hả.,Phân biệt vùng miền !"
"louisrosa46","Rồi sao,để bọn ngụy chúng mày lại rước ngoại bang về xâm lược nữa à.,Phân biệt vùng miền !"
"nam.dp","Đúng ngay tim đen bọn tộc cối,Phân biệt vùng miền !"
"lao_dai_78","Có thì chắc chia 2 vì tư tưởng theo vnch nó ăn trong máu rồi,Phân biệt vùng miền !"
"yzyz_jxy","Cho chúng mày vào nhà nước để chúng mày lại bán nước à =)))) mấy con ngan con tỉnh đi,Phân biệt vùng miền !"
"quachtrongvan","Không phải không có mà là chưa có người tài lên được Đám cẩu nô chúng mày tính chia rẽ ai😂,Phân biệt vùng miền !"
"horus970124","Mấy thằng phản động chúng m ngoài bới lông tìm về ra thì còn làm đc cc gì nữa =))))) ông cha bán nước bợ djt giặc, con cháu lưu vong cắn tổ quốc =)))) cả dòng họ nô tính vi tôn, nô huyết chảy xuôi =))))) ngon thì bạo động khởi nghĩa đi =))))))))),Phân biệt vùng miền !"
"vtnhuyennn__","Hồi A50 là các bạn chế giễu và chửi dân Miền Nam xồn xồn , không có văn hoá , văn minh . Con gái Miền Nam không có giá trị . Giờ bị chửi lại cái các bạn dựng lên cãi cố .Kêu phân biệt vùng miền =)) Là muốn saoooo? Kèo thơm: “Thủ đô ngàn năm văn hiến” Kèo thúi: “Ở đâu cũng có người này người kia” or “Người ở tỉnh khác ra phá” Cãi không lại: “Bọn mày pbvm, cali thiếu nước à?” Cả nước xem diễu binh củng thấy A50 rõ tôn trọng và vui vẻ , trật tự hơn A80 rất nhiều . Là các bạn chửi ngta trước mà🙄,Hồi A50 là các bạn chế giễu và chửi dân Miền Nam xồn xồn , không có văn hoá ,..."
"black_vir","Vẫn mắc cười cái văn hoá đòi vả người khác,Hồi A50 là các bạn chế giễu và chửi dân Miền Nam xồn xồn , không có văn hoá ,..."
"108.smilodon","Bắc kỳ là chúa kỳ thị vùng miền, bắc kỳ tự cho là: - Giọng/ từ ngữ bắc là chuẩn, còn lại là giọng/ từ ngữ địa phương - Đồ ăn phải chuẩn bắc, món ăn tỉnh khác đều xuất xứ bắc - Bắc làm lãnh đạo có lý luận - Dân miền bắc xkld đem tiền đô về, dân Nam tham ăn nhậu nhẹt lười làm - Hài bắc thâm thúy, hài Nam nhảm - Miền bắc giữ gìn truyền thống, các vùng khác văn hóa đều phải giống bắc kỳ - bắc kỳ mặc định Nam Kỳ hoặc ai kiu bắc kỳ là 3que phản động - Dân bắc làm có để dành, dân Nam phung phí,Hồi A50 là các bạn chế giễu và chửi dân Miền Nam xồn xồn , không có văn hoá ,..."
"danteevans99999","Một bài học ai rồi cũng sẽ học: ""không có sự kỳ thị nào là tự nhiên sinh ra cả"" 😆😂🤭 Không phải ngẫu nhiên mà từ bắc kỳ sức sát thương lớn hơn hẳn trung kỳ hay nam kỳ 🤣😌,Hồi A50 là các bạn chế giễu và chửi dân Miền Nam xồn xồn , không có văn hoá ,..."
"____tmquan____","Tôi ng HN nhưng ủng hộ các bạn , các bạn cứ chửi thoải kái để bọn đb nó khôn ra Dcm chúng nó mất mặt đéo chịu được,Hồi A50 là các bạn chế giễu và chửi dân Miền Nam xồn xồn , không có văn hoá ,..."
"vutrang488","Nói tao pbvm cũng đượcc, nhưng tao dell mê nổi parky, có thể tao ko may mắn nên toàn var phải parkycho không, bao lần xém chết vì parky nên tao dell mê nổi chúng nó. Tao sinh ra và lớn lên trong namky, gốc bắc, gia đình cách mạng nòi nhưng tao lại ko thể hoà hợp nổi văn hoá parky, đặc biệt là bọn tự nhận người hà thành, người phố cổ chục hộ gia đình dùng chung một nhà xí 🤦🏻‍♂️,Hồi A50 là các bạn chế giễu và chửi dân Miền Nam xồn xồn , không có văn hoá ,..."
"chikute.bui","Mình người bắc mà mình đọc mấy bài này mình gật đầu lia lịa, mình ko sống bậy như bọn đang bị chửi và mình nghĩ phải có nhiều bài chê như này thì bọn vô ý thức nó mới bớt bớt đi. Còn mẹ nào ko vô ý thức thì im đi vì ko ai chửi mấy mẹ đâu mà nhảy dựng lên,Hồi A50 là các bạn chế giễu và chửi dân Miền Nam xồn xồn , không có văn hoá ,..."
"yes_thatisyou","Ai cũng quên trong này trộm drone à? D phải vấn đề vùng miền nữa mà do dân mình ý thức tệ vãi l,Hồi A50 là các bạn chế giễu và chửi dân Miền Nam xồn xồn , không có văn hoá ,..."
"anhanh1115679","Ở SG ko thấy ai dám đưa cả nhà lên trụ điện ngồi xem như này,Hồi A50 là các bạn chế giễu và chửi dân Miền Nam xồn xồn , không có văn hoá ,..."
"_paotramm","Kèo thơm: người HN Kèo thúi: dân HN gốc chẳng ai thèm đi xem, toàn dân tỉnh lẻ,Hồi A50 là các bạn chế giễu và chửi dân Miền Nam xồn xồn , không có văn hoá ,..."
"_nh.dang98","A80 đây :))) ngồi im là bị gì hay sao mà cứ phải chạy sát sát lại làm gì. Ảnh hưởng người xq, đợt còn đọc đc 1 bài bảo người ở Bắc dạy con tốt lắm k như người Nam mình,Hồi A50 là các bạn chế giễu và chửi dân Miền Nam xồn xồn , không có văn hoá ,..."
"meimei.dan","Toàn mấy bà nội trung niên cũng ra đú hò hét như ai mà đợt 30/4 chửi gái MN k ra cái gì 😀 ít ra có thế nói bọn nó trẻ ng non dạ (độ tuổi đa phần là dưới 22 )có phần quá khích vì MN ít dịp như này Ở MB t thấy các đối tượng quá khích đa phần trên 30-40 luôn mà còn quậy cỡ đó thì t k biết ý thức tốt chỗ nào , trẻ thì kêu trẻ ng non dạ đc đi còn lớn cỡ đó thì ngta gọi là già mà ngu hả,Hồi A50 là các bạn chế giễu và chửi dân Miền Nam xồn xồn , không có văn hoá ,..."
"abcxyz15678","Do đợt này diễu binh ngoài HN tiêu cực và nhiều hình ảnh xấu xí hơn miền Nam nên mới giở giọng văn dĩ hòa vi quý, ""ở đâu cũng có người này, người kia"". Thử mà ngoài đấy văn minh hơn trong này xem, lại chẳng đồng lòng quay ra chửi miền Nam ngay. Nói đâu xa lúc sắp diễn ra A80 đã có một đống cmt bảo ngoài HN ý thức lắm, không như miền Nam nhốn nháo, loạn lạc đâu. Giờ kết quả như nào ai cũng thấy, lạ gì cái tính tráo trở của người Bắc 😁,Hồi A50 là các bạn chế giễu và chửi dân Miền Nam xồn xồn , không có văn hoá ,..."
"bunchazn","Cả 2 bên khác chó gì nhau ?? Có cái đéo gì mà cãi. Vô nghĩa vl! Cả con chủ tus nói cũng ngu, cả cái đứa nào mà bảo gì mà như này như kia ra hanoi vả cho cũng ngu. Xàm l vãi, đợt trc cả đợt này đêu có cãi nhau sao phải này kia? Như nhau cả thôi, quan trọng là ý thức con người! Để diễu binh qua theo 1 cách yên bình vui vẻ đi!,Hồi A50 là các bạn chế giễu và chửi dân Miền Nam xồn xồn , không có văn hoá ,..."
"hinhsuhem160","nếu nói t là cali, thì hãy cho t đi thuỵ sĩ =)))),Hồi A50 là các bạn chế giễu và chửi dân Miền Nam xồn xồn , không có văn hoá ,..."
"miuchin.nail","M Thích gây war không,Hồi A50 là các bạn chế giễu và chửi dân Miền Nam xồn xồn , không có văn hoá ,..."
"nguyenale","Nhiều lúc thấy ng Nhật tuân thủ 1 cách máy móc , cứng nhắc,Nhiều lúc thấy ng Nhật tuân thủ 1 cách máy móc , cứng nhắc"
"_mar_8963","mang cái văn hóa khôn lỏi dạy người Nhật :)),Nhiều lúc thấy ng Nhật tuân thủ 1 cách máy móc , cứng nhắc"
"howard.7640","Nhìn hình này liên tưởng tới đường 2 chiều ở VN. Kẹt 1 cái là xe nó lủi sang chiều còn lại làm xe chiều kia ko đi được thế là kẹt mấy tiếng đồng hồ. Giờ thằng chủ thread này nói người ta cứng nhắc. Cười ẻ.,Nhiều lúc thấy ng Nhật tuân thủ 1 cách máy móc , cứng nhắc"
"captinh__","Thà im còn hơn đăng bài ngu để ngta chửi,Nhiều lúc thấy ng Nhật tuân thủ 1 cách máy móc , cứng nhắc"
"drolyagmi","nhưng bên làn kia để làm gì mn,Nhiều lúc thấy ng Nhật tuân thủ 1 cách máy móc , cứng nhắc"
"the_real_tuan","mày thanh hoá hay nghệ an ?,Nhiều lúc thấy ng Nhật tuân thủ 1 cách máy móc , cứng nhắc"
"trungctk10","Tôi ở tokyo 4 năm chưa gặp cảnh này bao giờ, chắc hẳn là trường hợp đặc biệt phải xếp hàng lên tàu. Đọc cmt nhiều đứa tự nhục thế kb 🤣🤣🤣,Nhiều lúc thấy ng Nhật tuân thủ 1 cách máy móc , cứng nhắc"
"nt.ken1","“ có thể tách con khỉ ra khỏi rừng - nhưng ko thể lấy khu rừng khỏi óc con khỉ “ Cái suy nghĩ khôn lỏi của bạn thật mang tính đại diện dân tộc á !,Nhiều lúc thấy ng Nhật tuân thủ 1 cách máy móc , cứng nhắc"
"acc_clone_dung_follow","None,Nhiều lúc thấy ng Nhật tuân thủ 1 cách máy móc , cứng nhắc"
"scarlett.2701","Cái này h là của t,Nhiều lúc thấy ng Nhật tuân thủ 1 cách máy móc , cứng nhắc"
"lieunhan.18","Thanh Hoá Nghệ An hay Hà Tĩnh nói đi,Nhiều lúc thấy ng Nhật tuân thủ 1 cách máy móc , cứng nhắc"
"ntt_08001","Xong ai cũng đi 2 bên như viêt nam là thành 2 bên cùng tắc,Nhiều lúc thấy ng Nhật tuân thủ 1 cách máy móc , cứng nhắc"
"q.datt","Ngu như này đi đâu đừng bảo ng Việt là được🙂,Nhiều lúc thấy ng Nhật tuân thủ 1 cách máy móc , cứng nhắc"
"_moon.mung","Anh hung dữ z anh =))),Nhiều lúc thấy ng Nhật tuân thủ 1 cách máy móc , cứng nhắc"
"q.datt","A hiền mà 😂,Nhiều lúc thấy ng Nhật tuân thủ 1 cách máy móc , cứng nhắc"
"_moon.mung","Hong ai hiền mà chửi z hết trơn á =)),Nhiều lúc thấy ng Nhật tuân thủ 1 cách máy móc , cứng nhắc"
"biotamtran","Hài hước Nhiều người chê hạ tầng, cơ sở, an sinh xã hội ở VN kém nhưng họ luôn tìm cách trốn thuế, né thuế ... Lý do là sợ ""Tham Nhũng"" Vậy họ khác gì những người tham nhũng ngoài kia,Hài hước Nhiều người chê hạ tầng, cơ sở, an sinh xã hội ở VN kém nhưng họ luôn tìm cách trốn thuế, né thuế ... Lý do là sợ ""Tham Nhũng"" Vậy họ khác gì những người tham nhũng ngoài kia"
"nobody_8_10","Có bằng chứng hay thống kê nào chứng minh những người chê cơ sở hạ tầng VN và những người trốn thuế là 1 không bạn :)),Hài hước Nhiều người chê hạ tầng, cơ sở, an sinh xã hội ở VN kém nhưng họ luôn tìm cách trốn thuế, né thuế ... Lý do là sợ ""Tham Nhũng"" Vậy họ khác gì những người tham nhũng ngoài kia"
"xuanhung3318","Ko có bằng chứng ko có nghĩa nó không tồn tại? Vậy tôi hỏi ngược bạn nhé bạn có chắc chắn không 1 ai có tư tưởng như vậy ko =))),Hài hước Nhiều người chê hạ tầng, cơ sở, an sinh xã hội ở VN kém nhưng họ luôn tìm cách trốn thuế, né thuế ... Lý do là sợ ""Tham Nhũng"" Vậy họ khác gì những người tham nhũng ngoài kia"
"nobody_8_10","Mình nói “không tồn tại” và “chắc chắn không một ai” chỗ nào vậy bạn :)) bịa à,Hài hước Nhiều người chê hạ tầng, cơ sở, an sinh xã hội ở VN kém nhưng họ luôn tìm cách trốn thuế, né thuế ... Lý do là sợ ""Tham Nhũng"" Vậy họ khác gì những người tham nhũng ngoài kia"
"xuanhung3318","Thì tức là nó có tồn tại vậy thì có nhất thiết cần bằng chứng như bạn nói ban đầu không,Hài hước Nhiều người chê hạ tầng, cơ sở, an sinh xã hội ở VN kém nhưng họ luôn tìm cách trốn thuế, né thuế ... Lý do là sợ ""Tham Nhũng"" Vậy họ khác gì những người tham nhũng ngoài kia"
"quentin.express","Đến cái tối thiểu là vỉa hè cho người đi bộ còn không có, nhưng mở miệng ra lên tiếng là bọn nó dời hộ khẩu qua Cali liền vì như vậy là đang chê Tổ quốc,Hài hước Nhiều người chê hạ tầng, cơ sở, an sinh xã hội ở VN kém nhưng họ luôn tìm cách trốn thuế, né thuế ... Lý do là sợ ""Tham Nhũng"" Vậy họ khác gì những người tham nhũng ngoài kia"
"thedarknight9604","Thật ra người giàu mới tìm cách trốn thuế, chứ người 1 đầu lương như đa số bọn mình đây thì bạn trốn kiểu gì? 1 là bạn ko bị đánh thuế thu nhập vì lương bạn thấp, nhưng vẫn chịu thuế tiêu dùng 2 là lương bạn cao, nhưng bạn đi làm cty thì bạn muốn né thuế cũng ko được Nên cái chữ “nhiều người” ở đây chắc bạn ko ám chỉ người làm công ăn 1 đầu lương giống chúng ta phải k 🤣,Hài hước Nhiều người chê hạ tầng, cơ sở, an sinh xã hội ở VN kém nhưng họ luôn tìm cách trốn thuế, né thuế ... Lý do là sợ ""Tham Nhũng"" Vậy họ khác gì những người tham nhũng ngoài kia"
"nguyentttam88","Lương cơ bản quá thấp so với nhu cầu chi tiêu tối thiểu thì đào đâu ra thuế mà thu,Hài hước Nhiều người chê hạ tầng, cơ sở, an sinh xã hội ở VN kém nhưng họ luôn tìm cách trốn thuế, né thuế ... Lý do là sợ ""Tham Nhũng"" Vậy họ khác gì những người tham nhũng ngoài kia"
"ngocquy92","Sao bạn lương thấp vậy?? Là do nhà nước hay do bản thân bạn??? Xong rồi than trách,Hài hước Nhiều người chê hạ tầng, cơ sở, an sinh xã hội ở VN kém nhưng họ luôn tìm cách trốn thuế, né thuế ... Lý do là sợ ""Tham Nhũng"" Vậy họ khác gì những người tham nhũng ngoài kia"
"thieugiataichinh","Dân VN mà, nói một đường làm một nẻo, nó là tính cách dân tộc chứ có gì bất ngờ, hài hước.,Hài hước Nhiều người chê hạ tầng, cơ sở, an sinh xã hội ở VN kém nhưng họ luôn tìm cách trốn thuế, né thuế ... Lý do là sợ ""Tham Nhũng"" Vậy họ khác gì những người tham nhũng ngoài kia"
"sphin1210","Dốt,Hài hước Nhiều người chê hạ tầng, cơ sở, an sinh xã hội ở VN kém nhưng họ luôn tìm cách trốn thuế, né thuế ... Lý do là sợ ""Tham Nhũng"" Vậy họ khác gì những người tham nhũng ngoài kia"
"4000tuan","Bạn cảm nghĩ gì khi nhìn những hình ảnh vui chơi của các bạn là con là cháu của những quan chức tham nhũng, tham ô, bòn rút tiền thuế, lũng đoạn chính sách của quốc gia...?,Bạn cảm nghĩ gì khi nhìn những hình ảnh vui chơi của các bạn là con là cháu của những quan chức tham nhũng, tham ô, bòn rút tiền thuế, lũng đoạn chính sách của quốc gia...?"
"arne_vvad","Ai đó là cháu của quan chức hiện kinh doanh đồng hồ cao cấp không cần đóng thuế vs 1 số ngành hàng khác và chúng nó kêu là ""chỉ cần là con cháu của người đó thì làm gì cũng được"" 🤣🤣 nói thật chứ cái tư duy nô bộc, thần quyền của dân VN nó ăn sâu vào thâm căn cố đế rồi. Có thế có nữa thì cũng mãi như vậy thôi,Bạn cảm nghĩ gì khi nhìn những hình ảnh vui chơi của các bạn là con là cháu của những quan chức tham nhũng, tham ô, bòn rút tiền thuế, lũng đoạn chính sách của quốc gia...?"
"mnbv31597","Thôi ông im mẹ mồm đi! Ngta buôn bán chứ có nối nghiệp con ông cháu cha như Bush cha Bush con đâu mà ghen ăn tức ở! Kể cả ngta ko làm gì thì 110 triệu dân VN bọn tao (trừ mày ra) chẳng lẽ ko lo đc cho một vài người con cháu khai quốc công thần?!,Bạn cảm nghĩ gì khi nhìn những hình ảnh vui chơi của các bạn là con là cháu của những quan chức tham nhũng, tham ô, bòn rút tiền thuế, lũng đoạn chính sách của quốc gia...?"
"linhh_29_04","Chả cảm nghĩ j cả. Nếu có thì là mình cũng phải cố để tham nhũng được nhiều như vậy. Sống cho mình trước đã 🤣 chính trực rồi cũng làm culi cho tham quan nó hút tủy,Bạn cảm nghĩ gì khi nhìn những hình ảnh vui chơi của các bạn là con là cháu của những quan chức tham nhũng, tham ô, bòn rút tiền thuế, lũng đoạn chính sách của quốc gia...?"
"qunvd162","Nói chung tại không đớp được như chúng nó nên thấy ghen tị=)) chứ tầm doanh nghiệp lợi ích nhóm chung thì thấy bth,Bạn cảm nghĩ gì khi nhìn những hình ảnh vui chơi của các bạn là con là cháu của những quan chức tham nhũng, tham ô, bòn rút tiền thuế, lũng đoạn chính sách của quốc gia...?"
"lavier781999","Biết khi ghen tị được đẩy lên cao nhất thì hệ quả là gì không :) P/s: làm cách mạng cũng là một cách để chỉ sự ghen tị đó :),Bạn cảm nghĩ gì khi nhìn những hình ảnh vui chơi của các bạn là con là cháu của những quan chức tham nhũng, tham ô, bòn rút tiền thuế, lũng đoạn chính sách của quốc gia...?"
"qunvd162","Thì cũng như 3 que thôi=))) người ngu đi làm cách mạng,Bạn cảm nghĩ gì khi nhìn những hình ảnh vui chơi của các bạn là con là cháu của những quan chức tham nhũng, tham ô, bòn rút tiền thuế, lũng đoạn chính sách của quốc gia...?"
"lavier781999","3 que là gì?,Bạn cảm nghĩ gì khi nhìn những hình ảnh vui chơi của các bạn là con là cháu của những quan chức tham nhũng, tham ô, bòn rút tiền thuế, lũng đoạn chính sách của quốc gia...?"
"duavamun","Sáng ra đã chơi đá rồi???,Bạn cảm nghĩ gì khi nhìn những hình ảnh vui chơi của các bạn là con là cháu của những quan chức tham nhũng, tham ô, bòn rút tiền thuế, lũng đoạn chính sách của quốc gia...?"
"4000tuan","Ý bạn là vậy?,Bạn cảm nghĩ gì khi nhìn những hình ảnh vui chơi của các bạn là con là cháu của những quan chức tham nhũng, tham ô, bòn rút tiền thuế, lũng đoạn chính sách của quốc gia...?"
"tellmewhaty0uwant","Ngáo,Bạn cảm nghĩ gì khi nhìn những hình ảnh vui chơi của các bạn là con là cháu của những quan chức tham nhũng, tham ô, bòn rút tiền thuế, lũng đoạn chính sách của quốc gia...?"
"kimnguyen05021992","M có hình ảnh thì phải tung lên chứ nói mồm sao mà nghe đc?,Bạn cảm nghĩ gì khi nhìn những hình ảnh vui chơi của các bạn là con là cháu của những quan chức tham nhũng, tham ô, bòn rút tiền thuế, lũng đoạn chính sách của quốc gia...?"
"4000tuan","Bạn nếu đã thấy thì có thể nêu cảm nghĩ, nếu chưa thấy thì có thể bỏ qua thôi.,Bạn cảm nghĩ gì khi nhìn những hình ảnh vui chơi của các bạn là con là cháu của những quan chức tham nhũng, tham ô, bòn rút tiền thuế, lũng đoạn chính sách của quốc gia...?"
"kimnguyen05021992","Nghĩa là m đang nói nhưng ko có căn cứ?,Bạn cảm nghĩ gì khi nhìn những hình ảnh vui chơi của các bạn là con là cháu của những quan chức tham nhũng, tham ô, bòn rút tiền thuế, lũng đoạn chính sách của quốc gia...?"
"4000tuan","Trong câu hỏi không có nghĩa vụ phải minh hoạ hay minh chứng cho điều được hỏi. Kiểu như câu hỏi ""Bạn cảm nghĩ gì khi được sống?"",Bạn cảm nghĩ gì khi nhìn những hình ảnh vui chơi của các bạn là con là cháu của những quan chức tham nhũng, tham ô, bòn rút tiền thuế, lũng đoạn chính sách của quốc gia...?"
"kimnguyen05021992","Là hỏi ngu ấy hả,Bạn cảm nghĩ gì khi nhìn những hình ảnh vui chơi của các bạn là con là cháu của những quan chức tham nhũng, tham ô, bòn rút tiền thuế, lũng đoạn chính sách của quốc gia...?"
"trangdoantd","Mọi người nghĩ được ăn phở dưới ánh nắng là bình thường. Nhưng để ăn được bát phở này thì có người phải trả lại cả chục nghìn tỷ đồng 😗 Chúc mừng Bác Quyết ra tù. Hy vọng Bác điều hành hãng bay và nỗ lực khôi phục tập đoàn FLC trở lại mạnh mẽ hơn nhé!,Mọi người nghĩ được ăn phở dưới ánh nắng là bình thường. Nhưng để ăn được bát phở này thì..."
"trangdoantd","Cộng đồng chém gió về tài chính ở đây nha các bảnh 👇👇 https://zalo.me/g/oqijeo882,Mọi người nghĩ được ăn phở dưới ánh nắng là bình thường. Nhưng để ăn được bát phở này thì..."
"jackwu90","vcl sao bữa tiên lượng xấu mà nay ra tù ăn phở r :))) kkeek,Mọi người nghĩ được ăn phở dưới ánh nắng là bình thường. Nhưng để ăn được bát phở này thì..."
"naav.eel","Ủa hỏi ngơ tí ạ. Lừa đảo, tham nhũng vào tù cái nộp khắc phục số tiền đã lấy rùi ra tù vậy á hà. Vậy cứ làm sai bị phát hiện thì nộp khắc phục mà ko phát hiện thì coi như hênnn. Ngộ ha!!!!,Mọi người nghĩ được ăn phở dưới ánh nắng là bình thường. Nhưng để ăn được bát phở này thì..."
"ship365.com.vn","Dm thế còn bao nhiêu ng chết vì chứng khoán flc thì sao phủi tay luôn ah,Mọi người nghĩ được ăn phở dưới ánh nắng là bình thường. Nhưng để ăn được bát phở này thì..."
