name,comment,label_id
minh.ngoc.nguyn44,"ô ô tui hà tĩnh,ĐỪNG CHỬI NGƯỜI NGHỆ AN, HÃ TĨNH, QUẢNG BÌNH KHI XEM VIDEO NÀY #duhocsinhuc #nghean #hatinh #quangbinh #tinnong #bocphot #nhathaibiettuot #dramashowbiz",0
nanhvocunglao,"cho t hỏi xem có bạn nào nhà ko được khá giả đi du học mà không làm ngoài ko….,ĐỪNG CHỬI NGƯỜI NGHỆ AN, HÃ TĨNH, QUẢNG BÌNH KHI XEM VIDEO NÀY #duhocsinhuc #nghean #hatinh #quangbinh #tinnong #bocphot #nhathaibiettuot #dramashowbiz",0
cng.o96,"Thanh Hóa thì ai muốn sát nhập 😌,Thanh Hóa, Nghê An, Hà Tĩnh, Huế dự kiến sẽ ko sáp nhập",0
zaihocao_91,"Huế tỉnh mà.lên tp bjo vậy,Thanh Hóa, Nghê An, Hà Tĩnh, Huế dự kiến sẽ ko sáp nhập",0
quanglamctm,"Không nhập thằng Hà Tĩnh một nữa nghệ an một nữa Quảng bình cho nó có sân bay,Thanh Hóa, Nghê An, Hà Tĩnh, Huế dự kiến sẽ ko sáp nhập",0
hieu9398,"Toàn mấy nơi ko ai muốn gộp vào 😂,Thanh Hóa, Nghê An, Hà Tĩnh, Huế dự kiến sẽ ko sáp nhập",0
sio.tran,"TH,NA,HT...Nghe là sợ rồi 😁😁😁,Thanh Hóa, Nghê An, Hà Tĩnh, Huế dự kiến sẽ ko sáp nhập",0
credocredo27,"T thích nhập lại thành Nghệ Tĩnh như khi tê, tự nhiên chia cách ae choa mci nạ,Thanh Hóa, Nghê An, Hà Tĩnh, Huế dự kiến sẽ ko sáp nhập",0
kardonharman_123,"Thành phố Huế tình yêu của tôi!,Thanh Hóa, Nghê An, Hà Tĩnh, Huế dự kiến sẽ ko sáp nhập",0
nguyenvanforce,"tôi nghệ an muốn nhập với hà tĩnh để a e về một nhà,Thanh Hóa, Nghê An, Hà Tĩnh, Huế dự kiến sẽ ko sáp nhập",0
nguyenvan_loi93,"thắc mắc sao hà tịnh là 1 tỉnh nhỉ sao ko sát nhập,Thanh Hóa, Nghê An, Hà Tĩnh, Huế dự kiến sẽ ko sáp nhập",0
tung210696,"Tự Hào quê hương Huế ❤️❤️,Thanh Hóa, Nghê An, Hà Tĩnh, Huế dự kiến sẽ ko sáp nhập",0
cong15419,"lý do mấy tỉnh đó ko sáp nhập,Thanh Hóa, Nghê An, Hà Tĩnh, Huế dự kiến sẽ ko sáp nhập",0
tranngocanhh203,"Thật ạ người Hà Tĩnh chào nhau cái 😁,Thanh Hóa, Nghê An, Hà Tĩnh, Huế dự kiến sẽ ko sáp nhập",0
thachnguyen1110,"thành phố hồ chi minh có trước nha em..tự hào ..nghe buồn cười,Thanh Hóa, Nghê An, Hà Tĩnh, Huế dự kiến sẽ ko sáp nhập",0
ghepdoinghiemtuc,"Hà tĩnh sao k dc nhập nhỉ,Thanh Hóa, Nghê An, Hà Tĩnh, Huế dự kiến sẽ ko sáp nhập",0
namkr95,"Đất Nước Thanh Hoá.. tiểu vương quốc Thanh Hoá.. mãi đỉnh.. 🥰,Thanh Hóa, Nghê An, Hà Tĩnh, Huế dự kiến sẽ ko sáp nhập",0
binguyen.1994,"Quảng trị cháo cá , quảng bình khoai gieo , tất cả về 1 nhà nhé,Thanh Hóa, Nghê An, Hà Tĩnh, Huế dự kiến sẽ ko sáp nhập",0
tran_ngoc_thach189,"Huế toàn di sản văn hóa thế giới kèm ẩm thực từ thời Vua Chúa,người dân thì hiền lành hiểu khách…combo tp du lịch tuyệt vời vậy mà nhiều đứa còn chê..t cũng chịu,Thanh Hóa, Nghê An, Hà Tĩnh, Huế dự kiến sẽ ko sáp nhập",0
nguyendung8864,"Ha tĩnh nghệ an sáp nhập phải mà,Thanh Hóa, Nghê An, Hà Tĩnh, Huế dự kiến sẽ ko sáp nhập",0
phanquochuy1209,"hà tĩnh ko nhập thấy sai sai,Thanh Hóa, Nghê An, Hà Tĩnh, Huế dự kiến sẽ ko sáp nhập",0
auduongphong113,"Khôn lỏi chứ không phải không ngoan.,Bằng lòng với gì mình đang có chấp nhận những thứ trời không cho#trảinghiệm #camxuc #fypシ #xuhuong",0
01ai0,"nghệ an ối dồi ôi,Bằng lòng với gì mình đang có chấp nhận những thứ trời không cho#trảinghiệm #camxuc #fypシ #xuhuong",0
vn.t8425,"Còn Người Thái Bình Chúng Tôi . Lại có tất cả nhưng thứ trên .,Bằng lòng với gì mình đang có chấp nhận những thứ trời không cho#trảinghiệm #camxuc #fypシ #xuhuong",0
duclakcoffee,"Người hà nội có hết những điều trên,Bằng lòng với gì mình đang có chấp nhận những thứ trời không cho#trảinghiệm #camxuc #fypシ #xuhuong",0
cuongeden92,"Khôn ngoan, chăm chỉ, chịu khó gì cũng dc…. Nhưng đừng lừa đồng bào, đừng hại người khác là tốt 😳,Bằng lòng với gì mình đang có chấp nhận những thứ trời không cho#trảinghiệm #camxuc #fypシ #xuhuong",0
sangvnnguyen,"😳thanh hoá không lỏi thôi,Bằng lòng với gì mình đang có chấp nhận những thứ trời không cho#trảinghiệm #camxuc #fypシ #xuhuong",0
b.i.taiwan,"Tri ân người em rau má , cho vay lãi 36%,Bằng lòng với gì mình đang có chấp nhận những thứ trời không cho#trảinghiệm #camxuc #fypシ #xuhuong",0
lehuong1321,"chúng ta đều là người Việt Nam máu đỏ da hồng không nên phân biệt vùng miền 🥰 ở đâu cũng có người này người nọ cả thôi 🥰,Bằng lòng với gì mình đang có chấp nhận những thứ trời không cho#trảinghiệm #camxuc #fypシ #xuhuong",0
m.a.m.studio,"Nhưng bị cấm ở nc ngoài=]],Bằng lòng với gì mình đang có chấp nhận những thứ trời không cho#trảinghiệm #camxuc #fypシ #xuhuong",0
songletoyotabacninh,"Hàm Nghi - Nguyễn Cơ Thạch b nhỉ,Bằng lòng với gì mình đang có chấp nhận những thứ trời không cho#trảinghiệm #camxuc #fypシ #xuhuong",0
tuananhday162,"Chúng tớ từ miền đất khó khăn đi lên, chúng tớ hiểu rõ những gì chúng tớ phải đối mặt, nên chúng tớ luôn cố gắng hết mình để có thể no đủ, già đình đỡ vất vả hơn. Tớ tới từ Hà Tĩnh. Tớ luôn yêu quê hương và chưa từng muốn thay đổi nơi tớ sinh ra và lớn lên. Có nhiều bạn bảo rằng dân tụi tớ thế này thế kia, nhưng tớ rất rất tự hào và luôn luôn bảo vệ đồng hương của tụi tớ,Bằng lòng với gì mình đang có chấp nhận những thứ trời không cho#trảinghiệm #camxuc #fypシ #xuhuong",0
dungchiase1,"Tại sao,Bằng lòng với gì mình đang có chấp nhận những thứ trời không cho#trảinghiệm #camxuc #fypシ #xuhuong",0
topgiaplus,"bạn hiểu gì?,Bằng lòng với gì mình đang có chấp nhận những thứ trời không cho#trảinghiệm #camxuc #fypシ #xuhuong",0
tg.rna,"ước lấy 10 vk TH 🥺,Bằng lòng với gì mình đang có chấp nhận những thứ trời không cho#trảinghiệm #camxuc #fypシ #xuhuong",0
thich_bun,"Ktx đn3 hoặc đn4 Mỹ Đình đúng k pro,Bằng lòng với gì mình đang có chấp nhận những thứ trời không cho#trảinghiệm #camxuc #fypシ #xuhuong",0
.ds230,"mình người HN mình quen 2 c TH lấy chồng HN, thấy chịu thương chịu khó lắm, cũng vất vả nhưng khấm khá đấy,Bằng lòng với gì mình đang có chấp nhận những thứ trời không cho#trảinghiệm #camxuc #fypシ #xuhuong",0
nguyen.soai71,"viet nam co het,Bằng lòng với gì mình đang có chấp nhận những thứ trời không cho#trảinghiệm #camxuc #fypシ #xuhuong",0
nguyn.bacho,"thanh nghệ tĩnh,Bằng lòng với gì mình đang có chấp nhận những thứ trời không cho#trảinghiệm #camxuc #fypシ #xuhuong",0
dung.cao8294,"Thua hết phú thọ hưng yên vĩnh phúc,Bằng lòng với gì mình đang có chấp nhận những thứ trời không cho#trảinghiệm #camxuc #fypシ #xuhuong",0
thaynamluoibieng659,"tất cả là thằng Vũ 21,Nước Việt Nam là một #duongdereview #LearnOnTikTok #mcv",0
kisshot999,"Parkycho là gì?🤣,Nước Việt Nam là một #duongdereview #LearnOnTikTok #mcv",0
user6095650782393,"Tôi miền nam chào paky,Nước Việt Nam là một #duongdereview #LearnOnTikTok #mcv",0
_trolltroll_,"thế Cali là j v🗿,Nước Việt Nam là một #duongdereview #LearnOnTikTok #mcv",0
mp.p8,"pa ke đạo đức giả . trước mặt không nói toàn chửi sau lưng,Trải nghiệm của mình về pbvm khi ra bắc.  Mọi người có chia sẻ gì về chủ đề này không? #utmiennam #xelanvlog #ngochan #lovestory #longervideos #khacbietnambac #vungmien",0
sheng2310,"đi Hà nội mua đồ giọng Saigon auto x3 giá.😳,Trải nghiệm của mình về pbvm khi ra bắc.  Mọi người có chia sẻ gì về chủ đề này không? #utmiennam #xelanvlog #ngochan #lovestory #longervideos #khacbietnambac #vungmien",0
norman.station,"mình cũng chưa bao h kỳ thị vùng miền 😳 mình chỉ nói parky và họ chửi mình,Trải nghiệm của mình về pbvm khi ra bắc.  Mọi người có chia sẻ gì về chủ đề này không? #utmiennam #xelanvlog #ngochan #lovestory #longervideos #khacbietnambac #vungmien",0
linglinh.0112,"chưa bg pbvm, t thấy chỉ trên top top mới pb thôi,Trải nghiệm của mình về pbvm khi ra bắc.  Mọi người có chia sẻ gì về chủ đề này không? #utmiennam #xelanvlog #ngochan #lovestory #longervideos #khacbietnambac #vungmien",0
addpam,"sao lại ra parky chi vậy em,Trải nghiệm của mình về pbvm khi ra bắc.  Mọi người có chia sẻ gì về chủ đề này không? #utmiennam #xelanvlog #ngochan #lovestory #longervideos #khacbietnambac #vungmien",0
phukhanhabc0510,"Ngoài này thì kệ thôi. Hơi đâu pbvm. Có trong đấy pbvm,Trải nghiệm của mình về pbvm khi ra bắc.  Mọi người có chia sẻ gì về chủ đề này không? #utmiennam #xelanvlog #ngochan #lovestory #longervideos #khacbietnambac #vungmien",0
annguyen9287,"Tôi miễn là con người thì ai cũng như ai,Trải nghiệm của mình về pbvm khi ra bắc.  Mọi người có chia sẻ gì về chủ đề này không? #utmiennam #xelanvlog #ngochan #lovestory #longervideos #khacbietnambac #vungmien",0
pedo29_05,"Sao k có tui đã trải nghiệm ngoài đó rồi…nhiều người ghét luôn đã số là người lớn tuổi ngoài đó,Trải nghiệm của mình về pbvm khi ra bắc.  Mọi người có chia sẻ gì về chủ đề này không? #utmiennam #xelanvlog #ngochan #lovestory #longervideos #khacbietnambac #vungmien",0
vinh_luong8083,"Tôi người Bắc. Tôi mà gặp người Nam nào ở ngoài Bắc chắc chắn tôi sẽ mời cafe hoặc bia. Đơn giản là tôi quý họ,Trải nghiệm của mình về pbvm khi ra bắc.  Mọi người có chia sẻ gì về chủ đề này không? #utmiennam #xelanvlog #ngochan #lovestory #longervideos #khacbietnambac #vungmien",0
ntg2503,"Đâu phải đi đâu xa em thấy video nào của tiktok toàn thấy mn cmt parky,Trải nghiệm của mình về pbvm khi ra bắc.  Mọi người có chia sẻ gì về chủ đề này không? #utmiennam #xelanvlog #ngochan #lovestory #longervideos #khacbietnambac #vungmien",0
dennong0duong,"t thì hay vào nam, thấy mn pbvm hơn mb nhiều. Nhiều khi kiểu thành bịa chuyện, chứ chưa từng trải qua bao h, ng này nghe ng kia kể, ko còn đúng nữa.,Trải nghiệm của mình về pbvm khi ra bắc.  Mọi người có chia sẻ gì về chủ đề này không? #utmiennam #xelanvlog #ngochan #lovestory #longervideos #khacbietnambac #vungmien",0
ktvc_2024,"Mình quê Thái Nguyên có sốg và làm việc ở Bình Phước và được đi chơi vài tỉnh miền Tây nhưng chưa bị pbvm bao giờ luôn á 🥰,Trải nghiệm của mình về pbvm khi ra bắc.  Mọi người có chia sẻ gì về chủ đề này không? #utmiennam #xelanvlog #ngochan #lovestory #longervideos #khacbietnambac #vungmien",0
lanhtheanhh,"T học ngoài Hanoi 5 năm chính xác mà nói họ chẳng qtam đâu mình là ai, ở đâu đâu, ngta cũng chẳng đề tới việc MN như nào có phân biệt thì chắc có.....,Trải nghiệm của mình về pbvm khi ra bắc.  Mọi người có chia sẻ gì về chủ đề này không? #utmiennam #xelanvlog #ngochan #lovestory #longervideos #khacbietnambac #vungmien",0
wazzzzzzzzzzzzzza,"Cá nhân mình. 1 năm ở cần thơ. 2 năm ở sg cũng chưa bị ai phân biệt vùng miền 😁,Trải nghiệm của mình về pbvm khi ra bắc.  Mọi người có chia sẻ gì về chủ đề này không? #utmiennam #xelanvlog #ngochan #lovestory #longervideos #khacbietnambac #vungmien",0
hahahahahahaa42,"Sao e vào miền nam thì lại bị pbvm ý chị,với cả e là người miền núi nên họ cứ khịa khịa e,em thuộc hướng nội nên em có làm gì họ đâu mà họ lại như vậy,Trải nghiệm của mình về pbvm khi ra bắc.  Mọi người có chia sẻ gì về chủ đề này không? #utmiennam #xelanvlog #ngochan #lovestory #longervideos #khacbietnambac #vungmien",0
lehungaptis,"người miền nam yêu vãi. trước sinh viên đi làm thêm ở quán bia. gặp mấy anh miền nam auto đc tip 50-100. mình là nam nhé,Trải nghiệm của mình về pbvm khi ra bắc.  Mọi người có chia sẻ gì về chủ đề này không? #utmiennam #xelanvlog #ngochan #lovestory #longervideos #khacbietnambac #vungmien",0
boong.97,"mình người bắc vô nam nhiều lúc xuống miền tây chơi ngta biết người bắc, nên không thích mình luôn,Trải nghiệm của mình về pbvm khi ra bắc.  Mọi người có chia sẻ gì về chủ đề này không? #utmiennam #xelanvlog #ngochan #lovestory #longervideos #khacbietnambac #vungmien",0
zaihien76,"mình ở Bắc. thỉnh thoảng gặp người nam thích cực. thích nghe giọng họ. vì ở đây ít người nam,Trải nghiệm của mình về pbvm khi ra bắc.  Mọi người có chia sẻ gì về chủ đề này không? #utmiennam #xelanvlog #ngochan #lovestory #longervideos #khacbietnambac #vungmien",0
dangvan191,"nói thật là không bao giờ người bắc phân biệt vùng miền khi người nam ra bắc chỉ có ngược lại thôi.,Trải nghiệm của mình về pbvm khi ra bắc.  Mọi người có chia sẻ gì về chủ đề này không? #utmiennam #xelanvlog #ngochan #lovestory #longervideos #khacbietnambac #vungmien",0
phuong_anh_030377,"c ra bắc, thấy người miền nam ra họ rất quý nhe, mẹ c bệnh nằm cả tháng ở bv LC nghe c nói giọng nam mà ở bv ai cũng giúp rất nhiệt tình,Trải nghiệm của mình về pbvm khi ra bắc.  Mọi người có chia sẻ gì về chủ đề này không? #utmiennam #xelanvlog #ngochan #lovestory #longervideos #khacbietnambac #vungmien",0
trang_nhi1102,"Nhưng mà phồng tôm này mua ngoài siêu thị về cx nấu đk ạ cj,Trải nghiệm của mình về pbvm khi ra bắc.  Mọi người có chia sẻ gì về chủ đề này không? #utmiennam #xelanvlog #ngochan #lovestory #longervideos #khacbietnambac #vungmien",0
thanh9599,"người Bắc cực quý ng Nam nha,Trải nghiệm của mình về pbvm khi ra bắc.  Mọi người có chia sẻ gì về chủ đề này không? #utmiennam #xelanvlog #ngochan #lovestory #longervideos #khacbietnambac #vungmien",0
user8803313741654,"hỏi đường cũng tốn tiền,Trải nghiệm của mình về pbvm khi ra bắc.  Mọi người có chia sẻ gì về chủ đề này không? #utmiennam #xelanvlog #ngochan #lovestory #longervideos #khacbietnambac #vungmien",0
son.minh,"Nấu canh gì trông ngon thế,Trải nghiệm của mình về pbvm khi ra bắc.  Mọi người có chia sẻ gì về chủ đề này không? #utmiennam #xelanvlog #ngochan #lovestory #longervideos #khacbietnambac #vungmien",0
tu.bo80,"hàng xóm có cô dâu miền nam nghe giọng nhẹ hay lắm á chả bù mình,Trải nghiệm của mình về pbvm khi ra bắc.  Mọi người có chia sẻ gì về chủ đề này không? #utmiennam #xelanvlog #ngochan #lovestory #longervideos #khacbietnambac #vungmien",0
minmin080224,"Nói thiệt tui ng nam nhưg ở lâm đồng k hẳn miền tây nyc tui g bắc nhà ổg nghe giọng tui là k chịu luôn nên h thành nyc😂,Trải nghiệm của mình về pbvm khi ra bắc.  Mọi người có chia sẻ gì về chủ đề này không? #utmiennam #xelanvlog #ngochan #lovestory #longervideos #khacbietnambac #vungmien",0
hiiamnguyen13,"T cũng chưa hiểu tại sao nói từ parky là pbvm😳, nk trungk tayk thì ko phải,Trải nghiệm của mình về pbvm khi ra bắc.  Mọi người có chia sẻ gì về chủ đề này không? #utmiennam #xelanvlog #ngochan #lovestory #longervideos #khacbietnambac #vungmien",0
phc.ah14,"giọng ấm thế bạn 🥰,Trải nghiệm của mình về pbvm khi ra bắc.  Mọi người có chia sẻ gì về chủ đề này không? #utmiennam #xelanvlog #ngochan #lovestory #longervideos #khacbietnambac #vungmien",0
abccgw11355,"Parky,Trải nghiệm của mình về pbvm khi ra bắc.  Mọi người có chia sẻ gì về chủ đề này không? #utmiennam #xelanvlog #ngochan #lovestory #longervideos #khacbietnambac #vungmien",0
@CDMediaWhy,"Bạn đang tìm kiếm bộ loa và tai nghe với âm thanh sống động, đồng hồ thông minh và phụ kiện công nghệ xịn sò cho cuộc sống hiện đại? Hãy đến với Hubbtronix – Nơi hội tụ những sản phẩm chất lượng cao với giá siêu hấp dẫn! Đừng bỏ lỡ loạt sản phẩm đỉnh cao đang giảm giá sốc tại: 🛒 https://s.shopee.vn/4fiXXRXn62 🌐https://hubbtronix.com/?bwaf=16662,W6Z99suxNqY",0
@HungLe-oz8kc,"Mắt anh sáng, dáng anh hiền Nụ cười tỏa nắng mang tiền cho tôi Quyết còi mặt quắt tai dơi Gom tiền té trước, cuộc chơi đã tà,W6Z99suxNqY",0
@BoDaTran,"Cười chưa xong a Quyết đã về đời rồi 😂,W6Z99suxNqY",0
@hoangnamle8957,"Nói đi nói lại: mấy chiêu trò này phương tây nó chơi biết bao nhiêu năm, bao nhiêu biện pháp được phương tây áp dụng vào. Nhưng những quốc gia đi theo đâu có áp dụng, đâu có rút kinh nghiệm, tại sao, tại họ đang cầm chuôi dao rồi. Không sợ bạn giàu, chỉ sợ bạn chưa đủ giàu thôi,W6Z99suxNqY",0
@billgatesho8039,"Thằng quyết này phải tử hình chứ 7 năm là quá bất bình so với nhiều vụ khác,ko có răn đe rồi.,W6Z99suxNqY",0
@TrongThaoNguyen-fw5zj,"Giờ nhiều thằng muốn được như ông mà ko được rồi tu về hương thu thôi,W6Z99suxNqY",0
@ongle3266,"Bạn dùng từ rất đúng tâm lý bầy đàn,W6Z99suxNqY",0
@GlobalAsia-s6y,"Vin 😂,W6Z99suxNqY",0
@HiFacecabe,"Người tài thường có nối đi riêng,W6Z99suxNqY",0
@03june18,"Bay 40triệu với con flc 20triệu với con ros 😅 k đu theo anh kịp anh xả cho vỡ mồm,W6Z99suxNqY",0
@ninle5842,"Anh tao đó 😂,W6Z99suxNqY",0
@sambeo9966,"Sau một thời gian tương đối tham gia thị trường chứng khoán, tất nhiên tôi vẫn chỉ là ""trứng mới nở"" chứ chưa thể thành ""gà"" hay thành ""cáo"". Nhưng với tôi thì thị trường chứng khoán trong nước bản chất như cá cược chẵn lẻ được hợp pháp hoá vậy, yếu tố kinh tế, chính trị, thời sự bên ngoài chỉ là chút ""gia vị"" thôi. Hãy đủ tỉnh táo để nhận biết nguy cơ và cơ hội, và chứng khoán cũng chỉ là cuộc chơi, lao động mới là con đường vững chắc để cải thiện cuộc sống.,W6Z99suxNqY",0
@duythai5150,"Sợ nhỉ, 1 tay che trời bao nhiêu năm,W6Z99suxNqY",0
@BatdongsanX,"Trong đó có tôi nữa, làm ăn tệ thật chứ hi! Đúng là quá nhanh quá nguy hiểm là có thật.,W6Z99suxNqY",0
@thiennganmaria,"sắp tái xuất,W6Z99suxNqY",0
@syluong3781,"Ở đâu chả làm giá, có lộ liễu hay k thôi,W6Z99suxNqY",0
Vô danh,"Xem video này xong và xem lại những video đầu tiên mới nhận ra kênh nào dù đầu tư tốt tới đâu rồi cũng sẽ đi vào lối mòn. Như video này k hề nhắc tới hay bỏ qua hose hay vsd,W6Z99suxNqY",0
@Duonghien151,"Chuyện cá mập làm giá trong thị trường tài chính như thế này là chuyện bình thường, ai trải qua thị trg crypto và chứng khoán Mỹ lâu năm sẽ hiểu 😂,W6Z99suxNqY",0
@quancoiccp,"6 mã thì dính cmn 4 mã flc, amd, hai, ros, giờ thì chạy ship qua ngày 😔😔😔,W6Z99suxNqY",0
@nguyenphuoc4834,"Trịnh văn musk - Elon quyết =)))),W6Z99suxNqY",0
@admintblnews,"DOANH NGHIỆP GIẢI THỂ, hàng triệu CÔNG NHÂN BỊ SA THẢI: THỊ TRƯỜNG lao động LAO ĐAO | TBL News https://www.youtube.com/watch?v=O2WAMzMCHvw,BS9OdVKYujk",0
@thithuynguyen4392,"Rớt giá???!!!!. Chẳng qua là chúng nó hùn nhau đẩy giá trên trời, giá quá bất hợp lý nên người dân bình thường không thể mua được ắt phải hạ giá thôi. Nhưng các ông cũng không việc gì phải thương cho những đại gia đấy, mà thương cho người dân bình thường không có nổi vài tỷ để mua một căn hộ chung cư, với mức lương bèo bọt dăm bảy triệu 1 tháng.,BS9OdVKYujk",0
@Tungvdone231,"Chung cư tỉnh lẻ giờ bầy vượn rúp nó thổi bán hàng trăm củ m2, nhốt cả đống người vào mấy cái tổ chim rồi bắt đóng đủ các thế phí để mua cái giấy ở trọ vài chục năm đi webcam chung với nhau cùng một trục mấy chục mét.😂,BS9OdVKYujk",0
@nguyenminh6796,"Không quy ra thành tiền được thì gặm tường nhà ra ăn à he he kkkkkkk😂😂😂😂,BS9OdVKYujk",0
@HienNguyen-bu3wn,"Giá trên trời thì để thần tiên và ma ở thôi, người ko ở nổi,BS9OdVKYujk",0
@HienNguyen-bu3wn,"Toàn nghìn tỷ si mua nổi,BS9OdVKYujk",0
@NamLy-f7j,"Ngân hàng cho vay giá nhà bằng giá vàng rồi bây giơ sắp bể hụi rồi Ngân hàng ơi cũng tụi mày giá nhà mới lên không như vậy thằng nào duyên cho vay thì bỏ từ nó,BS9OdVKYujk",0
@DucLuu-q2c,"Bon nay co rot gia giam gia bao nhieu van loi day tui ok,BS9OdVKYujk",0
@nguyễnkhắctập,"bài học BĐS trung quốc,BS9OdVKYujk",0
@kamuivu8901,"Các khu trung tâm ở địa phương chết là phải, ngáo giá, dân đi tập trung ở các thành phố lớn làm việc, ko ai ở tỉnh nữa nên giá rớt thảm,BS9OdVKYujk",0
@kamuivu8901,"Các khu ngoại ô thì rớt thảm là cái chắc😂, giờ người ta kinh doanh online rồi. Chào mừng tớ kỷ nguyên suy thoái,BS9OdVKYujk",0
@hongvu2067,"Thổi 300 tỉ, bây giờ giảm 100 tỉ, thì vẫn lãi 200ti mà, buồn làm gì đâu,BS9OdVKYujk",0
@SơnNguyễn-d1d9n,"May noi tao lao ?,BS9OdVKYujk",0
@buongla409,"Giờ bác tô chống tham nhũng dũ quá. Từng thừa đăng ký đến từng thửa đất. Từng ngôi nhà. Tiền chuyển ra nước ngoài. Của quần chức. Rút về mùa thì lộ. Còn dân thường. Cán bộ thường. Thì tiền đâu mà mua. Kẻ táo tợn. Đem nhà thế chấp vay ngân hàng. Giờ nguồn tín dụng vị siết.,BS9OdVKYujk",0
@thuynguyenvan5548,"bán cho tôi 10-20 tỷ tôi ỉa vào chứ lỗ trăm tỷ toàn một lũ tội đồ,BS9OdVKYujk",0
@thuynguyenvan5548,"tiền ở đâu mà có cả cái nhà có vài chục tỷ là cùng mà rớt trăm tỷ,BS9OdVKYujk",0
@minhkhuevu5695,"Giảm 70% có người mua liền,BS9OdVKYujk",0
@nguyentuyetnhung3063,"Vấn đề là những người sở hữu những ngôi nhà này cũng không thiếu tiền nên giá xuống họ cũng không quan tâm,BS9OdVKYujk",0
@John-jo3zz,"Chống đối lừa bịp kêu gào phẳng động,BS9OdVKYujk",0
@John-jo3zz,"Truyện thông bẩn lừa bịp . Kêu gào khi lên. Giờ xuống chút xíu cũng kêu gào. Bọn này mới thật sự là phản động ....,BS9OdVKYujk",0
@RushMeme0909,"tự nhiên lại thấy bài này nghe hay hơn bài thg tổng đài lm,IzSYlr3VI1A",0
@QuLiy201,"Nhạc hay vãi :))))👏,IzSYlr3VI1A",0
@natetrinh2023,"Nhạc như cặc,IzSYlr3VI1A",0
@ThangDino003,"Tự nhiên thấy hay hơn mấy bài hát mới ra gần đây 😘😘,IzSYlr3VI1A",0
@D.Q.An2008,"Sau khi nghe nhạc quốc kang tự nhiên thấy pickelball rất hay 🤡🤡🤡,IzSYlr3VI1A",0
@whattonamemeidk,"thick of it"" còn sợ bài này chứ,IzSYlr3VI1A",0
@vuasuc-thanh-hoa,"Hay mà bro 😭😭😭,IzSYlr3VI1A",0
@NgânNguyễn-s4m5t,"Picke ball là 2024,IzSYlr3VI1A",0
