comment,label_id,label
thằng khốn nạn này đáng bị trừng trị,2.0,
con mẹ mày chắc đẻ ra mày từ cống rãnh à,2.0,
đúng là cái đồ rác rưởi của xã hội,2.0,
"Cái loại mày chỉ giỏi sủa bậy thôi, đéo làm được tích sự gì.",2.0,
"Đồ con chó, mày có tư cách gì mà nói người khác?",2.0,
"Thằng ngu, sống phí cơm gạo của bố mẹ.",2.0,
"Mày biến đi, đừng làm bẩn mắt tao nữa.",2.0,
"Con phò, nhìn mặt đã thấy ghét.",2.0,
Thành phần cặn bã của xã hội.,2.0,
"Óc chó, hiểu được cái gì mà bày đặt.",2.0,
"Mày chỉ là thằng hèn, có giỏi thì ra mặt đi.",2.0,
Cái loại mặt dày như mày thì ai thèm chấp.,2.0,
"Đồ đần độn, nói chuyện như đứa thiểu năng.",2.0,
"Con đĩ, nhìn là muốn đấm vỡ mồm.",2.0,
"Thằng khốn nạn, mày sẽ gặp quả báo thôi.",2.0,
"Biến khỏi đây, tao không muốn thấy mặt mày nữa.",2.0,
"Mày là đồ ăn hại, chỉ biết phá hoại.",2.0,
Cái loại rác rưởi như mày thì nên bị tẩy chay.,2.0,
"Chó má, mày có phải con người không vậy?",2.0,
Mày là nỗi ô nhục của gia đình mày.,2.0,
"Đồ vô dụng, sống chỉ làm tốn không khí.",2.0,
"Thằng mọi, về rừng mà sống đi.",2.0,
"Con súc vật, không bằng loài vật.",2.0,
"Ngu vl, óc chó mới tin mấy cái này.",2.0,
"Đồ phản động, cút khỏi đất nước này đi.",2.0,
"Con nhỏ này nhìn đã thấy ghét, mặt đần đần.",2.0,
"Thằng rác rưởi, chỉ biết phá hoại.",2.0,
"Mấy đứa vô học, không biết nhục là gì.",2.0,
"Cái lũ ăn hại, sống làm chật đất.",2.0,
"Thằng cha này chắc não tàn, nói chuyện như hạch.",2.0,
Con ml này chắc bị thần kinh.,2.0,
"Đám này chỉ giỏi sân si, gato.",2.0,
"Thằng mặt lồn, im mồm đi.",2.0,
"Mấy con đĩ điếm, chỉ biết khoe thân.",2.0,
"Cái lũ óc lợn, ngu không chịu nổi.",2.0,
"Đồ khốn nạn, sống không bằng súc vật.",2.0,
"Thằng chó điên, cút đi đừng làm phiền.",2.0,
"Con đĩ già, hết thời rồi còn bày đặt.",2.0,
"Mấy thằng hèn, chỉ biết núp váy đàn bà.",2.0,
"Cái lũ rẻ rách, không có tiền thì im đi.",2.0,
"Đồ thất học, ăn nói như thằng vô văn hóa.",2.0,
"Con điên này, nói nhảm nhí gì vậy?",2.0,
"Thằng ngu, không hiểu gì thì đừng có sủa.",2.0,
Thằng ml này chỉ giỏi sủa bậy.,2.0,
"Con đĩ miệng cống, im đi.",2.0,
"Đồ chó má, cút khỏi đây ngay.",2.0,
"Mày là thằng ăn hại, vô dụng.",2.0,
Cái loại rẻ rách như mày thì làm được cái gì?,2.0,
"Thằng ngu, nói mãi không hiểu à?",2.0,
"Con điên, phát ngôn lung tung.",2.0,
"Đồ súc vật, không bằng con chó.",2.0,
"Mày là lũ phản động, bán nước.",2.0,
"Cái thứ khốn nạn, sống làm gì cho chật đất.",2.0,
"Thằng hãm tài, làm gì cũng hỏng.",2.0,
"Con đĩ chó, điếm thúi.",2.0,
Mấy thằng lồn này chỉ giỏi phá hoại.,2.0,
"Cái lũ vô học, không biết phép tắc.",2.0,
"Thằng mặt lồn, nhìn thấy ghét.",2.0,
"Con đĩ già, hết thời rồi.",2.0,
"Mày là thằng khốn nạn, chuyên đi lừa đảo.",2.0,
"Đồ hèn hạ, chỉ biết núp váy đàn bà.",2.0,
"Cái lũ óc chó, không có não à?",2.0,
"Thằng gay lọ, biến thái.",2.0,
"thang dien, co the nao ma noi ra duoc cai loi nay vay",2.0,
"dung la ban than cua bon phan dong ma, an noi nghe ghet vay",2.0,
may la cai loz gi ma dam noi chuyen voi tao nhu the nay,2.0,
"thang mat day, dam lam nhuc gia dinh tao la sao",2.0,
con lon gia nay chi biet pha hoai thoi,2.0,
"may la cai bon vo hoc, khong biet gi ve cuoc song ca",2.0,
"cai lu ngu ngoc, an noi nhu cho vay sao",2.0,
"thang oc cho, co biet cai gi ma binh luan khong",2.0,
"con cho de, dam chui bo me tao a",2.0,
bon may la do khong bang con vat,2.0,
"thang he, chi biet mua vui cho nguoi khac thoi",2.0,
"ban chat may la do an hai, dung co tuong minh la ai",2.0,
"may la do suc vat, khong co tinh nguoi",2.0,
"cai do ban thiu, lam o ue ca cong dong",2.0,
"thang buoi, an noi nghe ghet muon dap chet",2.0,
"con di, chi biet ban than minh thoi",2.0,
"may la do vo dung, khong lam duoc cai quai gi ca",2.0,
"lu an hai, nen bien khoi day di",2.0,
"thang khon nan, dam lua dao moi nguoi a",2.0,
"con lon, may nghi may la ai ma co quyen phan xet tao",2.0,
Thằng ml này bị thiểu năng à?,2.0,
"Con kia nhìn y như cave, đúng là loại rẻ tiền.",2.0,
"Mấy thằng ăn hại, làm cái gì cũng không nên thân.",2.0,
"Thằng này chắc chắn là gay, nhìn ẻo lả vãi.",2.0,
"Đồ con chó, cút mẹ mày đi chỗ khác.",2.0,
"Mấy đứa này đúng là lũ óc chó, chẳng hiểu gì cả.",2.0,
"Con đĩ điếm, bày đặt làm sang.",2.0,
"Thằng lợn, chỉ được cái ăn bám.",2.0,
Mấy đứa vô dụng này chỉ biết làm phiền.,2.0,
"Con này chắc là bị tâm thần, nói năng linh tinh.",2.0,
"Thằng hèn, có giỏi thì ra mặt mà nói.",2.0,
"Đồ con vật, không có nhân tính.",2.0,
"Cái lũ mặt lồn, nhìn thấy ghét.",2.0,
"Thằng ngu, không biết suy nghĩ à?",2.0,
"Con chó cái, sủa ít thôi.",2.0,
Mấy đứa này đúng là lũ ăn cướp.,2.0,
"Thằng bệnh hoạn, biến thái.",2.0,
"Con điên, cần phải đi khám.",2.0,
"Đồ chó má, dám làm vậy à?",2.0,
"Cái lũ phản động, cút khỏi đất nước này.",2.0,
"Đồ con đĩ điếm, sao mày không chết mịa đi",2.0,
"Mấy thằng lồn phản động, cút khỏi đất nước này",2.0,
"Con chó này, nói chuyện như cái đống cứt",2.0,
"Thằng ngu, óc chó, không biết gì thì câm mẹ mồm đi",2.0,
"Mày là thằng ăn hại, vô dụng, chỉ biết phá hoại",2.0,
"Con đĩ lồn này, bày đặt lên mặt dạy đời",2.0,
"Bọn mày đúng là lũ súc vật, không bằng con chó",2.0,
"Thằng khốn nạn, sao mày không bị xe tông chết đi",2.0,
"Con lồn này, nhìn mặt đã thấy ghét rồi",2.0,
"Mấy thằng chó má, dám động vào tao là chết",2.0,
"Đồ cái loại rẻ rách, không ai thèm nhìn đâu",2.0,
"Mày nên đi chết đi, đỡ tốn không khí",2.0,
"Con điếm này, đừng có mà lên giọng",2.0,
"Thằng hèn, chỉ biết núp váy đàn bà",2.0,
"Bọn mày đúng là lũ mọi rợ, không có văn hóa",2.0,
"Con chó cái, nhìn mặt đã muốn đấm rồi",2.0,
Mày là thứ cặn bã của xã hội,2.0,
"Thằng óc vật, nói chuyện ngu như bò",2.0,
"Con lồn này, câm mẹ mồm đi cho nước nó trong",2.0,
"Đồ phản quốc, xứng đáng bị xử tử",2.0,
Cai thang ngu nay chi biet pha hoai,2.0,
Con lon nay noi nhieu vl,2.0,
Thang cho nay lam an nhu cc,2.0,
May la cai loai gi ma doi noi,2.0,
Con dien nay chi duoc cai to mom,2.0,
Bon chung la mot lu luu manh,2.0,
"Thang mat day, im mieng di",2.0,
"Cai con met nay, dung co ma xau xi",2.0,
"May la do vo dung, khong hon ai ca",2.0,
Bon nay chi biet an hai xa hoi,2.0,
Thang dau buoi nay lam ngu qua,2.0,
Con phan dong nay tao lao,2.0,
"May la do co hoi, chi biet loi dung",2.0,
Cai lu nay nen bi trung tri,2.0,
"Thang dien, dung co ma phat bieu linh tinh",2.0,
"Con rac ruoi, tranh xa tao ra",2.0,
"May la thang khon nan, dung co ma lam phi thoi gian cua tao",2.0,
Bon nay chi gioi an bám,2.0,
"Thang ngu si, co hieu cai gi dau",2.0,
"Con oc cho nay, noi nhieu chi lam ton dien",2.0,
"mấy thằng lol hãm tài, có mỗi việc đấy cũng làm ko xong",2.0,
"con phò này nhìn dơ vcl, ai mà thèm",2.0,
"địt mẹ lũ phản động, cút khỏi đất nước này",2.0,
"thằng chó chết, mày xứng đáng bị bóc phốt",2.0,
mấy đứa ngu này chỉ làm tốn cơm gạo,2.0,
"con đĩ giả tạo, nhìn mặt là thấy ghét",2.0,
óc chó mới tin mấy cái tin nhảm này,2.0,
mày là đứa ăn hại nhất mà tao từng thấy,2.0,
đám mọi rợ này nên bị tẩy chay,2.0,
"thằng khốn nạn, mày sẽ phải trả giá",2.0,
con đĩ điếm này chỉ biết giật chồng,2.0,
lũ súc vật này không có nhân tính,2.0,
"thằng hèn nhát, dám làm không dám nhận",2.0,
mấy con chó ghẻ này làm bẩn cả cộng đồng,2.0,
"đồ vô học, ăn nói như chưa từng được dạy",2.0,
"cút đi, đừng làm phiền cuộc sống của người khác",2.0,
"thằng ngu dốt, đến cả cái này cũng không hiểu",2.0,
"con điên, nghĩ mình là ai mà đòi dạy đời",2.0,
loại người như mày chỉ nên ở xó chuồng heo,2.0,
"thằng phản quốc, đáng bị xử bắn",2.0,
"Đồ chó má, ăn cắp trắng trợn",2.0,
Mày bị thiểu năng à mà nói ngu thế,2.0,
"Con đĩ chó, điếm thúi",2.0,
"Thằng mọi rợ, không biết nhục",2.0,
"Mày là đồ súc vật, không bằng con chó",2.0,
"Cái lũ phản động, bán nước hại dân",2.0,
"Thằng hãm tài, làm gì cũng hư",2.0,
"Con lợn béo, ăn hại đái nát",2.0,
"Mày là đồ vô dụng, chỉ biết ăn bám",2.0,
"Cái thằng mặt lồn, nhìn thấy ghét",2.0,
"Đồ ngu dốt, óc chó",2.0,
Mày là cái thứ rác rưởi của xã hội,2.0,
"Con điên, nói năng linh tinh",2.0,
"Thằng ăn cắp vặt, trộm chó",2.0,
"Cái lũ khốn nạn, sống không có đạo đức",2.0,
"Mày là đồ phế vật, không làm được trò trống gì",2.0,
"Con đĩ điếm, chuyên đi giật chồng người ta",2.0,
"Thằng chó điên, cắn bậy cắn bạ",2.0,
"Cái lũ mọi rợ, không có văn hóa",2.0,
"Mày là đồ súc sinh, không có nhân tính",2.0,
"Đồ chó má, cút mẹ mày đi!",2.0,
"Thằng ngu, não tàn!",2.0,
"Con đĩ điếm, loại rẻ tiền!",2.0,
"Mày là đồ vô dụng, ăn hại!",2.0,
"Cái loại súc vật như mày, không đáng sống!",2.0,
"Đồ phản động, biến khỏi đây!",2.0,
"Thằng khốn nạn, mày sẽ gặp quả báo!",2.0,
"Con chó cái, câm mồm lại!",2.0,
Mày là ung nhọt của xã hội!,2.0,
"Đồ phá hoại, cút đi!",2.0,
"Cái lũ óc chó, không biết gì!",2.0,
Mày là đồ rác rưởi!,2.0,
"Thằng hèn, chỉ biết núp lùm!",2.0,
"Con mặt lồn, nhìn thấy ghét!",2.0,
Loại mày chỉ xứng đáng bị khinh bỉ!,2.0,
"Đồ ăn cắp, đồ lừa đảo!",2.0,
"Thằng bệnh hoạn, biến thái!",2.0,
"Con bitch, đừng có lên mặt!",2.0,
Mày là nỗi nhục của gia đình!,2.0,
"Cái thứ hạ đẳng, không có tư cách!",2.0,
"mấy thằng lol hãm tài, đéo làm được cái mẹ gì ra hồn",2.0,
"con khốn nạn, mày nên câm mẹ mồm lại đi",2.0,
thằng mặt lồn này lại điêu toa rồi,2.0,
mấy đứa ngu học này thì biết cái gì mà nói,2.0,
"con chó cái, mày cút đi",2.0,
"thằng óc chó, nhìn cái mặt đã thấy ghét",2.0,
"địt mẹ bọn phản động, cút hết đi",2.0,
"mấy con đĩ điếm, làm nhục cả dòng họ",2.0,
thằng khốn nạn này lại bày trò gì nữa đây,2.0,
"con ranh con, mày còn non lắm",2.0,
"bọn mất dạy, ăn nói như chó",2.0,
"thằng hãm lồn, biến khỏi mắt tao",2.0,
"con điên, mày nên đi khám đi",2.0,
"mấy thằng ăn hại, chỉ biết phá hoại",2.0,
"thằng mặt dày, không biết nhục là gì",2.0,
"con bitch, mày nghĩ mày là ai",2.0,
"bọn súc vật, không có nhân tính",2.0,
"thằng ngu dốt, đừng có phát biểu linh tinh",2.0,
"con đĩ mồm, nói nhiều như lợn",2.0,
"mấy thằng chó đẻ, cút về chuồng đi",2.0,
"Đồ con đĩ, mặt dày vãi lồn",2.0,
thằng chó chết mày dám làm thế à,2.0,
con lol này đúng là hết thuốc chữa,2.0,
mày là cái đồ súc vật,2.0,
"đúng là lũ phản động, hại nước hại dân",2.0,
"con đĩ chó, mày câm mồm đi",2.0,
"thằng ngu, óc chó thì cút đi",2.0,
mày là đồ rác rưởi của xã hội,2.0,
"lũ mọi rợ, không biết nhục là gì",2.0,
cái loại mày chỉ làm bẩn mắt người khác,2.0,
"đúng là con đĩ điếm, chuyên đi phá hoại",2.0,
"thằng mặt lồn, nhìn thấy ghét",2.0,
"con bitch, mày biến đi cho khuất mắt tao",2.0,
"mày là đồ ăn hại, vô dụng",2.0,
"lũ chó má, chỉ biết cắn càn",2.0,
"thằng khốn nạn, mày sẽ gặp quả báo",2.0,
cái loại mày chỉ xứng đáng chết,2.0,
"đúng là đồ đĩ thõa, không biết xấu hổ",2.0,
"thằng mọi rợ này, không có não à",2.0,
"con bệnh hoạn, tránh xa tao ra",2.0,
"mấy thằng lol hãm tài, ăn hại vcl",2.0,
con phò này bày đặt lên mặt dạy đời,2.0,
"thằng chó má, cút khỏi đây",2.0,
"mấy đứa phản động, phá hoại đất nước",2.0,
"con dở hơi, nói chuyện như cái lol",2.0,
"thằng ngu, óc chó, cút đi",2.0,
"mày là đứa vô học, không bằng con chó",2.0,
"bọn khốn nạn, ăn cướp của dân",2.0,
cái loại mày chỉ đáng vứt vào sọt rác,2.0,
"thằng mặt lồn, nhìn đã thấy ghét",2.0,
"con đĩ chó, điếm thúi",2.0,
"mấy thằng pê đê, biến thái",2.0,
"con điên, nói năng lung tung",2.0,
"thằng khốn nạn, sống lỗi",2.0,
"địt mẹ mày, cút khỏi đây",2.0,
"cái lũ mọi rợ, không có văn hóa",2.0,
"thằng mặt dày, không biết nhục",2.0,
"con dẩm, làm trò cười cho thiên hạ",2.0,
"bọn ăn bám, vô dụng",2.0,
"mày là đồ súc vật, không phải con người",2.0,
mấy thằng não tàn như mày thì biết cc gì mà sủa,2.0,
"con kia nhìn mặt đã thấy ghét rồi, đúng là đồ dơ bẩn",2.0,
óc chó như mày thì nên câm mồm lại đi,2.0,
thằng lồn này chắc chưa được học hành tử tế à,2.0,
"đúng là lũ vô học, phá hoại đất nước",2.0,
con đĩ này lại bày đặt làm màu,2.0,
mấy cái loại rác rưởi như mày thì đừng lên tiếng,2.0,
thằng dẩm này chắc bị thiếu i-ốt từ bé,2.0,
con mặt lồn này chắc mới từ chuồng lợn chui ra,2.0,
bọn mày đúng là lũ ngu dốt không có não,2.0,
thằng chó này sao không cút đi cho khuất mắt,2.0,
con bitch này lại làm trò hề,2.0,
mấy đứa thiểu năng như tụi mày thì chỉ biết phá thôi,2.0,
óc heo như mày thì hiểu được cái gì,2.0,
thằng dở hơi này làm trò mèo gì vậy,2.0,
con lol này chắc ăn cức thay cơm à,2.0,
những thằng khốn nạn như mày không có tư cách nói,2.0,
cái lũ phản động này nên bị tống cổ đi,2.0,
con điên này lại lên cơn à,2.0,
mấy thằng súc vật như mày thì chỉ biết gáy thôi,2.0,
"Thang cho nay chi biet sua linh tinh, vo dung vai lon",2.0,
"Con lon nay makeup nhin ghe vcl, nhu ma nu",2.0,
"Bon chung no toan bon phan dong, chi biet pha hoai",2.0,
Cai thang ngu nay noi gi ma chang ai hieu,2.0,
May con gai dua cot nhu may thi ai them,2.0,
Cai con met nay chi duoc cai to mom,2.0,
"Thang dan ong khon nan, vo trach nhiem",2.0,
May dua ngheo nhu chung may thi lam duoc gi,2.0,
Cai loai an hai xa hoi nhu may thi nen bien,2.0,
Bon an bam nay chi biet ngoi choi xoi nuoc,2.0,
"Con dien nay noi nang linh tinh, dung la tam than",2.0,
"Thang mat day, dam lam nhung chuyen khong ra gi",2.0,
Bon tre con moi lon ma da ra ve ta day,2.0,
Cai con di nay dam lam chuyen trau bo,2.0,
"Thang cho chet, nen biet dieu di",2.0,
May dua o ban nhu may thi khong lam nen tro trong gi dau,2.0,
"Con nguoi dien loan, noi nham nhu vay ma cung noi",2.0,
"Thang vo hoc, khong biet gi ma cung do mo mom",2.0,
Bon chung may la lu do vo dao duc,2.0,
"Cai thang re rach, khong co tuong lai gi dau",2.0,
"mày đúng là cái thứ óc chó, cút mẹ mày đi!",2.0,
"con lol này suốt ngày giả tạo, nhìn muốn đấm vỡ mồm",2.0,
thằng mặt lồn này nhìn ghét vãi lồn,2.0,
cái lũ phản động chúng mày cút khỏi đất nước tao,2.0,
mấy đứa ngu học này nói chuyện như đấm vào tai,2.0,
"thằng lol này đúng là đồ vô dụng, ăn hại",2.0,
"con điên này lại lên cơn à, im mẹ mồm đi",2.0,
"địt mẹ cái lũ súc vật này, không biết nhục là gì à?",2.0,
mày đúng là cái thứ rác rưởi của xã hội,2.0,
cái thằng hãm lồn này làm trò cười cho thiên hạ,2.0,
"con đĩ này suốt ngày khoe thân, dơ bẩn vãi",2.0,
thằng lol này đúng là mặt người dạ thú,2.0,
mấy cái đứa fan não tàn này làm trò cười cho thiên hạ,2.0,
"cái lũ chó má này, cút hết đi",2.0,
"mày đúng là đồ con hoang, không có giáo dục",2.0,
"thằng lol này chỉ được cái mõm, chả làm được tích sự gì",2.0,
"con đĩ này lại giở trò mèo, ghê tởm",2.0,
cái lũ ngu này chỉ biết phá hoại,2.0,
"mày đúng là đồ ăn bám, vô tích sự",2.0,
thằng lol này đúng là một lũ súc vật,2.0,
"Cái lũ chó phản động, sủa linh tinh làm loạn xã hội.",2.0,
"Mày ngu như bò ấy, nói mãi không hiểu.",2.0,
"Con đĩ chó, đi đâu cũng lè lưỡi ra liếm đít.",2.0,
"Thằng ăn hại, chỉ biết phá hoại thôi.",2.0,
"Đồ mặt lồn, nhìn thấy ghê tởm.",2.0,
Mấy đứa này đúng là lũ súc vật.,2.0,
"Cái loại rẻ rách, không đáng sống.",2.0,
"Thằng khốn nạn, phá hoại hạnh phúc người khác.",2.0,
"Con điên, nói năng lung tung.",2.0,
"Lũ chuột cống, chuyên đi đục khoét.",2.0,
"Mày là đồ vô dụng, không làm được tích sự gì.",2.0,
"Cái bọn chó má, sống bẩn thỉu.",2.0,
"Thằng biến thái, nhìn thấy ghê tởm.",2.0,
"Con rắn độc, chuyên đi cắn người.",2.0,
"Đồ óc chó, không có não à?",2.0,
"Lũ phản quốc, bán đứng đất nước.",2.0,
"Mày là thằng hèn, chỉ biết trốn tránh.",2.0,
"Cái lũ ngu dốt, chỉ biết phá.",2.0,
"Thằng bệnh hoạn, tâm thần không ổn định.",2.0,
"Con đĩ, nhìn thấy phát nôn.",2.0,
"Đồ chó má, cút mẹ mày đi!",2.0,
"Mày ngu như bò, nói mãi không hiểu à?",2.0,
"Thằng ăn hại, chỉ biết phá hoại thôi.",2.0,
"Con đĩ chó, điếm thúi!",2.0,
"Mày là đồ súc vật, không bằng con chó nhà tao.",2.0,
Cái loại óc chó như mày thì làm được tích sự gì?,2.0,
"Đồ vô dụng, ăn bám xã hội.",2.0,
"Mày là thằng hèn, chỉ biết trốn chui trốn nhủi.",2.0,
"Cái thứ mất dạy, không biết trên dưới là gì.",2.0,
"Mày chỉ giỏi võ mồm, có ngon ra đây mà đối chất.",2.0,
"Thằng phản động, bán nước hại dân.",2.0,
"Con điên, nói năng lung tung.",2.0,
"Cái lũ khốn nạn, chỉ biết lừa đảo.",2.0,
"Mày là đồ bệnh hoạn, biến thái.",2.0,
"Thằng mặt lợn, nhìn đã thấy ghét.",2.0,
"Con rác rưởi, không đáng sống.",2.0,
"Mày là cái gai trong mắt tao, biến đi!",2.0,
"Đồ ăn cắp, ăn trộm, đồ khốn nạn.",2.0,
"Mày chỉ là một con chó ghẻ, không hơn không kém.",2.0,
"Cái lũ thiểu năng, không có não à?",2.0,
"Cái loại mày chỉ biết phá hoại, đúng là đồ ăn hại.",2.0,
Mày ngu đến mức nào mà phát biểu được câu đấy?,2.0,
"Thằng chó đẻ, cút về chuồng của mày đi.",2.0,
"Con phò rẻ tiền, đừng có lên mặt dạy đời.",2.0,
"Cái lũ phản động, chỉ giỏi xuyên tạc sự thật.",2.0,
Mày là thứ rác rưởi của xã hội.,2.0,
"Đồ óc chó, không biết suy nghĩ à?",2.0,
"Thằng biến thái, tránh xa tao ra.",2.0,
"Con điên, nói năng linh tinh vcl.",2.0,
Mày không xứng đáng được sống đâu.,2.0,
"Cái bọn lừa đảo, sớm muộn gì cũng bị quả báo.",2.0,
"Thằng hèn, chỉ giỏi núp lùm sủa bậy.",2.0,
"Con mặt lợn, nhìn đã thấy ghê tởm rồi.",2.0,
Mày là nỗi ô nhục của gia đình.,2.0,
"Cái lũ ăn bám, chỉ biết hút máu người khác.",2.0,
"Thằng bệnh hoạn, cần phải đi khám gấp.",2.0,
"Con vô học, không biết phép tắc là gì.",2.0,
"Mày cút đi, đừng làm bẩn mắt tao nữa.",2.0,
"Cái bọn mạt hạng, không có chút liêm sỉ nào.",2.0,
"Thằng đần, nói chuyện như đứa trẻ con.",2.0,
Cái loại mày chỉ giỏi núp lùm sủa chứ làm được cái mẹ gì.,2.0,
"Đồ con chó hèn hạ, dám nói xấu sau lưng tao à?",2.0,
"Thằng điên này chắc bị ngáo đá rồi, nói năng linh tinh.",2.0,
"Con nhỏ này nhìn mặt đã thấy ghét, đúng là thứ lăng loàn.",2.0,
"Bọn mày đúng là lũ ngu dốt, chẳng hiểu gì mà cứ sủa như chó.",2.0,
"Cái thằng mặt lợn này, nhìn thấy ghê tởm.",2.0,
Mấy đứa vô học này chỉ biết phá hoại thôi.,2.0,
Con đĩ này lại giở trò mèo với ai nữa đây?,2.0,
Thằng chó này chắc lại đi ăn cắp rồi.,2.0,
Mấy con lol này sao lắm chuyện thế nhỉ?,2.0,
Cái thứ phản động như mày nên bị tống cổ đi.,2.0,
Thằng mặt lồn này nhìn đã thấy ghét rồi.,2.0,
"Đồ con bò, ngu đần không biết gì.",2.0,
Mấy đứa ăn bám này chỉ giỏi phá tiền thôi.,2.0,
Con điếm này lại đi lừa ai nữa đây?,2.0,
Thằng hèn này chỉ giỏi bắt nạt người yếu thế.,2.0,
Mấy đứa rác rưởi này làm bẩn cả xã hội.,2.0,
"Cái đồ mặt dày, không biết xấu hổ à?",2.0,
Con khốn này chắc lại đi giật chồng người khác.,2.0,
Thằng chó điên này lại sủa bậy gì nữa đây?,2.0,
Thằng ml này là ai tự nhiên chui đâu ra sủa bậy thế?,2.0,
"Con phò này lại giở trò gì đây, nhìn ghét vãi lồn",2.0,
"Mấy thằng mọi đen óc chó, nhìn mặt đã thấy ngu rồi",2.0,
"Địt mẹ con súc vật này, cút khỏi đây ngay",2.0,
"Mày có phải người không thằng đần độn, phát ngôn như cc",2.0,
"Bọn LGBT bệnh hoạn, nhìn thấy đã thấy ghê tởm rồi",2.0,
Con chó cái này lại sủa bậy cái gì nữa đây,2.0,
"Mấy đứa fan Kpop não tàn, suốt ngày đu idol vớ vẩn",2.0,
"Thằng lồn này có vấn đề thần kinh à, nói chuyện như thằng điên",2.0,
"Con đĩ này bày đặt làm sang, nhìn mà buồn nôn",2.0,
"Mấy thằng phản động, cút hết về nước ngoài mà sủa",2.0,
"Thằng ngu này chắc chưa học hết cấp 1, phát ngôn ngu học vcl",2.0,
