annotation_id,annotator,comment,created_at,id,lead_time,name,sentiment,updated_at
624,1,Tuyệt vời,2025-11-20T02:31:06.804088Z,532,0.947,Năm Được,CLEAN,2025-11-20T02:31:06.804088Z
625,1,Giá bô loa này nhiu vậy ace để tui vê đô chạy thư,2025-11-20T02:31:10.280033Z,533,1.424,Phuc Ken,CLEAN,2025-11-20T02:31:10.280033Z
626,1,Cô này làm màu quá,2025-11-20T02:31:12.344380Z,534,1.69,Nguyễn Trang,CLEAN,2025-11-20T02:31:12.344380Z
627,1,"Tóm lại 1 ô bà hợp nhau, vote quay lại =)))",2025-11-20T02:31:14.020916Z,535,1.275,Nguyễn Dung,CLEAN,2025-11-20T02:31:14.020916Z
628,1,"thật ra quan điểm của mjh,",2025-11-20T02:31:15.391954Z,536,1.003,Lucky Angel,CLEAN,2025-11-20T02:31:15.391954Z
629,1,Quan điểm của em là : cứ ai nói to thì là đang mắng mình 😌,2025-11-20T02:31:17.024322Z,537,1.227,Quỳnh Hiền,CLEAN,2025-11-20T02:31:17.024322Z
630,1,Chỉ khổ 2 đứa nym của 2 đứa này 😆 Nhì nhằng nhắm 😆,2025-11-20T02:31:20.818781Z,538,1.177,Nguyễn Trang,CLEAN,2025-11-20T02:31:20.818781Z
631,1,Ảnh chỉ nói hơi to thôiii,2025-11-20T02:31:22.534655Z,539,1.383,Quynh Anh,CLEAN,2025-11-20T02:31:22.534655Z
632,1,Anh mắng em à nói to thế ắ 😂,2025-11-20T02:31:26.307729Z,540,1.074,Vy Phuong,CLEAN,2025-11-20T02:31:26.307729Z
633,1,"Hổng ấy anh chị quay lại, em vote cực mạnh nha😍",2025-11-20T02:31:27.977581Z,541,1.263,Hanh My Trang,CLEAN,2025-11-20T02:31:27.977581Z
634,1,Add nói cái câu chuẩn đấy 🤣,2025-11-20T02:31:29.455574Z,542,1.19,Chang Lee,CLEAN,2025-11-20T02:31:29.455574Z
635,1,Trợn mắt nói chuyện thì coi như đã mắng rồi🤣🤣,2025-11-20T02:31:30.827817Z,543,1.06,Cỏ Bốn Lá,CLEAN,2025-11-20T02:31:30.827817Z
636,1,Film đc chiếu trực tiếp tại phường bến thành :))),2025-11-20T02:31:33.111875Z,544,1.956,Lưu Thanh Tâm,CLEAN,2025-11-20T02:31:33.111875Z
637,1,DLA hỏi mắng giúp việc chứ có bảo mắng nó đâu,2025-11-20T02:31:35.841001Z,545,1.417,Nhun Nhun,CLEAN,2025-11-20T02:31:35.841001Z
638,1,TRÒ HỀ 🤣,2025-11-20T02:31:37.417779Z,546,1.183,Sally Hồ,CLEAN,2025-11-20T02:31:37.417779Z
639,1,"Quan điểm của e rõ ràng,cứ ai nói to với e là đang mắng em 🤣",2025-11-20T02:31:40.274798Z,547,1.397,Nguễn Phương Thảo,CLEAN,2025-11-20T02:31:40.274798Z
640,1,Thử thằng này nó nghèo cái coi bà này có lằng nhằng hay k hay bả bấm nút biến khỏi cuộc đời ổng không còn 1vết tích kkkkkk,2025-11-20T02:31:49.306511Z,548,6.452,MuỐi TiÊu ChAnh,HATE,2025-11-20T02:31:49.306511Z
641,1,2 anh chị ôm nhau 5p làm hoà 😂,2025-11-20T02:31:51.642737Z,549,1.936,Ngọc Ánh Rose,CLEAN,2025-11-20T02:31:51.642737Z
642,1,2 má này cứ bị làm sao ấy 😌,2025-11-20T02:31:55.302693Z,550,1.535,Phạm Gia Hân,CLEAN,2025-11-20T02:31:55.302693Z
643,1,Tưởng kịch bản : sau ly hôn ông chồng tổng tài của tôi hối hận rồi🤣,2025-11-20T02:31:57.743774Z,551,2.016,Trần Nhật Linh,CLEAN,2025-11-20T02:31:57.743774Z
644,1,Thiếu gia trồng ớt và cô vợ cũ ăn ớt,2025-11-20T02:32:00.195993Z,552,2.016,Hiền Trà,CLEAN,2025-11-20T02:32:00.195993Z
645,1,Tưởng đang coi phim tổng tài😆,2025-11-20T02:32:01.643286Z,553,1.068,Mai Thy,CLEAN,2025-11-20T02:32:01.643286Z
646,1,Nhìn là biết cái con DLA nè cũng ll,2025-11-20T02:32:04.326108Z,554,1.179,Đông Huỳnh,CLEAN,2025-11-20T02:32:04.326108Z
647,1,xin video để xem nào,2025-11-20T02:32:05.725295Z,555,1.036,Phạm Hoàng Dương,CLEAN,2025-11-20T02:32:05.725295Z
648,1,Xem fim tổng tài quá 180',2025-11-20T02:32:07.043354Z,556,1.009,Bùi Thu Hoài,CLEAN,2025-11-20T02:32:07.043354Z
649,1,"Cuối tuần đưa con về nội chơi 1 hôm có j mà phải làm quá lên rồi đòi con về,lôi 1 đống máy ảnh máy quay theo",2025-11-20T02:32:10.142038Z,557,2.763,Hữu Thành,CLEAN,2025-11-20T02:32:10.142038Z
650,1,Chủ đích là tới quay video là chính haha,2025-11-20T02:32:11.470144Z,558,0.901,Phan Hoài,CLEAN,2025-11-20T02:32:11.470144Z
651,1,"Bọn kia cũng nhiều chuyện gớm , đứng quay phim nữa chứ:)",2025-11-20T02:32:14.297318Z,559,1.977,Long Hải,CLEAN,2025-11-20T02:32:14.297318Z
652,1,"Ko ai là Giang vừa cả mình không bênh ai , người có ăn có hoc cả ma cư xử giống người chợ búa thế nay",2025-11-20T02:34:12.612570Z,560,6.367,Nga Thủy,CLEAN,2025-11-20T02:34:12.612570Z
653,1,Con này ái kỷ mẹ rồi,2025-11-20T02:34:15.924836Z,561,2.869,Chu Huyền Ngọc Châu,HATE,2025-11-20T02:34:15.924836Z
654,1,"Nhà nào cũng có cảnh, có ai hoàn toàn đâu. Thế nên điềm tỉnh lại , đừng mắc mỏ làm gì, ai cũng có ước mơ trong đời. Bất kể là gì cũng đẹp với mỗi người.",2025-11-20T02:34:23.083888Z,562,6.416,Bui Long,CLEAN,2025-11-20T02:34:23.083888Z
655,1,"Bà HG đẹp mà, t là con gái nhìn còn mê. Chuyển giới r thì là phụ nữ thôi, bả đẹp, bả giỏi, bả quen ai thì cũng là việc của bả chứ có giật bồ ai đâu mà mọi người sân si vậy nhỉ",2025-11-20T02:34:27.447496Z,563,3.925,Lucy Mai,CLEAN,2025-11-20T02:34:27.447496Z
656,1,"Trước giờ toàn quen con gái, nhưng gái real hay fake thì ko nói",2025-11-20T02:34:30.166917Z,564,2.327,Vuong Nguyen,CLEAN,2025-11-20T02:34:30.166917Z
657,1,"Thẳng hay cong ko quan trọng , hôm nay khai thuế chưa mấy người đẹp",2025-11-20T02:34:33.267628Z,565,2.719,Hoàng Vũ,HATE,2025-11-20T02:34:33.267628Z
658,1,"Ngày xưa bà hương giang yêu mattliu tao đã nghĩ rồi tao đoán ngày từ lúc yêu ông đó không yêu thật giàu đẹp trai cao to ông Sẽ không yêu chuyển giới , chẳng qua ông đó biết sức ảnh hưởng của bà giang , sau 1 thời gian quen theo dõi tăng vọt , xưa úp bài lẹt đẹt còn về sau like tăng vọt , quen biết trong giới nhiều có cái cần ông đó đi luôn . Ông này tao cũng đoán 70 % mặc dù tao đoán 90 % ông này cũng thế , mà nhìn người trai thẳng như này họ không bao giờ yêu thật thà tìm những người mà người ta đừng như này thì OK hơn , vì nói thật mình ko ghét gì bà giang , vì chuyển giới như vậy quá đẹp quá xinh con gái ko bằng bà công việc ok nói chung nhiều thứ ok cũng mong bà sẽ có ng thương bà thật tao chỉ sợ nhất là những người ko yêu thật bám bả để được lợi ích",2025-11-20T02:34:41.651580Z,566,7.579,Thanh Lê,HATE,2025-11-20T02:34:41.651580Z
659,1,Tại HG chưa co Ăn nên chưa biết hàng họ thế nào chứ Đớp 1 lần r lại bỏ thôi,2025-11-20T02:34:46.815247Z,567,4.641,Nguyễn Tấn Lộc,HATE,2025-11-20T02:34:46.815247Z
660,1,Thẳng khi còn G63.....nghèo 1 cái đi Giang nó cong....cong đuôi chạy mất dép,2025-11-20T02:34:50.939842Z,568,3.669,Loc Phat,HATE,2025-11-20T02:34:50.939842Z
661,1,Ý ngta công nhận HG là con gái,2025-11-20T02:34:54.811954Z,569,3.408,Liên Phạm,CLEAN,2025-11-20T02:34:54.811954Z
662,1,thật sự thấy thuong những người chuyển gioi. nếu như bạn không địa vị và không tiền tài nhưng gặp được người yêu đẹp. giỏi thì người ta cũng không tin mà có địa vị danh vọng. có tiền nhiều thì người ta cũng nói là người ta yêu họ là vì loi danh. vậy nên làm sao để chứng tỏ họ có tính yêu chân thành và đích thực.,2025-11-20T02:34:59.465543Z,570,4.223,Lê Thị Liên,CLEAN,2025-11-20T02:34:59.465543Z
663,1,"😌 họ có ra sao thì ảnh hưởng gì đến nhà người khác đâu. Kệ họ chứ, yêu thương thích hay như thế nào đó cuộc sống của họ. Rãnh quá lo chuyện nhà mình còn chưa xong đi lo chuyện thiên hạ",2025-11-20T02:35:06.166498Z,571,6.274,Thành Công,CLEAN,2025-11-20T02:35:06.166498Z
664,1,Thằng lợi dụng.chứ y đương gì...,2025-11-20T02:35:08.215981Z,572,1.609,Thanh Phong Ngô,HATE,2025-11-20T02:35:08.215981Z
665,1,Ý nó : đây là lần đầu nó iu gái cong ?,2025-11-20T02:35:11.449419Z,573,2.769,Muội Muội,HATE,2025-11-20T02:35:11.449419Z
666,1,Quen vậy thui khi nào tới tuổi lấy vk là phụ liền á mà,2025-11-20T02:35:16.312555Z,574,3.173,Bảo Ngọc,HATE,2025-11-20T02:35:16.312555Z
667,1,1 người đàn ông trưởng thành thì thanh kiếm phải đc nhuộm máu,2025-11-20T02:35:22.778935Z,575,4.769,Cuoc Song,HATE,2025-11-20T02:35:22.778935Z
668,1,"Mệt ghê ,hg đẹp và tài giỏi ,xem lại mình có giỏi ,có được như ng ta ko mà đi miệt thị ng ta",2025-11-20T02:35:27.717547Z,576,4.239,Vy Anh Nhi,CLEAN,2025-11-20T02:35:27.717547Z
669,1,Xài hàng giả hàng fake lại còn khoe nữa trời,2025-11-20T02:35:31.089293Z,577,2.652,Phạm Văn Duy,OFFENSIVE,2025-11-20T02:35:31.089293Z
670,1,trai gái quan trọng gì 😑,2025-11-20T02:35:35.292466Z,578,2.306,Tuấn Trần,CLEAN,2025-11-20T02:35:35.292466Z
671,1,ý thằng này là chym có thể nhúng máu. nhưng cứt thỳ cũng ko từ 🤪,2025-11-20T02:35:39.966093Z,579,3.957,Tân Tử,HATE,2025-11-20T02:35:39.966093Z
672,1,Bọn thần kinh,2025-11-20T02:35:42.252171Z,580,1.864,Cơm Bình Dân ngõ 78 Giải Phóng,HATE,2025-11-20T02:35:42.252171Z
673,1,Bà này chắc yêu đến chục ông rồi vì gái giả nên một thời gian là thôi,2025-11-20T02:35:46.408816Z,581,3.759,Trần Thị Quỳnh Liên,HATE,2025-11-20T02:35:46.408816Z
674,1,Nhìn mặt thằng này cứ thấy đểu đểu á. Ko có nét thiện cảm,2025-11-20T02:35:50.044770Z,582,2.83,Thương Thương,HATE,2025-11-20T02:35:50.044770Z
675,1,"Hương Giang chuyển giới đẹp, hoàn hảo hơn đầy gái phẫu thuật thấy ghê như Ngân 98 thấy hai bầu thấy ghê nhưng mình thích Hương Giang sai ngực của em rất đẹp và nó thật hơn Ngân 98 thấy ghê",2025-11-20T02:35:57.723288Z,583,6.915,Nguyễn Hào,HATE,2025-11-20T02:35:57.723288Z
676,1,Bạn ấy rất đẹp trai nam tính. HG cũng đẹp và giỏi. Chúc 2 bạn hp,2025-11-20T02:36:00.101843Z,584,1.917,Trần Hương Giang,CLEAN,2025-11-20T02:36:00.101843Z
677,1,Chi Phiến chi cục trưởng vào kiểm tra xem,2025-11-20T02:36:03.690183Z,585,2.867,Nguyễn Hoàng Phúcc,CLEAN,2025-11-20T02:36:03.690183Z
678,1,"Thương nhau là được,bà mà nói vậy là bà kỳ thị chính cộng đồng của bà ấy rồi",2025-11-20T02:36:08.964277Z,586,4.873,Khánk Phú Hoàng,HATE,2025-11-20T02:36:08.964277Z
679,1,Quen ai thì quen mớ gì lên phải khẳng định,2025-11-20T02:36:12.975550Z,587,2.024,Ngô Đồng,CLEAN,2025-11-20T02:36:12.975550Z
680,1,Từ khi lấy tên là Hương Giang thì chị Giang vẫn là con gái mà :)),2025-11-20T02:36:18.318333Z,588,2.949,Lữ Lễ Quang,CLEAN,2025-11-20T02:36:18.318333Z
681,1,Chúc hai bạn luôn hạnh phúc nhé,2025-11-20T02:36:21.799008Z,589,1.994,Leon Trang,CLEAN,2025-11-20T02:36:21.799008Z
682,1,Người có công người có của hhh,2025-11-20T02:36:24.771530Z,590,2.549,Tai Luu,CLEAN,2025-11-20T02:36:24.771530Z
683,1,"Yêu ai cũng được, hạnh phúc là được",2025-11-20T02:36:28.347276Z,591,1.218,Bé Ba Bụ Bẫm96,CLEAN,2025-11-20T02:36:28.347276Z
684,1,hg là con gái mà hơn nưa lại là ng pn có giá trị ông nào chả mê,2025-11-20T02:36:37.298416Z,592,6.899,Quỳnh Lemon,CLEAN,2025-11-20T02:36:37.298416Z
685,1,Chúc mừng 2 em,2025-11-20T02:36:39.149111Z,593,1.472,Hà Lan,CLEAN,2025-11-20T02:36:39.149111Z
686,1,"Cây kiếm ngắn đấu với cây kiếm gãy thì coi như hoà, bất phân thắng bại",2025-11-20T02:36:44.809639Z,594,3.359,Huỳnh Thái,CLEAN,2025-11-20T02:36:44.809639Z
687,1,Slayy quá chị ơi,2025-11-20T02:36:48.304544Z,595,1.532,Phương Lâm,CLEAN,2025-11-20T02:36:48.304544Z
688,1,"Đây cái khúc catwalk đẹp nhứt nách luôn, mà bọn anti, với chè con cứ lấy cái áo vàng ngôi sao trong khi đó là ý muốn của NTK :(((",2025-11-20T02:36:54.146206Z,596,5.429,Thống Nguyễn,CLEAN,2025-11-20T02:36:54.146206Z
689,1,Giống như thằng điên đi lang thang trên vỉa he,2025-11-20T02:36:57.343700Z,597,1.988,Ama Báo Niê,HATE,2025-11-20T02:36:57.343700Z
690,1,"Làm gì Làm cũng là thằng đàn ông, có phẫu thuật hoàn hảo cờ nào, gốc rể vẫn là thằng con trai,",2025-11-20T02:37:05.859669Z,598,5.709,Đặng Vân,HATE,2025-11-20T02:37:05.859669Z
691,1,Hương giang chuyển giới. Vậy mà đó giờ tui tưởng con gái thật ý trời vừa đẹp vừa giỏi có tài nửa thật ngưỡng mộ y như gái thật nhìn mãi ko nhận ra là chuyển giới 🥰🥰 em fan của chị từ nhỏ nek chị ơi 😜😜🤗,2025-11-20T02:37:10.159243Z,599,3.902,Oanh Em,CLEAN,2025-11-20T02:37:10.159243Z
692,1,Tính ra mấy show đầu Giang walk rất đẹp và sang đúng chất QT. Tôn dáng. Tôn bộ quần áo. Hok biết từ bao giờ mà cách đi bị biến chất. Làm mất khí chất ban đầu đi. Hay là do đạo diễn của show đó.,2025-11-20T02:37:33.830323Z,600,21.804,Nguyễn Triều Mến,CLEAN,2025-11-20T02:37:33.830323Z
693,1,Hương Giang là nàng hậu chuyển giới đẹp nhất.,2025-11-20T02:37:37.361765Z,601,3.102,Tạ Kim Anh,CLEAN,2025-11-20T02:37:37.361765Z
694,1,Càng ngày càng thấy ghét 😡,2025-11-20T02:37:42.281330Z,602,2.333,Nhung Bùi,OFFENSIVE,2025-11-20T02:37:42.281330Z
695,1,"Giới gì ko cần biết, chỉ biết xem những truyền hình thực tế của Hương Giang và nói tài giỏi thật ❤❤❤",2025-11-20T02:38:02.349405Z,603,19.364,Nguyễn Thủy,CLEAN,2025-11-20T02:38:02.349405Z
696,1,Hương Giang Fanpage,2025-11-20T02:38:06.266817Z,604,1.933,Tác giả,CLEAN,2025-11-20T02:38:06.266817Z
697,1,Ủa rồi khi hương Giang tắm có phải rửa gậy giống đàn ông. Hay cũng dùng dạ hương giống phụ nữ ta. Mình thắc mắc,2025-11-20T02:38:22.132591Z,605,15.457,Vũ Hùng Khang,CLEAN,2025-11-20T02:38:22.132591Z
698,1,Là người chuyển giới mà rất rất tuyệt về tất cả HG mãi iu,2025-11-20T02:38:25.039212Z,606,2.446,Lê Viến,CLEAN,2025-11-20T02:38:25.039212Z
699,1,"Lúc trước Hương Giang đoạt vương miện lúc đó công nhận Hot thật, còn giờ nếu mà tính về sự xinh đẹp thì có rất nhiều người chuyển giới VN mình cỡ như HG là chỉ xách dép thôi nhé",2025-11-20T02:38:31.926606Z,607,6.111,La Nguyễn,CLEAN,2025-11-20T02:38:31.926606Z
700,1,"Ai bị treo tiền không rút được ở các sàn thương mại, SHOPPE, LAZADA, TELEGRAM, Và Các APP, thì nhắn tin cho mình, mình chia sẻ cách lấy lại (KHÔNG MẤT PHÍ TRƯỚC )",2025-11-20T02:38:37.842641Z,608,5.092,Thanh Chi,CLEAN,2025-11-20T02:38:37.842641Z
701,1,"Vẫn bê đê , pháp luật vn",2025-11-20T02:38:40.447538Z,609,2.223,Thái Hòa,HATE,2025-11-20T02:38:40.447538Z
702,1,Qua đep luôn em,2025-11-20T02:38:45.282929Z,610,2.776,Cảm Ơn,CLEAN,2025-11-20T02:38:45.282929Z
703,1,quá tuyệt vời,2025-11-20T02:38:48.585909Z,611,2.912,Phượng Phương,CLEAN,2025-11-20T02:38:48.585909Z
704,1,Phần cat này tui thấy nó đẹp nhất của bà,2025-11-20T02:38:52.367463Z,612,3.09,Tuyển Sulli,CLEAN,2025-11-20T02:38:52.367463Z
705,1,Này ai makeup vậy admin,2025-11-20T02:38:54.017828Z,613,1.23,Lý Trường Giới,CLEAN,2025-11-20T02:38:54.017828Z
706,1,Cột lại đi,2025-11-20T02:38:57.305654Z,614,1.081,Hữu Hiệu,CLEAN,2025-11-20T02:38:57.307665Z
707,1,Hương Giang đẹp xuất sắc 🌹🌻,2025-11-20T02:39:01.800318Z,615,2.204,Duc Tran,CLEAN,2025-11-20T02:39:01.800318Z
708,1,Em đẹp lắm,2025-11-20T02:39:03.514271Z,616,1.344,An Ngọc Huân,CLEAN,2025-11-20T02:39:03.514271Z
709,1,Trong tất cả các nàng chuyển giới mình thích nhất hương Giang ♥️,2025-11-20T02:39:43.590958Z,617,39.333,Thương Lắm Mình Ơi,CLEAN,2025-11-20T02:39:43.590958Z
710,1,Huong Giang catwalk tuyet voi,2025-11-20T02:39:46.133617Z,618,2.127,Toan Huynh,CLEAN,2025-11-20T02:39:46.137084Z
711,1,A hương giang đẹp gái thế,2025-11-20T02:39:48.373951Z,619,1.772,Minh Dotrong,CLEAN,2025-11-20T02:39:48.373951Z
712,1,Nhìn từ trên xuống bộ đồ giống con lân thật,2025-11-20T02:39:57.782935Z,620,8.59,Nguyễn Thu Hằng,CLEAN,2025-11-20T02:39:57.782935Z
713,1,Xinh xuất sắc,2025-11-20T02:40:00.212955Z,621,2.014,Thanh Thúy,CLEAN,2025-11-20T02:40:00.212955Z
714,1,Thô quá,2025-11-20T02:40:02.696632Z,622,2.049,Nguyễn Nam,OFFENSIVE,2025-11-20T02:40:02.696632Z
715,1,Chị ấy Đẹp quá,2025-11-20T02:40:06.791411Z,623,1.513,Hộp Thư Bảo Mật,CLEAN,2025-11-20T02:40:06.791411Z
716,1,Xuất sắc luôn,2025-11-20T02:40:08.965616Z,624,1.798,Giang A Khư,CLEAN,2025-11-20T02:40:08.965616Z
717,1,Sữa Rửa Mặt Cerave Chính Hãng Sạch Sâu Cho Da Thường Đến Da Dầu : https://s.shopee.vn/5Ab7MnHK6x,2025-11-20T02:40:11.831832Z,625,2.414,Nghiện Decor,CLEAN,2025-11-20T02:40:11.831832Z
718,1,"Tao thấy mấy con người hay sân si ghét thế ,cuộc sống mà đâu ai muốn mình như vậy đâu ,cái loại ng mà hay đi nói này nói nọ á rồi người thân trong gd sẽ y chang như họ ,xem còn mạnh miệng nói nữa ko lo ho nhà mình chưa xong đi lo chuyện bao đồng",2025-11-20T02:40:23.793078Z,626,9.391,Trắng Tuyết,HATE,2025-11-20T02:40:23.793078Z
719,1,Con trai hay con gái vậy mn,2025-11-20T02:40:27.223949Z,627,4.95,Thạch Cao Minh Chiến,OFFENSIVE,2025-11-20T02:40:32.911991Z
721,1,Chuyển từ nam sang nữ mà đẹp như vậy thì chứng tỏ công nghệ quá tuyệt,2025-11-20T02:40:41.299073Z,628,5.449000000000001,Lò Văn Dâu,CLEAN,2025-11-20T02:40:41.299073Z
722,1,Hương Giang vẫn đẹp,2025-11-20T02:40:46.393705Z,629,4.406,Hải Liên,CLEAN,2025-11-20T02:40:46.393705Z
723,1,Cái vai như đàn ông giọng thì như vịt đực,2025-11-20T02:40:49.871289Z,630,3.067,Nhật Hạ,HATE,2025-11-20T02:40:49.871289Z
724,1,Dep qua tuyet voi,2025-11-20T02:40:54.795016Z,631,3.7,Ha Vu,CLEAN,2025-11-20T02:40:54.795016Z
725,1,Nhiều đứa bình luận mà không sợ nghiệp nhỉ…,2025-11-20T02:40:57.774681Z,632,2.556,Trần Dương,CLEAN,2025-11-20T02:40:57.774681Z
726,1,Phương Lam,2025-11-20T02:41:00.356036Z,633,2.11,Đã chỉnh sửa,CLEAN,2025-11-20T02:41:00.356036Z
727,1,con người thường có tính hiếu kỳ lại chán ngay thôi mà..xăng pha nhớt....bê tông cọc nhồi kiểu gì nhờ...,2025-11-20T02:41:06.667513Z,634,5.538,Đinh Hiêp,OFFENSIVE,2025-11-20T02:41:06.667513Z
728,1,khiếp 2 đứa đấu kiếm à ?,2025-11-20T02:41:10.360580Z,635,3.205,Nguyễn Xuân Trường,HATE,2025-11-20T02:41:10.360580Z
729,1,Nam giới với đàn ông thì giống tướng phu thê là sao mọi người. Mà chép chép thì dùng kiểu gì? Các cao nhân có kinh nghiệm chỉ giáo hộ tý,2025-11-20T02:41:17.794911Z,636,5.978,Hưng Và Cường,HATE,2025-11-20T02:41:17.794911Z
730,1,Mình hỏi thật lòng quan hê tình dục với người chuyển giới thì có cảm xúc không hả.,2025-11-20T02:41:24.171248Z,637,5.666,Đỗ Kely,HATE,2025-11-20T02:41:24.171248Z
731,1,Mấy người bình luận kiểu đó ko sợ nghiệp trả cho con cái mình hen,2025-11-20T02:41:27.920996Z,638,3.286,Su Ken,CLEAN,2025-11-20T02:41:27.920996Z
732,1,đôi này tướng phu thê ghê,2025-11-20T02:41:32.761886Z,639,2.276,Hoài Thanh,CLEAN,2025-11-20T02:41:32.761886Z
733,1,Nhiều người bình luận thấy họ còn sân si mà sao họ không sợ nghiệp nhĩ,2025-11-20T02:41:39.271399Z,640,5.763,Phượng Như.Ý,CLEAN,2025-11-20T02:41:39.271399Z
734,1,Phẫu thuật rồi như con gái ..ko đe được thôi.. còn quan hệ bình thường,2025-11-20T02:41:47.614871Z,641,7.575,Hieu Thanh,CLEAN,2025-11-20T02:41:47.614871Z
735,1,Đu bám để nổi tiếng thôi,2025-11-20T02:41:52.281692Z,642,2.286,Hồng Lê,OFFENSIVE,2025-11-20T02:41:52.281692Z
