comment,label_id
Chúc mừng 2 em,0
"Cây kiếm ngắn đấu với cây kiếm gãy thì coi như hoà, bất phân thắng bại",0
Slayy quá chị ơi,0
"Đây cái khúc catwalk đẹp nhứt nách luôn, mà bọn anti, với chè con cứ lấy cái áo vàng ngôi sao trong khi đó là ý muốn của NTK :(((",0
Giống như thằng điên đi lang thang trên vỉa he,2
"Làm gì Làm cũng là thằng đàn ông, có phẫu thuật hoàn hảo cờ nào, gốc rể vẫn là thằng con trai,",2
Hương giang chuyển giới. Vậy mà đó giờ tui tưởng con gái thật ý trời vừa đẹp vừa giỏi có tài nửa thật ngưỡng mộ y như gái thật nhìn mãi ko nhận ra là chuyển giới 🥰🥰 em fan của chị từ nhỏ nek chị ơi 😜😜🤗,0
Tính ra mấy show đầu Giang walk rất đẹp và sang đúng chất QT. Tôn dáng. Tôn bộ quần áo. Hok biết từ bao giờ mà cách đi bị biến chất. Làm mất khí chất ban đầu đi. Hay là do đạo diễn của show đó.,0
Hương Giang là nàng hậu chuyển giới đẹp nhất.,0
Càng ngày càng thấy ghét 😡,1
"Giới gì ko cần biết, chỉ biết xem những truyền hình thực tế của Hương Giang và nói tài giỏi thật ❤❤❤",0
Hương Giang Fanpage,0
Ủa rồi khi hương Giang tắm có phải rửa gậy giống đàn ông. Hay cũng dùng dạ hương giống phụ nữ ta. Mình thắc mắc,0
Là người chuyển giới mà rất rất tuyệt về tất cả HG mãi iu,0
"Lúc trước Hương Giang đoạt vương miện lúc đó công nhận Hot thật, còn giờ nếu mà tính về sự xinh đẹp thì có rất nhiều người chuyển giới VN mình cỡ như HG là chỉ xách dép thôi nhé",0
"Ai bị treo tiền không rút được ở các sàn thương mại, SHOPPE, LAZADA, TELEGRAM, Và Các APP, thì nhắn tin cho mình, mình chia sẻ cách lấy lại (KHÔNG MẤT PHÍ TRƯỚC )",0
"Vẫn bê đê , pháp luật vn",2
Qua đep luôn em,0
quá tuyệt vời,0
Phần cat này tui thấy nó đẹp nhất của bà,0
Này ai makeup vậy admin,0
Cột lại đi,0
Hương Giang đẹp xuất sắc 🌹🌻,0
Em đẹp lắm,0
Trong tất cả các nàng chuyển giới mình thích nhất hương Giang ♥️,0
Huong Giang catwalk tuyet voi,0
A hương giang đẹp gái thế,0
Nhìn từ trên xuống bộ đồ giống con lân thật,0
Xinh xuất sắc,0
Thô quá,1
Chị ấy Đẹp quá,0
Xuất sắc luôn,0
Sữa Rửa Mặt Cerave Chính Hãng Sạch Sâu Cho Da Thường Đến Da Dầu : https://s.shopee.vn/5Ab7MnHK6x,0
"Tao thấy mấy con người hay sân si ghét thế ,cuộc sống mà đâu ai muốn mình như vậy đâu ,cái loại ng mà hay đi nói này nói nọ á rồi người thân trong gd sẽ y chang như họ ,xem còn mạnh miệng nói nữa ko lo ho nhà mình chưa xong đi lo chuyện bao đồng",2
Con trai hay con gái vậy mn,1
Chuyển từ nam sang nữ mà đẹp như vậy thì chứng tỏ công nghệ quá tuyệt,0
Hương Giang vẫn đẹp,0
Cái vai như đàn ông giọng thì như vịt đực,2
Dep qua tuyet voi,0
Nhiều đứa bình luận mà không sợ nghiệp nhỉ…,0
Phương Lam,0
con người thường có tính hiếu kỳ lại chán ngay thôi mà..xăng pha nhớt....bê tông cọc nhồi kiểu gì nhờ...,1
khiếp 2 đứa đấu kiếm à ?,2
Nam giới với đàn ông thì giống tướng phu thê là sao mọi người. Mà chép chép thì dùng kiểu gì? Các cao nhân có kinh nghiệm chỉ giáo hộ tý,2
Mình hỏi thật lòng quan hê tình dục với người chuyển giới thì có cảm xúc không hả.,2
Mấy người bình luận kiểu đó ko sợ nghiệp trả cho con cái mình hen,0
đôi này tướng phu thê ghê,0
Nhiều người bình luận thấy họ còn sân si mà sao họ không sợ nghiệp nhĩ,0
Phẫu thuật rồi như con gái ..ko đe được thôi.. còn quan hệ bình thường,0
Đu bám để nổi tiếng thôi,1
Chúc các bạn hạnh phúc,0
2 đứa con giai yeu nhau,0
"Ủa, ở nước phương Tây mình thấy LGBT bình thường mà. Đúng là Hương Giang k phải con gái thiệt, nhưng mà có thấy bên Tây kì thị gì đâu. Sao bên VN lại dè biểu, khinh biệt Giang thế nhỉ?",0
"Giật tít hay thật đó, phải nhấn mạnh cái kém tuổi cùng chuyển giới mới được. Lại thêm mớ bình luận nữa. Cả kẻ đưa tin lẫn kẻ bình luận đều nghiệp nặng không kém.",1
Thắng này chắc nó đui... hành nghề không nỗi tiếng phải ôm chân thắng bệnh phu qua phà,2
Chỉ có đàn ông chúng tôi mới mang lại hạnh cho nhau mà thôi,0
Hp ấm áp cùng nhau.. là đều chủ yếu tuyệt đối trong tc,0
Chúc 2 anh chị trăm năm hạnh phúc nha ...trên đời này ai cũng phải có hạnh phúc hết,0
"Phú bà Hương Giang, t mà có nhan sắc t cũng sẽ cua phú bà",0
Bạn này làm cái răng nữa thì đẹp,0
"Lũ già mà k nên nết, độc mồm độc miệng ;))",2
"Đẹp đôi quá chúc các cháu luôn vv, khỏe và HP nha",0
Nhìn có tướng phu thê,0
Hương Giang rất xinh gái ❤️,0
Yêu thế thôi rồi lại giải tán .,0
Nhìn ông này giống Cường Đôla gê,0
Phòng Thuỷ Sục là phòng gì ??,0
vcl có luôn hả 🗿🗿🗿,1
"Em định đăng ký đi rồi thầy ạ mỗi tội hôm đó ải chỉa , còn lòi trĩ ra nữa 🤣",1
Tối bác tài xe khách có tham gia k nhỉ 😂,0
phòng some hơi,0
Khầy thích đè thục hả khầy!,1
Kem xài chả đc mẹ gì cả mà mất 2tr500,1
Không hiểu sao họ giàu thế,0
"Xem rửa tiền cho phúc nghẹo ko,cứ bọn nào nổi và kêu gọi từ thiện là cho vào dọ,vì nhà nước ko quản đc vc họ cho từ thiện nên … Xem thêm",2
Giàu nhanh chỉ lừa đảo với sản xuất hàng giả,1
Chỉ có làm phạm pháp mới giàu để từ thiện chứ không thì có cái nịt,1
Làm j có ai làm ăn chân chính mà giàu nhanh như vậy..,1
"Giả như công ty ma ...thì sao ,giờ chiêu trò nhiều ,công ty ma để vay vốn ...",1
Lập cty để gọi vốn.sắp hết tiền rồi😄,-1
Giãy trước khi chết. Hài vcl,-1
Phanh phui ra coi chừng trung quốc đứng sau hết giờ á....,-1
Lấy giấy đổi tiền mà thôi,-1
Lùa gà ấy mà,-1
Khối bank vô cùng no nắng,-1
Dan sap kho nua roi,-1
Rửa tiền,0
Em này giỏi quá,0
"Vinspace chuẩn bị phân lô bán nền trên mặt trăng,1 nghề cho chín còn hơn 9 nghề, rồi ông Vượn sẽ sớm lái Vingroup sụp đổ theo chân Evergrade thôi",2
Hữu Hậu,0
Toàn mở công ty ma,1
Vượn nó nhúng vào gì là y rằng 1 thời gian sau âm thầm rút. Ngoài bđs và cái j dính với đất,2
Rút ống thở téc sỳ la Boeing airbus elon musk tuổi lonely,2
Trjeu Hoang,0
Lên vũ trụ kiếm tổ tiên trên đó hả,1
Bán cỗ phiếu..in bán được nhiều hơn tiền...,0
"Tôi nhớ bà Hằng có nói về vingroup, mời quý tập đoàn kiện",0
"Ủng hộ Vin cùng những doanh nghiệp đầu ngành làm mạnh mấy vụ này, hiện tại tin giả ko cần kiểm chứng rất nhiều.",0
Vụ này nhiều thằng khóc ròng :))) nhất là mấy con suốt ngày đăng fb này nọ. Cứ kiện cho trắng mắt raaaaa,1
"Thời buổi này, ranh giới giữa thật và giả nó mong manh lắm, và còn mang tính thời điểm. Có thể, ở thời điểm hiện tại, tin tức này là tin giả, nhưng một vài năm sau, nó lại thành sự thật. Vụ anh Q là 1 ví dụ, trước đây 1 cá nhân đã bị phạt 7.5 củ khoai vì tung tin anh Q đi tò, cuối cùng 1 time sau a Q đi tò thật.:))",0
"Vậy nó mới câu đc view 😆 VF mở ở nước khác cũng đúng thôi , vs những thành phần như này thì ko phát triển đc",0
Ủng hộ Vin kiện đến cùng! Xem bọn kia có đủ lực không ?,0
Có công ước quốc tế về luật an ninh mạng rồi mà,0
Thế thì phải xử lý thằng dqmtrieu nữa chuyên đăng bải dìm hàng đối thủ kích động chửi bới 2 phe cuồng và anti VinFast,2
Thời đại toàn HỌC GIẢ - NHÀ BÁO - LUẬT SƯ (tự phong) lên bài AI dắt mũi dư luận,1
Vừa ăn ... vừa la làng ?,1
Le Trung Khoa Hội Anh Em Dân Chủ Đặng Huệ Như Huệ Như ! Yên tâm chờ đợi ! Kkk,0
Công lý sẽ được thực thi đúng đắn.,0
Căng nhỉ,0
"Ở VN chính ra sướng, muốn nói gì nói 😂 Ra nước ngoài không quen vạ miệng như chơi.",0
An Ninh mạng VN mình thực sự làm việc không hiệu quả lắm,0
Toàn đăng tin nhảm kiếm view thôi..,1
Tin tưởng vào sự chính trực của VinFast.,0
Chừng nào bác Vượng làm xe hybrid vậy ae 😛,0
Việc này giúp củng cố vị thế tại thị trường châu Âu.,0
Thương hiệu Việt cần sự bảo vệ nghiêm túc.,0
l.o.n.g tin của khách hàng là điều quan trọng nhất.,0
Mọi nỗ lực đều vì một VinFast phát triển bền vững.,0
Tiếp tục theo dõi và ủng hộ.,0
Tin vào sự thật và công lý.,0
Pháp luật Đức rất công minh và khách quan.,0
Tinh thần Việt Nam mạnh mẽ thể hiện qua hành động này.,0
Gừng mốc đít với anh,0
Cái này số sánh thì,0
em lam nguoi yeu anh nhe,0
Em đẹp quá,0
Lại viêm cánh r,0
Vũ thị khánh huyền,0
dep qua em,0
Cháu xinh ghê,0
yêu thế,0
Quần này bên tui có nè mấy bà ơi,0
Ngậy ngấi,0
"Ai giúp tui trong sk liên quân ik Mã mời của tôi là --GfSG9MA3pV--, khẩu lệnh [[llH8SSQQI8M7Ut8UMwqjnsjDR8v7ZPP ]]",0
bình thường Chả có gì đặc biệt🐧,0
Có thể là hình ảnh về văn bản cho biết 'CỨ BẮN VÀO TRONG ĐI ANH~ EM KHÔNG có BẦU ĐƯỢC ĐÂU~ !!',1
Ngon thíiii,0
nứng vcll,1
Sướng qua em ơi lam mảnh vao,1
E ở đâu giá?,1
Mất t r i n h rùi😭😭😭,1
Anh bắn rồi em ơi,2
Có nhận pr trang cá nhân không,0
E là bình dzai yeu chị,0
"- Không biết em phải đợi bao lâu nữa mới gặp được một người có thể dạy em những điều hay về cuộc sống, nhưng em hy vọng sẽ không phải đợi quá lâu.",0
như đb,1
ngon thía,0
"Xàm loz vậy má =)))))) Cũng k ưa cha Elon này đâu nhưng ổng làm từ thiện khi nào, bao nhiêu thì phải kể với má hả 🥴",1
Bố con điên :))),1
"lên phát biểu rồi giờ đăng story ... mục đích chính cũng là để cho người khác chú ý đến số tiền 11tr ẻm vừa mới cho từ thiện ... mình có thể từ thiện trong im lặng mà bé ( nếu nó đến từ tấm lòng thật sự ) hay bé cảm thấy tiếc nên phải gây chú ý hạ thấp người khác để thấy bản thân mình cáo hơn ? so với quỹ từ thiện MF của Musk thì con số 11tr đó của bé chỉ là mũi thôi , bớt ngáo lại",2
"Mấy bạn fan Billie suy nghĩ cực đoan quá ha cứ tỷ phú là auto ăn chặn với lại bốc lột vs làm chuyện xấu bla bla, sao hong công nhận tài năng ngta dị 😢 tư duy kiểu này biết bao giờ mới giàu đây",0
ai ghét nhỏ pmg này như t ko,2
Ok chị hát hay nhưng chị phát ngôn ngu vl,2
"Nói Gen Z là thế hệ 3 phải và đạo đức giả nhất chưa bao giờ là sai, mồm thì lúc nào cũng Đừng dạy người giàu cách tiêu tiền nhưng khi người giàu không tiêu đúng ý chúng nó thì gào mồm lên,1 thế hệ của sự đạo đức giả và tiêu chuẩn kép 🙂",0
Có bị điên không dọ có 1 video phỏng zấn vì sao ông thấy làm vậy là sai mà 🙂,1
Ngta giào chứ đâu có ngu,1
Vũ Minh Thư ai rồi cũng muốn đi từ thiện = tiền ng khác 😭✌️,1
Con điên,2
Lạy hồn.,0
"Nó donate 11 triệu xong nó giãy từ bữa tới giờ chưa xong nữa hả 🤡🤡 kiểu t làm mẫu r đó mn thấy rõ chưa, giờ t được chỉ tay năm ngón dí từng người một nè, ai k làm được như t là t giãy đành đạch cho bây coi",2
Nói chung là giới nghệ sĩ thì nên im cái miệng lại và làm việc nghệ thuật của mình chứ đừng nên bình phẩm hay ra lệnh người khác. Chúng ta đều đã thấy 1 thằng hề làm tổng thống và kết cục như thế nào 🐸,2
"Mấy ông nhà giàu từ thiện thì bị kêu 🧼💲, không làm thì kêu 🐮 =))) đ biết sống sao luôn. Tuy t thấy anh Lươn cũng lươn nhưng mà phát ngôn này cũng chịu.",1
Khang Hoàng lấy tiền autoplay đó đi giúp thêm cộng đồng có phải tốt hơn k,0
Tr ưi 😭😭😭😭😭😭,0
Phát nhạc thôi chứ đừng phát ngôn ....,1
"Taylor Swift năm sau mà làm đám cưới xa hoa thì lên thớt, thế giới thì thiên tai triền miên",0
"Gớm, chị tự làm ra tiền rồi cứu thế giới nhé",2
"Tư cách đéo gì mà bắt nó tiêu tiền theo ý mình nhỉ, bú đá quá 180 ngày à :))))",1
"thật ra , với tập đoàn hàng ngàn tỉ USD , tạo ra công ăn việc làm trực tiếp cho hàng chục ngàn người ,việc làm gián tiếp cho hàng triệu người, thì tôi thấy như vậy đã là 1 dạng việc tốt rồi",0
Tưởng làm vậy là ngầu. Chúng chửi vô trong mặt là nhiều 🤣,0
"Chị im lặng đi, nín lại và ra nhạc 🙁",2
Ra nhạc đi chụy😔,0
Đi về mà kêu ba mày bỏ tiền ra làm từ thiện.,1
Phật sống,1
Dang Duc Anh riết bị gì dạ:),0
Ngân Đỗ càng ngày càng dẩm l,1
"Lão có cả triệu tỷ trong tài khoản, chả ai cần nhiêu đó tiền để sống cả",2
Lại dạy người giàu cách tiêu tiền :))),0
nhân quyền quá 😂,0
"Đi so với ai không so, so đúng con không đẻ được, chứng tỏ bản thân cũng kém cỏi chứ gì mà thiên với chức",2
Đẻ con bằng con c à :)) người âm dương,1
Đứa nào phẫn nộ đứa đó ngu😂😂😂,1
Phuong Anh bầu kiểu gì hở chị?,0
Dm cười vl,1
Cha đứa bé là hotboy hưng yên Điệp Điềm Đạm nhé mọi ng !!! :))),0
Là sao ta,0
Wtf thiệt lun ?,1
"Nó bị táo bón,ị k dc nên bụng to ra đó",0
Bth nghe giọng t đã k thích r mà giờ content này nữa má,1
"Nở bằng trái dứng 50 xuống biển ,50 lên non Âu Cơ và Lạc Long Quân thời 5.0",0
Huỳnh Duy,0
Chuyển giới có bầu,0
Cấy AI nhé. Tất cả là tại AI,0
Đẻ bằng lỗ dậu hã,1
Hết content :)),0
Ruột non thông với chày đâm tiêu 🤣,1
Làm khùng làm điên rồi hỏi sao tụi tao không kì thị 😩,1
Vì vị trời Bảo Ngân,0
Kiến thức kỳ lạ này xin lỗi đéo tiếp thu 🤣,1
Ủa dc luôn hả mn??🧐🧐🧐,0
Trung Non Nớt đọc cmt cười ỉa,0
Mẹ chỉ nhớ bố con đầu trọc,0
Khi nào bị xơ gan không,0
Nguyễn X. Vy chắc đọc abo hơi nhiều gòi đó 🤣🤣🤣🤣🤣,0
Cần khởi tố lan truyền những thông tin sai sự thật.,0
chắc mới ăn no đầy hơi chướng bụng,0
Đã nói là chị em mình không có đẻ được rồi mà,0
Cấy IVF thẳng vào lỗ nhị,0
Ăn no thui hóp lại là phẳng í mà,0
Phu Dín đẻ bằng ruột già,0
Công bố danh tính cha làm gì khi cô ấy có thể tự làm cha,0
Chắc đẻ bằng lỗ đuýt,0
Nghĩa Vinh,0
Ủa được hả,0
wtf nói nhảm clgv,1
Trên bầu dưới trái bầu,0
Phương Uyên hóng rồi cập nhật kiến thức cho tui koi !!!,0
y học thật là vãi l,1
"Thai làm tổ ở niêm mạc trực tràng nhé, chửa ngoài dạ con :v",0
Bầu đuồi ??? Cười như bố đẻ em bé ???,1
Nguyễn Ngọc Anh Thư sống đủ lâu để thấy chuyện gì cũng có thể xảy ra,0
Sao mà nó hề hước chúa hề v chời,0
"A cơm cá khô, ko uống nước, cỡ 3 ngày là bụng như 5-6 tháng 😉",0
Nam Vũ 🤣🤣🤣 đứa thứ 3 e cho a đẻ 🤣🤣🤣,0
Khả năng bị chướng bụng😅,0
Ngô Thị Khánh Huyền đẻ ra con capybara 🙄,0
Cấy vào ruột non là sao trời,0
Cá tháng 4 chưa tới mà tr,0
Giỡn hoài ní,0
Kiều Mạnh lsao nữa đây,0
hey mình cũng thắc mắc... :)))),0
chích hóc môn nhiều riết khùng. làm cứ tưởng gái thiệt còn đó giờ bảo chuyển giới chỉ là content.,1
Đỗ Kha Anh Duy IQ tao đang bị xúc phạm,1
Lê Duy Khôi chắc đẻ ra con lãi,0
tiểu nhân,1
Nhìn bạn là biết hàng tiểu nhân 🙂,2
Content dơ quá anh bỏ follow fb và tt,1
Cũng là GV đi dạy mà sao nết chướng khí ghê. Đọc review GV khác viết mà mở mang đầu óc đi. https://www.facebook.com/share/14N68861zG9/?mibextid=wwXIfr,2
ủa flop dữ z hả tr:),0
Nhà ráng tạo nội dung,0
Tiểu nhân,1
Lạy ba,0
má phát âm như z mà đi sửa ai :)),0
Ráng tạo sân si,1
Pị tank quá,1
Bạn gì ơi. Ranh giới giữa Góp ý mang tính xây dựng và cố tình nhấn chìm người khác thật sự không nhỏ đâu. Mình nghĩ ai cũng sẽ nhận ra mục đích hành động của bạn. Nên dừng lại đúng lúc b ạ,0
"mình chưa phải số 1 thì đừng chê người ta , bạn vẫn còn thua rất nhiều người lắm . Hơn nữa công việc của mình là dậy TA thì cứ làm tốt cv của mình còn người ta sao kệ họ . Cùng lắm inbox nhắc nhẹ họ chứ đừng up lên dìm người ta nâng mình lên ko hay đâu .",0
Sợ nó tiếng Anh với người Nước Ngoài ❌,0
Good job. 2 từ này dung la kho phat am,0
"Cái miệng thầy cx chả vừa đâu mà cứ nói Phật pháp này nọ, trước bị phốt tùm lum, giờ lại bú fame người ngta. Hãm vlll",1
"Để hiểu tiếng anh người ta phải nghe cả nguyên câu, ngữ cảnh nữa. Chứ ai đi moi móc như thằng này. Tính đàn bà.",2
Trông mặt ...,0
Bớt sân si giùm cái má 😂,1
Là hay dữ chưa,0
Huy phát âm sai cơ bản haizz,0
Lại ông 😳,0
Ngo Khanh Chau học trò thất bại ngày xưa của tui nè,0
"nói như thể trung tâm m mở trong sạch k một vết nhơ lắm =)))) chắc là trung tâm của khú giờ k lùa được hvien nữa nên khú cay, khú thấy ai sẩy chân xuống là khú vắt cạn content đến kiệt khú he =)))))))))",2
Tâm sinh tướng là có thật 🧏🏻‍♂️🧏🏻‍♂️🧏🏻‍♂️,1
Piece of land là gì ad?,0
Sân si lắm,1
Cô hai ko buông bỏ Phụng Vũ,0
"Thôi thầy ơi, tránh đi thầy, thầy cũng dân trong ngành nên dễ bị ném đá lắm! Thầy càng var H thì nhiều người càng bênh H, chứ không có lợi cho mình đâu. 😌",0
Bảo An,0
Con mẹ mày nhé Khá,2
"Trời ơi , hai cái từ đó phát âm cũng xêm xêm nhau , lúc nghe cũng phải dựa vào context chứ trời , cũng là giáo viên mà sao thiển cận z",0
"Giải nhì học sinh giỏi vật lý quốc gia, 9.0 IELTS. Còn mày chỉ là khoé móng chân của Huy thôi khá.",2
"Hạ bệ người khác chỉ khiến anh thất bại đi thôi anh ạ, vì đó là lí do duy nhất khiến anh có cảm giác tồn tại. Thay vì thích cảm giác được chú ý bằng những cmt chửi rủa, thì tự đi trau dồi bản thân lại đi.",0
Sợ nói tiếng Anh với người ngoại quốc ❌,0
"má, ý là giờ bị flop quá nên ráng ngoi lên thở phút cuối ha gì nè?",1
7.5 dạy 9.0,0
Sao mà đạp ng ta xuống dữ vậy Khá ơi. Nhai đi nhai lại quài,2
Mày thì trình độ đâu mà bày đặt bắt lỗi người khác,2
Cắn nhanh dữ bạn ơi,0
Đừng đem ngta ra câu view nữa 🙂,0
Nồi nào nắp đo.ông địa gặp thần tài .,0
Làm vậy để chi vậy bạn? Nó đâu có thể hiện là mình giỏi hơn ai đâu. Tiêu cực hơn là tích cực đó,0
Đụ mẹ .quen được thằng nước ngoài no tưởng no ngon.bóng sơ,2
"Bộ Giáo dục và Đào tạo Báo Công an nhân dân Cục An ninh mạng và phòng, chống tội phạm sử dụng công nghệ cao đề nghị xem xét các video của người tên khá này. Rất hay sân si và hạ bệ người khác để kéo lượt follow. Hay lên mạng công kích các giáo viên , giảng viên khác về trình độ anh ngữ",0
"Mày lại tự ẻ fact ah, đau khi người ta không mở mồm nói đc chứ t éo gặp thằng nào đau mà phát âm sai cả. Nghĩ làm vậy là kéo thêm học viên hả bé???",2
"Thầy đang chở củi vè rừng. Múa riều qua mắt thợ à, ở Mỹ mà đi dạy tiếng Mỹ.....hahaha",1
là nhà lè nhè,0
Mày làm riết éo ai ưa,1
Mưu đồ kế bẩn ở Việt Nam chỉ có mình ên Khá Tiếng Anh là làm được,2
Tui cảm giác là ổng sẽ mất một cái gì đó lớn lao và quan trọng. Tự nhiên tui cảm giác vậy đó.,0
"nghe mệt lol thêm, có vớt lại đc sự iu thích của ngkhac ko?",1
