clean_text,label_id
"đừng ra_vẻ nữa , nhìn mày y_như thằng hề đứng_đường .",1
ước gì mày biến mất khỏi cái hành_tinh này đi đỡ chướng mắt tao .,1
"mấy cái đứa bẩn_thỉu này làm ô_uế cả không_khí , đúng đồ cặn_bã .",1
"mày béo như con lợn , nhìn muốn đấm vỡ mồm .",1
"thằng ngu vô cùng luôn , nói câu nào cũng thấy óc chó .",1
"đéo tiền thì câm mẹ mồm đi , bày_đặt thể_hiện .",1
"cái loại sống chó , lươn_lẹo như mày thì sớm_muộn cũng gặp quả_báo .",1
"dạy con như l * nó , chả_trách con_cái hư_đốn .",1
"mày cái đ * tao gì mà đòi lên_mặt ? thứ tép_riu , tép_riu .",1
"làm cái đéo gì cũng hỏng , đúng phế vật xã_hội .",1
"bị bồ đá đúng rồi , ai mà chịu nổi cái nết như hạch mày .",1
"địt mẹ thằng mặt l * nó , cút mẹ mày đi chỗ khác .",1
"cái lũ rảnh l * nó , đéo việc gì làm ngoài chửi_bới .",1
"làm_ăn như c * tao mà cứ ra_vẻ ta_đây , đéo hiểu sao vẫn còn sống .",1
"nhìn cái nhà mày bẩn_thỉu vô cùng luôn , đúng dân vô_học .",1
"cái nết hãm l * nó , bảo sao đéo bạn .",1
"con đĩ_điếm , suốt ngày khoe thân câu like .",1
"già đầu rồi mà não vẫn như c * tao , đúng lão_hóa sớm .",1
cha_mẹ mày đéo dạy mày ăn_nói à ? vô_học vãi l * nó .,1
mắt như mù không mà đọc cái caption này cũng đéo hiểu ?,1
"thằng đạo_đức giả , sống như loz .",1
"đần_độn hết chỗ_nói , làm gì cũng như thằng thiểu_năng .",1
"lên mạng thì bố_láo , ra đường thì như con cún con .",1
"thằng ml này ngu như chó , đéo hiểu sao lại sống được đến giờ .",1
"địt mẹ con_mẹ mày , đẻ ra mày để làm cái lồn gì vậy thằng súc_vật ?",1
"làm_ăn như cứt , cút mẹ mày đi , phá_hoại giỏi .",1
"vô cùng luôn , tức điên máu cái thằng nguyễn a này , muốn đấm vỡ mồm nó ghê .",1
"mày đồ đạo_đức giả , giả_tạo vl , biến mẹ đi rảnh nợ .",1
"đồ nhà_quê_mùa , nhìn cái mặt thấy ghét rồi , cút .",1
"mày muốn ăn đấm không con chó , điếm thúi ?",1
"cái video / bài viết gì mà như đống rác thế này , vô_dụng vô cùng luôn .",1
"nhìn mặt thấy ghét rồi , biến mẹ đi đỡ chướng mắt .",1
sống làm con cặc gì chật đất_vậy ? vô_dụng vl .,1
"đúng lũ súc_vật , chỉ biết phá_hoại thôi .",1
"cái hội văn c toàn lũ óc chó , ngu_si đần_độn .",1
"chúc mày sớm lên bàn_thờ ngồi , cái đồ khốn_nạn bệnh_hoạn .",1
"đồ chó_má , cút mẹ mày đi trước khi tao đấm vỡ mồm .",1
"mày đúng thứ đê_tiện nhất tao từng thấy , rác_rưởi xã_hội .",1
"ý_kiến mày rác_rưởi vô cùng luôn , im mẹ mồm đi , nói nhiều ngu_dốt .",1
cố_gắng làm cái l gì ? đằng nào cũng thất_bại như chó thôi .,1
"thần_kinh hay gì mà làm_trò chó vậy ? địt mẹ , điên à ?",1
"vô_dụng như cục cứt , có_ích gì đời đâu mà bày_đặt .",1
"mày đừng mà lảng_vảng trước mặt tao , đồ dơ_bẩn hãm lồn .",1
"mày ngu như bò ấy , nói mãi đéo hiểu .",1
thằng ml nguyễn a làm_ăn như cẹc .,1
"con đĩ mẹ mày , cút mẹ mày đi !",1
"đcmm , nhìn mặt ghét vô cùng luôn .",1
"vô cùng luôn , cái thứ rác_rưởi này mà cũng tồn_tại à ?",1
"xấu như chó mà cứ thích làm màu , đcm .",1
mấy con đĩ rẻ_tiền .,1
tổ_chức văn c toàn lũ đần_độn .,1
"địt mẹ , cái vụ này đúng như lồn .",1
"thứ ăn cháo đá bát , súc_vật !",1
"bố_láo , bố mày tát vỡ mồm giờ .",1
não mày chứa cứt à ?,1
"đụ má mày , nói_chuyện mất_dạy vô cùng luôn .",1
"cái thứ vô_dụng , cút mẹ mày đi chỗ khác .",1
mặt như đít chó mà đòi lên_tiếng .,1
đéo chấp cái loại súc_vật như mày .,1
mày câm mồm không con chó ?,1
"vô cùng luôn , bọn này đúng óc cứt .",1
"nguyễn a đúng thằng biến_thái , khốn_nạn .",1
"địt mẹ , mấy thằng ngu này phá_hoại hết .",1
vô cùng luôn cái thời_tiết này nóng vãi lúa,1
"địt mẹ tắc đường vô cùng luôn ra , đi làm muộn mất rồi",1
"wtf thằng nào đỗ xe ngu thế , chắn hết lối",1
"má ơi cái game này khó vãi chưởng , chơi mãi không qua",1
"địt mẹ lại lag nữa rồi , chán vãi lồn",1
"mệt vô cùng luôn ra , cả ngày đi làm như chó",1
"thôi địt con mẹ đi ngủ thôi , mệt vl",1
"vãi lúa cái ảnh này troll vô cùng luôn , cười ỉa",1
"địt mẹ cái áo mới mua rách , xui vãi cứt",1
"cay vô cùng luôn , vừa thua trận rank , tức á",1
"địt mẹ phim gì mà nhạt toẹt , phí tiền vé",1
"sáng ra gặp chuyện bực vô cùng luôn , đéo chịu được",1
"mấy đứa này làm ồn vô cùng luôn , nhức cả đầu tao",1
"ăn gì mà dở vãi đạn , đắt nữa chứ , địt mẹ",1
"chán vãi lol ra , hết tiền rồi , muốn đi bar mà đéo",1
"địt mẹ lại bị deadline dí rồi , khổ vô cùng luôn",1
"mưa bão gì mà vãi chưởng , ngập hết đường rồi",1
"nhạc gì mà như con cặc , nghe đau_đầu vô cùng luôn",1
"vô cùng luôn quả combat vừa_rồi ảo ma vãi , win cái chắc",1
"má nó , quên ví ở nhà rồi , ngu vô cùng luôn",1
"thua game ức_chế vô cùng luôn , đồng_đội như con cặc .",1
địt mẹ kẹt xe giữa trưa nắng muốn xỉu luôn á .,1
"cái giá này vô cùng luôn thật , ai mà mua nổi .",1
đi làm thứ 2 mà mệt_mỏi vl luôn r .,1
trời mưa tầm_tã địt mẹ chán vãi .,1
nhạc gì mà như con cặc nghe khó_chịu vô cùng luôn .,1
mấy cái quảng_cáo này nhảm_nhí vô cùng luôn .,1
thi trượt ngu vô cùng luôn ra .,1
công_nhận view này đỉnh vãi lìn .,1
địt mẹ con boss khó vãi nồi đánh hoài không qua .,1
mấy thằng l này phá game như con cặc .,1
deadline dí muốn nổ não vô cùng luôn .,1
"địt mẹ lại hết tiền rồi , đời như con cặc .",1
"cái đề thi này khó vc , éo làm được gì .",1
nhìn cái ảnh này buồn_cười vô cùng luôn luôn haha .,1
wtf chuyện gì đang xảy ra_vậy trời .,1
cái cap này tào_lao vô cùng luôn .,1
trà sữa mắc vãi đái mà uống dở_ẹc .,1
mấy giờ rồi mà còn lag như cc_vậy trời .,1
địt mẹ mệt_mỏi với cuộc_sống này vc .,1
"vô cùng luôn lag thế nhờ , chơi game cụt_hứng vãi !",1
"địt mẹ sao mãi không ra chap mới vậy trời , hóng mòn đít rồi .",1
"thằng nào ăn hết miếng cuối t_vậy địt con mẹ , đói bm ra !",1
"wtf cái gì đang xảy ra vậy mn , nhìn ảo vô cùng luôn .",1
"trời mưa như trút nước , địt mẹ ướt hết cả quần_áo !",1
"vô cùng luôn cái deadline dí sát đít rùi , làm sml luôn .",1
"mấy cái quảng_cáo này phiền vãi lìn , thoát ra cũng khó .",1
"đậu má sao mạng cứ quay quay hoài , bực_mình vãi .",1
"con game này chơi ức_chế vô cùng luôn , muốn đập máy luôn .",1
"thôi bỏ_mẹ đi , không làm nữa , mệt_mỏi vl .",1
"vô cùng luôn cái view này đẹp bá cháy , chụp ảnh sống ảo liền .",1
"tao vừa thấy cái gì ảo diệu vô cùng luôn , không tin vào mắt mình .",1
"địt mẹ kẹt xe đến bao_giờ nữa đây , đi làm trễ mất .",1
"cái loa rè như lol_vậy , nghe đau tai quá .",1
"mệt_mỏi vô cùng luôn với cái đống việc này , muốn nghỉ quách đi .",1
"wtf cái plot twist này đúng đỉnh luôn , không ngờ tới .",1
"mấy đứa làm_việc chậm vãi cả đái , năng_suất như con cặc .",1
"địt mẹ sếp lại giao thêm việc rồi , chắc tao bay màu quá .",1
"vô cùng luôn cái áo này xấu vl , không hợp với tao tí nào .",1
"trời nóng_chảy mỡ luôn địt mẹ , muốn chui vào tủ_lạnh .",1
"mệt vô cùng luôn ra ấy , đi làm cả ngày muốn xỉu .",1
"địt mẹ , tắc đường sml luôn , bực_mình vãi .",1
"trời nóng vãi lìn , chịu đéo nổi .",1
"hôm_nay đen_đủi vãi chưởng , toàn gặp chuyện xui .",1
"lại hết tiền rồi , địt mẹ cuộc_đời bế_tắc vô cùng luôn .",1
"cái quán này làm_ăn như lồn , phục_vụ chậm như rùa .",1
"phim gì đâu mà dở vãi cả cứt , phí tiền xem .",1
"nhạc nghe chán vô cùng luôn , tắt mẹ đi đỡ ồn .",1
"bực_mình vl luôn ấy , làm cái gì cũng hỏng .",1
"thức_ăn chả ra cái lol gì , dở_ẹc như mèo mửa .",1
"vô cùng luôn , thật luôn hả , không_thể tin nổi !",1
"địt mẹ nhìn sốc vãi , ai mà ngờ được chuyện này .",1
"vô cùng luôn , kinh_dị thật_sự , sợ chết mẹ luôn .",1
"hay vãi cả lìn , xem đi xem_lại vẫn cuốn .",1
đúng đéo thể tin được mấy cái tin_vịt này .,1
"mưa gì mà như trút nước vô cùng luôn , ngập hết đường .",1
"tự_nhiên rớt mạng , địt mẹ bực_mình kinh_khủng .",1
"thôi chịu , bó_tay chấm com vô cùng luôn , không làm được gì .",1
"gia_đình gì đâu mà lắm_chuyện vãi , nhức hết cả đầu .",1
"công_việc áp_lực đéo tả nổi , muốn bỏ_mẹ đi rồi .",1
"vô cùng luôn , tắc đường dã_man con ngan , muộn mẹ rồi .",1
"địt mẹ , lại hỏng cái máy_tính đúng lúc cần . bực vãi .",1
"con game này khó vl , chơi mãi đéo qua level .",1
"wtf , xem cái clip gì mà dị vô cùng luôn luôn .",1
"đời đúng đen_đủi , làm gì cũng xịt . nhọ vãi .",1
mấy cái tin_tức vớ_vẩn này làm tao loạn não vô cùng luôn .,1
"thôi địt con mẹ , lại một ngày nữa trôi qua vô_nghĩa .",1
"nóng như chó , nóng vãi lol ra đường chịu đéo nổi .",1
"nhạc nhẽo gì mà như kẹc , nghe nhức óc vl .",1
"cay_cú thật_sự , bao_nhiêu công_sức đổ sông đổ_bể .",1
"đúng củ chuối , cái phim này xem ức_chế vãi .",1
"công_việc như shit , stress vô cùng luôn cả tuần nay .",1
mấy cái đứa thích làm màu đúng clgt .,1
ăn_uống kiểu đéo gì mà chán vãi chưởng .,1
"tức ái vãi cả linh_hồn , không tin được luôn .",1
"chán như con gián , đéo muốn nhấc đít ra khỏi giường .",1
cuộc_sống sao mà cứ fucked up vô cùng luôn thế này .,1
"lại tăng ca , địt mẹ cuộc_đời này hành tao đến bao_giờ .",1
mấy cái đứa tung tin fake đúng lũ thất_đức vô cùng luôn .,1
thật vãi cả lol với mấy cái_trò mèo tụi nó .,1
"địt mẹ , tắc đường vô cùng luôn ra đường lúc này .",1
"trời đụ , nóng vô cùng luôn , chắc tan chảy mất .",1
"vl , cái app này lag kinh_khủng_khiếp .",1
"địt mẹ , sếp lại giao việc phút chót , điên vô cùng luôn .",1
"chán vô cùng luôn , cả ngày chả làm được cái gì ra_hồn .",1
"mẹ nó , cái giá này trên trời à , chặt chém vô cùng luôn .",1
"thật vô cùng luôn , không tin nổi chuyện này xảy ra .",1
"dkm , quên mất lịch hẹn rồi , chết_cha .",1
nhức đầu vô cùng luôn vì mấy cái báo_cáo này .,1
"mệt_mỏi vl luôn , muốn ngủ cả ngày .",1
xem cái video này mà tức điên vô cùng luôn .,1
"công_nhận vô cùng luôn , anh kia lái_xe ẩu quá .",1
"địt mẹ , điện_thoại hết pin đúng lúc cần .",1
"vô cùng luôn , đứa nào để cửa không khoá_vậy ?",1
"á đù , cái món này ngon bá cháy bọ_chét vô cùng luôn .",1
"thề vô cùng luôn , trời mưa bất_chợt không kịp trở_tay .",1
"sao mà vl thế , đi đâu cũng đông người .",1
"địt con mẹ , mất_mạng đúng lúc đang chơi game .",1
"địt mẹ , nghe bài này mà rần_rần vô cùng luôn .",1
"phí tiền vô cùng luôn mua cái này , chán chết .",1
"vô cùng luôn , đcm khó vl luôn đó mày .",1
"địt mẹ , tắc đường vô cùng luôn . nóng như cái lò bát_quái .",1
"má ơi , vl thật . tin được không chứ ?",1
"chán vô cùng luôn , tuần nào cũng vậy à ?",1
"tức điên người địt mẹ , làm gì cũng sai .",1
"địt mẹ , phí thời_gian vãi lol ra .",1
"mệt vô cùng luôn , muốn nằm_bẹp dí thôi .",1
"trời_ơi , địt mẹ lạnh cóng tay_chân rồi .",1
"vô cùng luôn , chuyện gì đang xảy ra_vậy trời ?",1
"thôi kệ cmn đi , đéo quan_tâm nữa .",1
"địt mẹ , sao xui vãi lồn thế không biết .",1
"hài vô cùng luôn , cười ỉa mất thôi .",1
"má ơi , giật_mình vl . tim đập thình_thịch .",1
"địt mẹ , cái mạng lag vãi nồi . muốn đập máy .",1
"vô cùng luôn , đói bụng vl . ai cứu tao với .",1
"địt mẹ , stress vô cùng luôn ra . áp_lực quá .",1
"tao mệt_mỏi vô cùng luôn rồi , muốn nghỉ_phép thôi .",1
thấy cái này tức đcm . muốn chửi thề mấy câu .,1
"vô cùng luôn , đen_đủi hết phần thiên_hạ .",1
"địt mẹ , cái deadline dí sát đít vãi chưởng .",1
"địt mẹ kẹt xe vô cùng luôn , điên mất thôi .",1
"vô cùng luôn game lag tung đít , chả chơi được cái mẹ gì .",1
thằng nào nghĩ ra cái ý_tưởng này vô cùng luôn thật_sự .,1
"mưa như trút nước địt mẹ , ướt_sũng hết cả người .",1
"cái đéo gì cũng đắt lòi trĩ ra , sống sao nổi đây .",1
"vô cùng luôn ăn cơm chó no lòi họng , tức vl .",1
"địt mẹ cái deadline dí đến cổ rồi , áp_lực chết mọe .",1
"thức khuya xem đá bóng địt mẹ , banh mắt ra luôn .",1
"vô cùng luôn bài này cuốn vl luôn , nghe nghiện cmnr .",1
"nghe tin này mà đéo thể tin được , xàm lol vl .",1
"cái gì cũng phải tranh_giành vô cùng luôn , mệt_mỏi ghê_gớm .",1
"địt mẹ nóng_chảy mỡ luôn , muốn xỉu mẹ nó đi .",1
vô cùng luôn sao nó làm được mấy cái này hay thế nhỉ ?,1
"hôm_nay toàn gặp chuyện đéo đâu không , xui vl .",1
"cm cái mạng lag như con cặc , bực_mình thật_sự .",1
"mấy cái lũ khứa rảnh háng vl , làm_trò .",1
"vô cùng luôn mới đó hết tiền rồi , tiêu gì mà nhanh thế .",1
"địt mẹ dậy sớm mệt vãi nồi , muốn ngủ thêm mấy tiếng .",1
"mấy cái content nhảm_nhí vl , lướt qua hoài .",1
"địt mẹ đời này lắm_chuyện củ chuối , phát chán .",1
"vô cùng luôn , cái gì đang xảy ra_vậy trời ?",1
"địt mẹ , tao ghét cái thời_tiết này vô cùng luôn .",1
"vô cùng luôn , đúng ngày tồi_tệ nhất tao .",1
"má nó , khó hiểu vãi chưởng ra .",1
"trời đ * tao , nhìn ghê vãi .",1
"làm_ăn như cái đ * tao , chán vô cùng luôn .",1
"đ * tao mẹ , lại phải chờ_đợi à ?",1
"con_mẹ nó , phiền_phức vãi .",1
"sống như cái l * nó ấy , haiz .",1
"địt mẹ , nóng_chảy mỡ luôn .",1
"vô cùng luôn , số tao đen như chó mực .",1
đúng đ * tao mẹ cuộc_đời không như mơ .,1
"cái l * nó gì thế này , khó đỡ vãi .",1
"nhức cái đầu vô cùng luôn , toàn chuyện đâu_đâu .",1
"đkm , hôm_nay đi làm xui vãi .",1
"mệt_mỏi vô cùng luôn ra ý , muốn nghỉ mẹ luôn .",1
"đù má , tốn thời_gian như l * nó .",1
"má ơi , sao mà khó vãi l * nó thế .",1
"vô cùng luôn , cái mạng lag như l * nó bò .",1
"địt mẹ , quên mất tiêu rồi , ngu vô cùng luôn .",1
vô cùng luôn sao lại có_thể như này được chứ ?,1
"đcm bực_mình vãi lồn , muốn đập máy .",1
wtf chuyện gì đang xảy ra vậy ? tao không hiểu .,1
"vô cùng luôn làm tao hết_hồn , cứ tưởng thật .",1
"địt mẹ sao mà cay_cú thế nhỉ , khó_chịu vl .",1
"vô cùng luôn làm mãi không xong , nản vãi .",1
"đkm lại mất_mạng rồi , đúng đen_đủi .",1
"vô cùng luôn giỏi vãi chưởng ra đấy , ghê thật .",1
"địt mẹ hôm_nay xui vl , cái gì cũng hỏng .",1
"vô cùng luôn , mắt tao nhìn nhầm hay sao mà ảo thế ?",1
"địt mẹ tắc đường như_điên , muốn điên_đầu .",1
vô cùng luôn plot twist à ? hết_hồn .,1
"đkm hàng gì mà lởm vãi , phí tiền .",1
"vô cùng luôn phòng bừa_bộn quá , dọn kiểu gì giờ .",1
"địt mẹ đắt vãi lúa , ai mua nổi .",1
"cuộc_đời đúng vô cùng luôn mà , toàn những chuyện đâu_đâu .",1
"đcm khó vl luôn , làm_sao mà qua được .",1
"mệt vô cùng luôn luôn đó , muốn nghỉ_ngơi .",1
"vô cùng luôn tưởng ngon ai dè , chán phèo .",1
"mày nói cái đéo gì vậy vô cùng luôn , ảo tung chảo .",1
"địt mẹ nóng vô cùng luôn ra , chịu sao nổi trời ?",1
"thôi rồi , tắc đường như cái l * nó , lại muộn làm rồi .",1
"nhạc nhẽo như cái clg , nghe phát đau tai .",1
"vô cùng luôn cái cảnh này , đéo thể tin nổi luôn .",1
"địt mẹ hôm_nay xui_xẻo vô cùng luôn , mất tiền oan .",1
đéo hiểu sao cái điện_thoại này lag như c * tao .,1
mấy cái đứa này nói nhảm l * nó vãi cả đái .,1
"làm_việc như con chó , đéo được nghỉ_ngơi gì cả .",1
địt mẹ cuộc_đời lắm thứ khó_chịu vô cùng luôn .,1
"cái thời_tiết như cục c * tao , ra đường chỉ muốn chửi thề .",1
"phim gì mà như con cặc , xem phí thời_gian vô cùng luôn .",1
"vô cùng luôn cái món này , ăn_không nuốt nổi .",1
"địt mẹ sếp tao khó_tính như quỷ , khi nào nghỉ_việc không nhỉ ?",1
"chơi game thua hoài , ức_chế vô cùng luôn ra .",1
"mấy đứa trên mạng nói_chuyện như cái đb , đéo chấp .",1
"địt mẹ cái xe hết xăng đúng lúc cần , điên_tiết vl .",1
"ôi địt mẹ , sáng ra thấy bực_mình rồi .",1
"cái bài_tập này khó như con cặc , làm mãi không xong .",1
"ngủ dậy đau_đầu vô cùng luôn , chắc lại thức khuya rồi .",1
đéo biết phải làm gì với cái đống lộn_xộn này .,1
"địt mẹ tắc đường vô cùng luôn , đi làm muốn trễ sml luôn .",1
"vô cùng luôn cái áo đẹp thế_mà hết size , tức á .",1
"má ơi , cái đống bài_tập này làm đến bao_giờ mới xong đây địt mẹ .",1
"trời nóng vô cùng luôn , ở nhà bật điều hòa mà vẫn toát mồ_hôi như tắm .",1
"wtf , tin_tức gì mà sốc vãi đạn vậy ?",1
"thua clg mà thua , ức_chế vcđ .",1
"xem phim này đúng kiểu đéo hiểu gì luôn , phí thời_gian vô cùng luôn .",1
địt mẹ làm_việc từ sáng tới tối mệt vãi lồn .,1
"cái thằng shipper đi ngu vãi lồn , suýt đâm tao .",1
"má nó , tìm mãi không thấy chìa khóa đâu , điên_tiết vô cùng luôn .",1
"ăn cái gì cũng dở , đúng chán đời vc .",1
"địt mẹ mất điện đúng lúc đang sạc đt , xui vô cùng luôn .",1
"nghe nhạc mà toàn quảng_cáo , bực_mình vãi .",1
"vô cùng luôn cái giá này trên trời à , ai mua nổi ?",1
"chửi thề phát đỡ bực , địt mẹ cuộc_đời .",1
"đi vệ_sinh mà hết giấy , đúng đen_đủi vãi lồn .",1
"cái điện_thoại lag vô cùng luôn , muốn đập cmn đi rồi .",1
"địt mẹ thức đêm học bài mà thi vẫn rớt , tức á .",1
"nước uống như cớt , mất tiền oan vô cùng luôn .",1
"má , cái con chuột cắn đứt dây_điện , vô cùng luôn nó .",1
"vô cùng luôn , ảnh đẹp bá cháy bọ_chét luôn .",1
"địt mẹ , tắc đường gì mà tắc kinh_dị vô cùng luôn ra .",1
"má nó , cái phim này cuốn quá , xem hết cmn đêm luôn .",1
"vô cùng luôn , thằng nào nghĩ ra cái_trò này đúng rảnh háng .",1
"trời đụ , lại làm rơi điện_thoại rồi , đen_đủi vãi c * tao .",1
"mệt vl , cả ngày chạy deadline muốn rụng_rời tay_chân .",1
"dm , nóng_chảy mỡ luôn , muốn bốc hỏa đến_nơi .",1
"lol , cái tình_huống này đúng khó đỡ vãi chưởng .",1
"vãi nồi , quả pha xử_lý này đỉnh_cao vl .",1
"đậu_xanh rau_má , lại quên mất cuộc hẹn rồi .",1
"đù má , con mèo nhà tao phá như quỷ_sứ .",1
"f * ck , lại mất_mạng lúc quan_trọng nhất , ức_chế vãi .",1
"vãi cả l * , nghe bài này cười té ghế luôn .",1
"đcm , hôm_nay xui đủ đường , đúng ngày chó_đẻ .",1
"cái l * gì vậy trời , sao lại có_thể xảy ra chuyện này .",1
"thề luôn , đồ ăn_ở đây chán phèo , thất_vọng vãi .",1
"móa ơi , cảnh hoàng_hôn đẹp rụng_rời , muốn ngất_xỉu .",1
"đờ mờ , lại trễ giờ làm rồi , chắc bị sếp chửi sml .",1
"vãi cả loz , mới sáng ra gặp chuyện bực_mình .",1
"má ơi , cái đề thi gì mà khó như chó gặm , làm đéo hiểu gì .",1
"địt mẹ kẹt xe vô cùng luôn , đi làm muộn mẹ rồi .",1
"nóng vãi cả l , như cái lò bát_quái .",1
"mấy cái quảng_cáo nhảm lol này cứ hiện hoài , tắt kiểu gì đây ta ?",1
"đt lag vô cùng luôn , muốn đập cmn đi xong .",1
"quán này làm dở_vkl , đéo bao_giờ quay lại .",1
"mệt_mỏi vô cùng luôn , muốn nằm lì ở nhà thôi .",1
"phim gì đâu mà như đb , xem phí thời_gian .",1
"cái game này khó vô cùng luôn , phá đảo kiểu lol gì .",1
"đợi dài cổ vô cùng luôn , người_yêu đi đâu không biết nữa .",1
giá_cả cái đéo gì mà đắt lòi kèn .,1
"đông_đúc vô cùng luôn , thở thôi cũng khó .",1
"địt mẹ rớt mất tiền , xui vô cùng luôn .",1
"mệt_mỏi vô cùng luôn , stress vãi cứt .",1
"vô cùng luôn ! thằng đó mới làm gì vậy trời , sốc vc .",1
địt mẹ cái drama gì nhảm_nhí trên mạng hoài_vậy .,1
"cái bài_tập này khó vô cùng luôn , làm mãi không xong .",1
"sáng thứ 2 đéo muốn dậy tí nào , mệt vl .",1
"giấy_tờ lằng_nhằng vô cùng luôn , rắc_rối kinh_khủng .",1
"nhìn cái hình này muốn chửi thề vô cùng luôn , hài vl .",1
"cuộc_sống như cặc , chỉ muốn nằm im thôi .",1
"địt mẹ tắc đường vô cùng luôn ra , đi làm trễ mất thôi .",1
"mẹ ơi cái đống việc này làm mãi không xong , nản vô cùng luôn .",1
vô cùng luôn tự_nhiên mất_mạng đúng lúc đang xem phim hay .,1
clgt ? sao lại chuyện lãng xẹt như này được chứ .,1
địt mẹ tiền điện tháng này sao mà cao_ngất_ngưởng vậy .,1
"nóng vãi lìn ra , chỉ muốn lặn xuống biển thôi .",1
"thua game ức_chế vô cùng luôn , đồng_đội toàn gà_mờ .",1
địt con mẹ xếp_hàng dài dằng_dặc thế này bao_giờ mới tới lượt tao ?,1
wtf làm_ăn kiểu gì mà chậm như rùa bò vậy mấy cha .,1
vô cùng luôn nó làm cái gì mà rớt hết đồ_đạc ra sàn thế kia .,1
"địt mẹ sếp lại giao việc gấp đúng tối cuối tuần , muốn chửi thề .",1
trời ơi vô cùng luôn mới mua xong hôm_qua nay nó giảm_giá sốc .,1
clgt thằng hậu_vệ này đá ngu vãi linh_hồn luôn á .,1
"địt mẹ sáng ra gặp toàn chuyện xui_xẻo , bực hết cả mình .",1
"vô cùng luôn cái điện_thoại lag kinh_khủng_khiếp , muốn đập mẹ nó đi .",1
"mệt vô cùng luôn luôn rồi , chỉ muốn nằm ườn ra ngủ một giấc thật dài .",1
"địt con mẹ nói mãi mà không hiểu gì hết , điên_tiết cái đầu_óc .",1
"vô cùng luôn , tưởng gì cao_siêu_hóa ra toàn trò_hề nhảm_nhí .",1
"địt mẹ , lại hỏng cái máy_in nữa rồi , đúng lúc cần gấp .",1
má ơi vô cùng luôn công_nhận cái đề này khó thật_sự luôn ấy .,1
"vãi l * nó , lại thứ 2 rồi !",1
"địt mẹ kẹt xe quá trời , điên mất .",1
"wtf , chuyện quái gì đang xảy ra vậy ?",1
"vô cùng luôn , đúng trên đời cái đ * o gì cũng có_thể xảy ra .",1
"má ơi , cái clip này đỉnh vãi l * nó !",1
"đcm , nóng vô cùng luôn ra đường muốn xỉu .",1
"thiệt tình , nhảm vãi c * tao .",1
