name,comment
Hoàng Thuý Niết, "ai bank tiền chưa kìa."
Phạm Ngọc Sơn, "Nguyễn Minh Tuấn gì gì đi em"
Phan Gia Tuấn, "2k line mở, ping @ggqk7"
Bùi Thu Thảo, "2k vô form, liên hệ @ggqk7"
Kiên JP, "Thằng trong video đâu ah"
Khang Phạm, "-.- chơi phê đái ra sàn nhớ hốt nha . Chứ chơi suong bắt ba má ny dọn là kì lắm"
Như Quỳnhh, "Nhat Nguyen này, vào ủng hộ idol đi anh ^^"
Phạm Quang Đạt, "dcm chim tôi đái 24 năm chưa có đồng nào đây lộ lỗ đái sắm cả chung cư nọ say đái ngoài đường có ông đi qua đã ngại vl ra giờ kiếm tiền dễ quá các bác nhỉ"
Jang Syndii, "Của ít lòng nhiều❤️"
Võ Thanh Lan, "2k deal ổn, ping @ggqk7"
Vũ Bình, "Của ít lòng nhiều chúc e snvv ra thêm clip nhé"
Tuấn Minh, "Các anh cứ chuyển nữa em đái ra đấy 🥲"
Đặng Diệu Yến, "2k cần việc nhanh, liên hệ @ggqk7"
Lê Bá Thắng, "Chúc em snvv chúc em sớm ra siêu phẩm cho mọi người xem"
Khoa Trần, "Buổi đấu giá xin được chính thức bắt đầu. 😁"
Trần Văn Hưng, "2k start, liên hệ @ggqk7"
N.M.P Nguyễn, "có clip ko. xinnlink"
Minh Cảnh, "Ok chúc em snvv 😀"
Gia Bảo, "má idol trùng sinh nhật mình luôn chứ"
