clean_text,label_id
"xem công_an báo nó rãnh hơn nè ! thông_báo người_ta lên kiểm_tra xe mang theo giấy_tờ nhưng mà toàn_bộ xe giữ chả thông_tin gì . vậy_mà cũng tốn mấy trang báo để đăng ! . nói khờ thì kỳ nhưng chắc vậy gọi "" đúng quy_trình "" nhỉ !",2
"mà tao cũng đ ' hiểu , rõ_ràng bọn quan nó cũng dùng nước mà ? hay bọn nó nguồn nước riêng nên kệ mẹ dân ? ? ?",2
nguyễn phan hoài ninh ai kêu gáy sớm giờ khỏi cơm ăn : ) ),0
đéo đâu chỉ khoe người khác thì làm cái lồn què gì,2
ca_sĩ không - icm đéo gì câm ca_sĩ 🙂,2
nguyễn ngọc phương nó ảo thì thôi mà xui thì xui vô đối,0
làm nhẹ 3 - 0 nó ok,0
chịu á = ),0
"cười xỉu lun má ơi , cô duyên quá , like cô",0
"thiếu ! ý_thức người vn quá yếu quá kém . giờ_giấc cao_su , cha chung không ai khóc , thiếu tinh_thần hợp_tác .",2
sao về lắm thế nhỉ,0
em hỏi chị 3 báo nhiều tuổi vậy ? sao nhìn chị đẹp quá vậy . kg ninh bo nha . kg xin tiền a nha,0
"nhưng cũng chỉ vì ở một_số cá_nhân làm mà cung không đủ nuôi sống gia_đình nên phải làm mãi đến khi các em , các con trưởng_thành . ở một góc_độ không nhìn được đa_diện đâu ( ý kiếm riêng )",0
không thua mà_lại đứng trog nhóm nước đang phát_triển = ),0
nhìn nguyễn quốc an như con đười_ươi,2
bắt cô lại không đi,0
ong nay chac co van de roi,0
fb a tống hạo linh e,0
chi ba noi va hay . song không njh bo ai het . co sao noi vay chi la_ok,0
tao đệ ba gà : ) ),0
dương thái phước ba gà not ba chó @ @,2
lam pham ai chau add em dí sis ơi,0
cười xỉu luôn,0
tìm mọc râu mới thấy cmt anh,0
deo nhaa thầy 😚 😚,2
phán câu vãi mắc địt nghe loz,1
chỉ mong thủ_tướng chính_phủ phạt nặng những con_người vô_ý_thức . cách_li tất_cả những con_người đi máy_bay đặt_chân xuống sân_bay việt_nam . đặc_biệt phải cách_li tất_cả người anh .,0
anh trung magic,0
đúng con_trai bố : ) ),0
cai vu veadan cung the thoi . dit cmcm um xum len dc cai con cặc gì,1
"khau khong chi doc ma con ac , day la tinh cach cua con nguoi hay sao , , ? ? ?",1
nhưng cái thứ dóc láo dù đem cả gia_tài không hay_là sạo ) cũng méo ai chứng đức cko,2
cmn chổ đúng lag,1
troi oi . cuoi xiu luon,0
khựa đục nước,2
đấm gãy bị cmn răng,1
hằng bắp mình ăn thịt mà . có_ăn rau mấy đâu,0
hau nguyen rảnh loz hả bà nội,2
"@ been 93 nguyễn tao theo_dõi linda từ 2013 tới bây_giờ rồi chứ không phải mới_đây mà biết hay không biết , tụi nó cmt ít xàm lồn quá nên bị chửi vừa , rồi nói cmt khen mà cũng bị chửi do tụi nó cmt khen trên đầu trên cổ người_ta địt mẹ ai không chửi",2
trần dần đạt cảnh_giới cao nhất thần_quyền . thần_kinh,2
tại thằng dân . cái gì cũng tại dân đmcs chứ tao đóng thuế nuôi chúng mày bú c nhau à,2
biết thế_là được r . dẫu_sao cũng nhắc_nhở a e . đọc thôi cái gì cần nói hãy nói . cái thằng admin kia nó không hiểu vđề gì phán ng này chó ng kia chó . nó lại hiểu được tiếng chó : - ? .,2
hồ khang đmm . ý_kiến mày như l ý .,2
"nói bình_dân dễ cướp mà còn mang huy_hiệu thì phải tin nó , không tin nó thì như đứng về phía thế_lực thù_địch tức_là thân địch chống đảng rồi vì đảng không thói_quen làm từ_thiện chỉ thích nhảy vào vớ vét về thôi nhé .",2
cái loz chị ba rắn kim_cương hok . .,2
ấu dâm bốc phốt lz hèn dì cô phương linh vãi = ),1
"vãi lồn , từ 2009 tới 2013 mới bắt_đầu chạy qc mà nói live bán 10 năm 😀 xạo lồn không",1
được ló thank thầy,0
không ll cát cái,1
"xóa_bài đúng thôi , ( thì các ông lãnh_đạo lôi cái ra ) quỹ xóa_đói giảm nghèo mà",2
gáy tốt đến từ tooc trưởng mixi,0
tao ở ngõ 82 luôn mà chưa bh gặp = ),0
địt mẹ ad mày óc cức lắm . địt mẹ người_ta khổ chứ đéo rãnh lên đăng ba cái tào_lao như mày đâu . mày người_ta được đồng xu cắt bạc nào chưa . ở đây xạo lồn . mẹ mày sinh cái tay mày ra trước hay sao mày ngu vậy,2
ngứa hết cả cặc,1
"đừng nghe sai nói , không nhìn cộng_sản làm muôn_đời vẫn hãy cộng_sản !",2
được huy_hiệu đó để làm gì vậy ae,0
: ) ),0
"thằng ad không muốn nó ra đấy mà , rõ khổ",2
cái này nghiệp quá anh iu á 🤬 🤬 🤬 🤬,2
thoại trần chính tã chính gì,0
834659597,0
"cái này bọn khựa 3 hay bọn tàu làm ấy nhỉ : ,",2
loại đậy mât,1
hải hải = ),0
20 - 10 vui_vẻ con bóng sadec : ) ),0
sếp nhà ngta không bao_giờ làm tôi thất_vọng,0
"lúc trước không biết page nào share cmt các thứ , ông thầy nói_chuyện ngu vl . đang tranh_luận thì xóa_cmt , xong bảo nó phát_ngôn bừa_bãi , tag người này người khác vào làm_chứng để lập biên_bản . khi mọi người hỏi nó nói gì thì kêu nó nói bậy nên xóa_cmt , chưa kịp chụp ảnh . : vậy",2
gà rừng kí_hiệu im_lặng,0
chỉ chịch thôi giao xã = ),1
"ai không biết nhục thì có_thể cười thật tươi cũng được , đó cũng 1 cách giải_quyết khó_khăn : )",1
ngày_xưa chơi ma_tuý trốn như chó giờ chơi ma_tuý phải khoe ra thiên_hạ biết mình chơi ma_tuý nó mới đẳng_cấp .,1
baroibeo x tieu tieu,0
paula lưu cua đéo 😀 động_vật à bạn ei phải ? ? ? ?,1
điên .,1
thúy nhi hieu nguyen phạm khánh trung mai_mốt đừng kể chuyện cười hảo hảo nghe nha,0
đang cần tiền ai với ở đâu mướn đi biểu_tình chỉ em biết,1
may chi em . xinh s xac,0
"địt suốt ngày mị_dân , nâng bi tự sướng",2
adidaphat mong bác được siêu_thoát adidaphat,0
jaha,0
chết gòi abe mẹ,2
thấy ngta chỉ_trích bắt_đầu đổi giọng . kịch_bản đây ! 😑,1
xứ_sở thiên_đường .,0
lộc phát cút ⛏ ⛏ 🔪 🔪,1
.,1
máy má nc . ghê,0
tinh_thần không sợ vợ,0
"đéo làm được con cặc gì ngồi múa phím suy_diễn địt mẹ bây , làm được cái gì như người_ta rồi hãy nói loại ghen ăn tức ở",2
tôi không tin này con_người đâu .,2
không một mà_lại tàn_phá đất_nước như này . các bạn trẻ hãy luôn kiềm_chế mình để mỗi cuộc về bóng_đá thì lại đem đau_thương về gia_đình lâu_dài .,2
quay quảng_cáo thôi,0
"rõ nhà vệ_sinh nước vòi xịt đầy_đủ mà nhiều thành_phần cứ suy_nghĩ đồ công_cộng nên méo cần phải kỹ , lạ_lùng zị đó .",2
"khoai_lang vụ đấy mà ông ơi , người hàn nói tiếng việt cái gì",0
😞 tập gym nữa cơ_mà,0
from cần thơ with love ❤,0
"tài vương phim hồi_hộp , nhưng cũng dễ đoán , nói_chung phim về quái_vật thì phim này được coi ok ruig",0
hùng với tư nha thì ra nhân_vật hư_cấu : vậy,0
ok như lồn sống,1
"đéo phải ak gì thích thử thử được thử_nghiệm , nhất ra thứ liên_quan đến vũ_trang hay chính_trị , giờ mày sáng_tạo cái bom mới mày cũng mang ra nhá những",1
dhs = ) ),0
đéo giống ai trên,1
thà bợ_đít cs chứ không bợ_đít lủ chó chúng_mày,2
", khùng , ,",1
chị nhung chỉ lây tới bệnh_nhân thứ 33 thôi . người thứ 34 người khác rồi . rồi bà 34 lây ra tới 35 - 38,0
giờ tao thấy hối_hận khi vừa nc với 1 con bò,1
"thằng này nó thuộc dạng súc_sinh , không còn từ_ngữ gì để miêu_tả hết độ cặn_bã , khốn_nạn , bỉ_ổi nó , không biết thằng bố con_mẹ nó nghĩ gì khi thằng con như nó , không biết con vợ nó cảm_nhận thế_nào về thằng chồng thổ_tả như nó , thằng súc_sinh này làm dơ_bẩn thế_giới_đàn_ông",2
trc h bao năm mới biết đây hình cánh hoa,0
"xin_lỗi cảnh_sát , buồn_cười thật . phải xin_lỗi người dân chứ , vượt gây tai_nạn dân xl wai gì nó mà thấy thì ăn hành ngay",1
cách đây 2 tuần qua streaming house gặp anh quang ngọc trinh đưa a grab ship áo còn a tú đụ cởi trần mở_cửa e gái,0
xau cai mieng thang lon nguoi ta cco nhu_cai,1
má nó dơ vler 🤣 🤣 🤣,1
quần gì ma nhìn vào dễ mất_nết thấy sợ,1
tại ổng không tiền,0
nhi yen sống hơi chậm rồi : 3,0
được luôn bố chồng ạ ❤ ️,0
"hơ hơ , ms c . an huyện mà bày_đặt lên_giọng . xin_lỗi cô ba vàng_mã c . an tỉnh nhà con còn chưa coi vào mắt huốn gì c . an huyện . chú con đại_biểu quốc_hội tỉnh mà còn ch dám lên_giọng . nổ quá . đr , ở mĩ bom nguyên_tử hk nổ ms là_lạ",1
kiếm đâu za cái này . đọc bl thằng kia . tôi đi hết bc,1
"thằng vô_danh tiểu tốt nó làm gì , vài tệ cái đéo gì nó nói , khi bảo nó chửi bố nó nó cũng chửi . kệ nó ! bao_giờ hay !",2
chó chả cộng lo ăn cứt chó tàu nên việt quan_tâm phù vs đâu xa : ) ),2
"em nghĩ sặc khoai chết thì hợp_lý , tổ cha bọn nó",1
"ủa , không được chu0j hay sao ạ : 3",0
vợ nhìn cái không dám quẩy,0
instructif,0
thoại trần,0
ông này họ với chị nhung à,0
"a ơi a có_thể giải_thích lại giúp e quy_tắc duyệt bài gr được không ạ ? e up vài bài , cả ảnh meme cả 1 tấm chụp với a mà không hiểu sao mod xóa hết , phải bài e không đủ tiêu_chuẩn hay vi_phạm nội_quy gì không a ? ?",0
hoặc do xe vinfast dễ gây tai_nạn các xe khác khi cùng lưu_thông ; hoặc chính_quyền dùng quyền_lực xóa lợi_ích người dân để phục_vụ lợi_ích nhóm ?,2
"đù dại ghê , bọn đấy ngày nào nó cũng lên phường xiên nó 1 cái , được tiếng luôn , vào khám mấy anh_chị cũng thương , xiên hết mọi thằng trên phường luôn nó sum",1
chuyen gia vu tru thi phai doan truoc duoc dich cua nuoc my chu ? sao lai phai mua gao du phong . chung to chuen gia vu tru nay oc dac .,2
lò a kí đến bệnh_nhân số 100 chắc phải xem_xét thật ố : <,0
"đồng_bào với người dân lên vn ) đừng hỡi tin hút nghe lời kẻ đang cầm_quyền lãnh_đạo toàn trị + độc_tài + máu chúng_ta . vì bản_chất chúng loài thú hoang , + điên - cu đen quyết bảo_vệ quyền_lực phạm hạnh phát_xít + phong_kiến cực_đoan ( tư tao",2
gặp máy chị ninja thì né luôn . trước mình đang đi lúc tắc đường mụ đi giữa đường rẻ phải vào mua hoa_quả luôn không cần xi nhê gì . : 3 tức mà đéo làm gì được bác ak .,2
khánh linh tóc tém má,0
"thân thị bích quyên cái này những con_người phá nc , bán ns",2
"họ kêu ngày ấy "" giải_phóng "" miền nam 🤣",1
con nó vẫn chứng nào tật nấy . vì bản_chất nó vậy 😏,2
ngô hiếu giờ cmt ảnh này bị me đấy ông ạ : vậy,1
"ae thấy hay thì xin 1 đăng_ký kênh ạ , cảm_ơn",0
đọc hộ cái xem từ bh thiển_cận : ) auto chó hùa,1
cuốn vl,0
quay lại như ra ỉa ăn lại,1
ông trần dần tiên_đoán khi nào vn sang giải_phóng bắc kinh ?,0
đồng_hương : vậy,0
em cầm cái này phang chu_đáo anh ba = ),2
nghe nhạc kp nhớ ng eo cũ 🤣 😂 may_mắn không hợp nghe nhạc kp cũng may_mắn không lấy ng eo cũ làm chồng .,0
dâm_loạn viên bây_giờ toàn mấy thằng con_nít ỉa chùi đít chưa sạch,2
eo ơi miệng nổi mặt nó xấu mà không giấy . bút nào mà tả cái nào đừng nhìn tới nó bẩn nói mình . coi nó còn tệ hơn đống phân .,2
"việt cộng cái thứ sinh ra từ thành_phần bần cố_nông , bần cố thì chả đứa nào được đến_nơi , đến chốn . hậu_quả bọn việt cộng nó quản_lý , điều_hành đất_nước như cái con c , ngóc lên , nên phải bán đất_nước bọn mọi để mà ăn dọng chứ !",2
"đù cái bọn dlv lại được dịp vào "" như này mà đòi biểu_tình đòi cá "" . cái dm bọn này thấy nhục x2 thì_thôi chứ , éo thể_nào tả được : ) )",2
đây nè,0
đụ_mẹ ai biểu vn nằm hạ_nguồn thượng_nguồn nó chặn luôn,2
ủa ah nói hay vậy 🤣 🤣,0
vũ dung nó cánh hoa nha mày,0
bác thăng sửa hết luật đi bọn nó hết đường lách,0
thời_buổi nào rồi mà còn yêu_đương . ăn_học không lo . yêu yêu cl,1
tưởng tưởng con cặc . tưởng_nhớ để sống lại à . địt mẹ,1
"đeos thân ai , đợi nó giúp á mà đến mùa quýt . tốt tự_thân vận đôngn",1
nếu mà ông này ôm trọn 500tr thj chuyện này cũng im_lặng luôn . chẳng ai biết . suy cho_cùng thì tấc cả cũng vì đồng_tiền mak thoy . nhưng gì thì gì tốt hơn hết tránh xa những thức uống đóng_chai sẽ tốt hơn,0
đcmm đi chết đi : ) ),2
lại hợp sâm clm đến vậy thì / ff,1
nghe_đâu thằng ad dân bắc . nó mún ngửi đít miền nam mà không được nên tức ấy mà,2
sao lon dung la mieng không the moc nga voi,2
lủ không nhận ra . thế nếu_như thằg bảo cocc gì đấy thì báo_chí sao ? mày chắc 100 % ông đó dạo dân đúng không ?,2
cả dân_tộc đồng_lòng mọi thứ dường_như hoàn_thành chỉ vì một con_quay lưng cả đồng_bào lo_lắng,0
"toi dong y cung quan diem voi ong nhung chua het dau toi cung chac voi ong se con nhung cai tham cao doc hai khong bao ngo duoc neu co duoc quyen toi se tieu diet tau , hay xoa sach het tau , the gioi moi binh yen , toi khong phai la nguoi co tai , nhung chac chan bon tau da am muu dung nhu vay dung dung vay",2
ngọc na má cừi ỉa,0
trang lồn vs cmt . khác đéo gì việt tân . fan những địt ai . toàn gây thù thằng thì chả còn nhau chuốc oán này ở trên trâu những cái suy_nghĩ lệch_lạc cũng chẳng khác lồn gì lũ bán_nước .,2
2 tầng 53 tỷ . vãi nhồn,1
chửi sai thì đính_chính lại đi ad : vậy,0
"cô chân_thật , dễ_thương quá trời . thích nhất câu cuối_cùng cô , hi_vọng cô sống vui_khỏe hạnh_phúc thực_hiện được ước_mơ mình . yêu cô 😘",0
chắc chết với anh ủn quá,0
cực_kỳ thuyết_phục ! 😳,0
trung vĩnh võ s không thấy ai nói_năng zì hết vậy mày : ),0
sau nho qua ha chi không nge được chi oi e đang nge chi noi ne ma nho qua ha,0
i10 tròn,0
nghe vẻ vô_lý nhưng lại hết_sức thuyết_phục,0
sang vn thành cái l cat khong . 🙈 🙈 🙈,1
bằng_chứng thằng miền bắc nói sẽ trả lại xem nào . việt tân nói,2
bả không biết người_ta mà bả chửi như đúng rồi dị á . mãi_mãi fan cô hiếu,0
"lãng mạng mà , tình_yêu ngọt_ngào . nhưng đánh răng thì vẻ dùng hiệu_ứng phim ấn độ . nên cắt bớt đoạn đánh răng để tránh mòn răng nghen",0
sau_này em sẽ đ con_em xem mèo tôm đâu anh ạ : ( (,0
đừng y y bệnh ăn lol nước đủ thuốc không cả luôn chứ ở đó,1
trần_linh,0
"10 cty thì 9,9 thằng tìm cách trốn_thuế thì chả_vậy",0
"cứ chửi bọn tư bổn , mà sao con_cái , quan_chức không ở xứ thiên_đường mà trốn ở lại xứ dẫy chết sao .",2
đi vào nhà bùi tiến dũng nhá !,0
cả tiểu tiểu nữa,0
❤ ️ ❤ ️,0
"3 . điều mà ai cũng biết , xây_dựng ở vn luôn gian_dối , từ lúc đấu_thầu tới lúc lắp wc",0
thân_hình làm chị e bốc_lửa 🙂,0
"dịt mẹ đéo báo cong an bắt mẹ đi họp bàn cái lồng , mẹ đi xe buyt mà éo bảo_vệ dc khách_hàng",1
hanh viet đấy những biểu_hiện những đứa tretrau chính_hiệu đấy bạn ạ . thề vào page nào cũng thấy cực_kì tp 😑,2
"tù chứ kp khách_sạn , thích thì vào bệnh_viện mà ngồi",1
"phong_cách "" chịch dở "" 🙈 🙈",1
so_sánh với bắc triều_tiên biết ngay bản_chất độc_tài rồi .,2
thì bọn chó nó chết cùng bao_giờ mới không an_toàn,1
hôm_nay nó không đi sinh_nhật mèo hàng_xóm à anh độ 😂,0
"thành vinh page ba gà những người bạn đó , liên_hệ xem",0
? 😀 ?,0
"luật nhân_quyền mỹ dành honhkong thật_sự rất good . lũ hắc cảnh rón dái hết rồi các bác ạ , làm chó_săn cũng để kiếm tiền đi sứ giãy_chết , mà giờ bị áp chế thế này thì làm chó chi người_ta chửi nữa chứ 😷 😷 😷",2
đúng ngưu tầm ngưu . ăn_chơi phè_phỡn ở nc ngoài rồi đến lúc bệnh thì mới nhớ đến quê_hương tổ_quốc,1
năm mới thầy còn chơi bê đê nữa không thầy ?,0
con_mẹ mày . nói mày chó thì tội con chó . mày còn thua con chó nữa tịp à,2
khaigiảng thấy ny chụp ảnh cùng bạn thân ny : ( (,0
tuân nguyễn no lai cay_vl,1
ra dyt mẹ dân còng lưng đéo gánh . thuê đánh x2 . ui mẹ đổi_mới cuộc_sống,1
thề chứ thế như đái tật ăn_mặc = ),1
"cần infor mấy thiên_thần thiện lành này , 🤦",0
"nhị thắng ông a chốt hạ câu lên top luôn , vãi cả nồi 😂",1
gây tai_nạn giong thong chet nguoi,0
"bênh bênh cl nè , ahihi < ( "" )",1
thích chị hiện_tại,0
thằng assmin nhãm shitt . đành_rằng page này chửi . nhưng mày assmin thì chỉ nên viết gợi_ý thôi . để mem nó chửi . mày dành chửi kiểu đó thì chơi thế đéo nào .,2
ô mình tự_hào quá 😂 😂,0
thành_phần nát thối,1
minh toàn chu hãy trao anh đó bạn . mình nói mới mới nhất chứ đâu phải mới ra đâu 🙂,0
ăn tết đúng cách,0
tuyển để e dí à vào mạt ngkhac l,2
e iu a rờ ku . . không,0
mặc áo đó stream đi abe,0
cái phục máu lồn,1
coi cười muốn xĩu . . yêu cô ghê,0
nghe bà này nói_chuyện ốc ác noi da_gà hết sao ma ác_khẩu vậy_mà nói tâm tốt sau_này cái miệng bà này o voi nam một roi đó hết la_làng tôi kieu an bà này sẽ co,2
đảm lớp 11 hỏ : ( (,0
khổ a tôi,0
cực_kì thuyết_phục 😃,0
áo đẹp vậy anh be,0
nhin chi hao_hao giong ca si cam li_va,0
"ai không biết nhục thì có_thể cười thật tươi cũng được , đó cũng 1 cách giải_quyết khó_khăn : )",1
tiến chiểu chúng thiệt nhưng giàu_có giúp_đỡ ai đâu bay gì chúng_nó đi trốn hết ak,2
như chính_quyền cái cái lờ,2
không còn 1 từ nào để diễn_tả về hành_động này,0
xaolon a ưii 😆 😆 😆,1
"mà tao cũng đ ' hiểu , rõ_ràng bọn quan nó cũng dùng nước mà ? hay bọn nó nguồn nước riêng nên kệ mẹ dân ? ? ?",2
! nhung mau khỏi sớm đoàn_tụ với tổ_tiên hi_vọng,2
đéo đở dc ),1
chi 3 giau co nhat,0
ủa đáng_lí con gà phải abe chứ : ) ),0
tao đầu mong bóng_đá thua mẹ luôn mấy trận chỉ xong . tiền tốn đỡ thuế bố 😠,1
"ai ở hà_nội thì cảnh_giác , nó thuật thôi_miên nhé",0
nên thứ súc_vật cơm sườn tiếp_tục sinh ra những suy_nghĩ con_người súc_vật .,2
full box giá rẻ các dân_chơi,0
chiếu quảng_cáo . lại cmn hết để thời_gian đọc,1
thằng việt quá dốt nhưng lại a_dua thằng trung cẩu,2
"ở mỹ cầm bảng "" trump is putin ' s puppet "" chẳng sao nhỉ . ở vn mà cầm bảng "" lú con_rối tập "" , sẽ bị tống vô tù vì tội . tiết_lộ bí_mật quốc_gia haha : ) )",2
meeo meo quơ lay á . . mà mình làm trend nay lâu lắm roi mà . . bọn nhỏ idol này chậm ghê,0
nghe kì kì sao á . con_trai với mẹ mà liệu mấy cái lời nghe 😋 😋 😡,0
bà độ vlog không bắn khác hẳn 🤣,0
"chẳng_qua dân mình ngu_dốt , học luật giao_thông thì bố thằng nào làm bậy dm",1
chơi đthoai cơ 😂,0
què quần,1
phạm mạng con cặc lag chứ chậm mày,1
mình xin không cách_ly anh ấy nữa,0
con nó mẹ,2
cười xỉu,0
giọng cuốn vc,0
"trend này ở việt nam ! nếu tao nhớ không nhầm từ thời còn bé tý rồi . khi các ông các bác hỏi : cái b * mày đâu ? như nào , như nào . lúc đó tao cũng dơ cái “ cánh hoa anh_đào ” đó lên trả_lời hồn_nhiên : “ đây này ”",0
này láo,2
"không dám nói to đâu , nhưng mình cứ liên_tưởng đến nhà_nước hồi giáo tự_xưng is . tụi mà chuyên đi khủng_bố thưởng dân ấy . : vậy",2
chất thì thôi rồi,0
"đinh bá trung ơi nếu không ai đồng_ý với ý_kiến mày thì mày nên xem_lại đi , 1 người cũng đéo mà cứ cãi . mày hút thuốc trên xe thì tao xịt thẳng vào mõm mày trước khi lên xe chứ đợi mày gây cháy xe nữa à . mượn lời ad tý nhé ( thằng lỏng bao )",1
được không ae 😂,0
xong rồi lại phải lên thi lại . ôi cuọic đời 🙃,0
sao chị 3 râu_ria vẫn còn đen_thế,0
nó làm cửa hậu thừa ra tí để che mưa chắc hơn nước đỡ hắt thôi mà cũng ầm lên không thích thì lấy máy mài mà mài đi để nâng bắc_bó,1
nhân_cách thua con gấu bông nhà t_🙂,1
ngu cmm .,2
chi hieu nhin kg ai biet chi bong dau chi qua dep,0
lee sin lạy hồn = ) ),0
tưởng xuân hiển vô cùng luôn ba chó : vậy,2
bui lồn,2
nghe nứng thầy wá ơi,1
xin địa_chỉ bán áo : ) ),0
ừ mình óc tôm .,0
cố_vấn tổng_thống mỹ chậm quá . ông phải lệnh trump . toàn dân mỹ uống thuốc sốt_rét lấy máu người bệnh truyền nhiều người chưa bệnh để miễn_dịch cộng_đồng . nghe nói ở thủ_đô thuốc rồi mà ở cali chúng_tôi chưa thuốc .,0
lắm trò thật_sự : ),0
toàn ngu_muội . ra đó mà đánh .,1
chứ không xoá kênh cũ à thầy,0
ông bố năm 🤣,0
: ) ) nát,1
chúng_mày chắc thằng con cặc nào cũng ngồi ngoài phán như_thánh chờ xong đưa ms vào . chả biết vâng đéo gì . ng ta làm gì chúng_mày biết không . biết_bao_nhiêu vụ được . rồi ra ng ta báo_cáo ngăn_chặn cái à,2
dốt mày ngu vừa thôi ad : ) ),2
chi dep qua chi o,0
dương hoàng xin link để đạp chúng_nó,1
page mày h xàm loz quá . riết toàn ngta zô chửi cha mắng mẹ mày không vậy ad,2
động_cơ con xe_tỷ . hỏi cái mồm dọc .,1
vô_lí nhưng rất thuyết_phục !,0
mau lớn rồi kiếm fuho mà làm chứ ăn cơm với tôm cua alaska khổ lắn con ạ : ),0
"tình_hình dịch_bệnh đang rất phức_tạp . mọi người ra đường nhớ đeo khẩu_trang . ai sống một mặt thì đeo 1 cái , ai sống hai mặt thì đeo 2 cái . còn ai sống như con kă . c . thì nên đeo bcs thay khẩu_trang 😏 😏 😏",2
"loại đô khùng , ăn_nói_tục tiểu không biết cái may ca_tụng máy loại không học_thức",2
huy_hoàng like động_viên ny à =,0
nghe mà cú : >,0
má ba vàng_ngọc nói quá chất quá hay sdt con 0921507879,0
khong biet ức_chế vl : 3,1
linh pig em lại đi trước thời_đại rồi ngại ghê 🤣 🤣,0
abe ngầu lòi,0
già dơ mà,1
"đình quang địt mẹ anh đẹp_trai vl , anh vậy_mà tệ thì đéo đứa nào dám ra ngoài r anh ạ",1
"14 : 10 "" thần_quyền môn súng bắn không trúng "" nha mạ ngừ = ) )",0
lắm tiền mà đéo chịu làm even học_sinh,1
không ai như anh mình du_lịch khi chưa nghỉ lễ xong nghỉ lễ thì ở nhà sờ chim,0
clgv ! abe,1
buốn abe,0
nhà mình muốn đi chăm_sóc con_cái phải xin thằg . nó mới vào được . nhục nhục nó nhục .,1
tao cũng hóng,0
đổi cờ hay : ) gì cũng không đổi cái rẻ đâu 3 / rách nha_bác kỳ,2
