name,comment
Tuan Nguyen Quoc, "Tư nhân vay mà không cần bảo lãnh Chính phủ thì bác cũng như mọi người khác khỏi cần quan tâm lo lắng đi. Khi tư nhân đổ bể ai cho vay sẽ chết chùm!"
Chử Văn Long, "Nước nghèo đi vay nợ lãi nước ngoài hàng năm phải trả không thể cho bất cú ai vay không lãi suốt 30 năm để dân phải è cổ gánh nợ lãi đời này sang đời khác ... chắc chắn không có ở đâu không có nước nào luật pháp lại cho phép chính phủ thay mặt dân làm điều ấy ...tập thể nhà nước nên bàn bạc lại quan điểm ấy khi cho tập đoàn Vingruop vay làm đường sắt cao tốc... lãi xuất công trình thì họ hưởng , dân phải đầu tư vôn và chịu lãi là điều hết sức phi lý... các ngài tổng bí thư, thủ tướng nếu quyết định vậy ... thời gian quá dài các ngài lớn tuổi cũng về nghỉ ... 30 năm đất nước còn bao biến động khôn lường nhỡ có gì không đầu đi đuôi lọt ... ai gánh được hậu hoạ khi sau những tai hoạ thiên nhiên bão lụt liên tiếp thế này..."
Đoàn Hồng Lâm, "Tôi vô cùng kính trọng TS Nguyễn Ngọc Chu ! Anh rất có trách nhiệm công dân với Đất Nước !"
Hong Chung Nguyen, "Dự án nhiều tỷ vay 80% có nghĩa nhà thầu phải có vốn đối ứng 20%."
Nguyen Dung, "Những kẻ phê duyệt chắc cũng có phần nên mới dễ dãi"
Cong Hoan Nguyen, ""Muốn hơn người phải nghĩ khác người, làm khác người" chứ???"
Duc Do, "Vinspeed đưa ra phương án này thì thôi để Nhà nước tự làm luôn ông Chu nhỉ"
Minh Bui Tan, "Ăn xôi chùa nghẹn họng hết rồi."
Minh Chính Nguyễn, "Chuẩn!"
Chí Tâm, "10m"
Tuan HoangMinh, "Thực ra thì vẫn là trò… trộm cướp chia nhau… cũ xì!!!"
Minh Duong, "Thời kỳ còn Liên xô, phe XHCN, các cá nhân đứng đầu đất nước, đứng đầu chính phủ đều không bị làm sao khi họ vi phạm này nọ , hoặc làm tổn thất số lượng ngân sách, tài nguyên tài sản quốc gia, họ cũng không bị làm sao khi đưa ra những chỉ đạo tào lao duy ý chí, cảm tính ."
Trọng Hải, "Còn gì nữa đâu"
Hồ Thủy, "Bài hay ! Và hoàn toàn đúng."
Nguyễn Ngoc Anh, "Bài phân tích rất hay nhưng không một lãnh đạo nào ưng ý đâu. Ma fia thao túng cả hệ thống rồi ...dân mạng đang phao tin CHÚ CUỘI giờ cò đất, CHỊ HẰNG là dân oan mất rồi"
Dinh Hiep, "Các anh làm cho dân? Là người dân, chúng tôi nói luôn cho nhanh: chúng tôi không cần."
Cận Tùng, "Nhất trí 👍👍👍"
Nhi Dũ Lưu, "Quá hay anh!"
Pham Hoai, "44m"
Vũ Hồng Thái, "Từ khi nó về là nó làm cho toàn dân phải bon chen, chạy đua để có được miếng đất. Cả xã hội rối loạn để có được căn nhà ở. Để rồi bây giờ để xảy ra tình trạng "công chức ưu tú mới được quyền mua Nhà ở xã hội.""
Mỹ Đức, "Dân đã bị bắt làm con tin"
Lan Vũ Ba, "DỤC TỐC BẤT ĐẠT"
Phuc Minh Nguyen, "Rất khó để lọt tai những người cần nghe, bởi vì có hai câu một được cho là của Einstein còn câu kia là của ông."
Huy Bach Nguyen, "Vì sao lãnh đạo VN kg chịu nói với nhân dân rằng dự án Đường sắt TĐC có 80% là vốn NN ? Vừa thuận tai vừa hợp với tài chính tín dụng? Nếu điều đó gây ra trách nhiệm chính trị sau nầy thì “ cho vay 0% lãi suất, kg thế chấp, 30 năm hay lâu hơn nữa” thì trách nhiệm vẫn thuộc về trách nhiệm quốc gia!"
Xuan Bui Thanh, "Rẩt chính xác"
Đinh Văn Thiện, "Nguyên lý cơ bản không thể làm công trình lớn mà đất nước quá nghèo ?"
AB Bùi, "Vô vọng …!!!!"
Trịnh Lão Hạc, "Hoan hô Chu hào kiệt"
Hữu Nam, "K lẽ có thin triều ra lệnh..?😅😅😅"
DV Loan, "Cho vay không thế chấp, không theo một chuẩn mực nào, 5 -7 năm sau dự án mới được 20-30 phần trăm khối lượng mà đã hết tiền, rồi nó phá sản, khi ấy dự án dở dang, ai chịu trách nhiêm? Người đứng đầu cho vay khi ấy cũng đã nghỉ hưu hoặc đã chết. Vậy ai chịu trách nhiệm?? Đừng quá vô trách nhiệm với đất nước"
Tuyền Vũ, "Mạt vận tới nơi rồi chú ạ, thôi chả nghĩ nữa toàn đau đầu!"
Hải Văn, "Tăng trưởng GDP 2 con số không có gì khó cả bác ạ, vấn đề cần minh định rõ GDP là gì, tăng 2 con số để làm gì, và cái giá phải trả là gì thôi ạ."
Xuân Sướng, "vay này là vay tiền của người dân (người dân đóng thuế), và người dân ko dc hưởng mini lãi suất, sau này người dân trả tiền vé cho cao tốc mình cho vay tiền phải không bác Chu"
Nguyễn Hà Lộc, "Thói “Vĩ cuồng” hoang tưởng sẽ đè nát dân tộc nếu không có một thế lực đủ mạnh để chặn lại !"
Hung Son LE, "Đó là chưa biết liệu Vượng chết thì sao? Lấy xác nó bù à"
Trần Vũ Hải, "Theo cụ VN cần làm thế nào để làm ĐSCT Bắc Nam ( đừng tính ko làm nữa) trong thời gian hợp lý (đừng quá hàng chục năm?)."
Viet Pham, "Bài phân tích rất xác đáng !"
Gia Ninh Trần, "Châu Phi là một thí dụ phải đi theo con đường chung của nhân loại (đã đi). Chúng ta cũng nên noi gương họ ?"
Lê Trường, "Rất đồng ý với ý kiến của ông Nguyen Ngoc Chu! Trên thế giới, không có bất cứ Chính phủ nào tình nguyện làm con tin và bắt nhân dân làm con tin cho một tập đoàn tư bản!"
Bảo Bình, "Bài viết của Chu tiên sinh rất hay. Chẳng quốc gia nào trên thế giới giao chỉ tiêu thu ngân sách cho các địa phương bằng cách phân lô bán nền. Chỉ có ở Việt Nam"
Phạm Tấn, "Thật sự là kinh hoàng"
Trần Lê, "Đừng có đùa nhá, lđ toàn kinh qua bên đoàn và tốt nghiệp bổ túc nhé!"
Truong Tranvan, "Mày tài thế sao phải cào phím"
Ton Dao, "Tôi chưa thấy bài nào phản biện hay như bài này , đề nghị lãnh đạo cao nhất nghiên cứu nếu giao cho tư nhân làm đường sắt cao tốc theo đề án này sẽ là một hiểm họa đánh đổi sự phát triển của cả một Dân tộc !"
Nguyễn Hữu Thắng, "Cảm ơn tác giả với bài viết thẳng thắn và đúng. Đã có một thời ta hô hào quả đấm thép các tập đoàn kinh tế lớn của nhà nước, trong đó có Vinashin và Vinalines thua lỗ nặng nề"
Phạm Tấn, "Thay vì chúng ta cứ cố gắng làm đường sắt tốc độ cao bắc nam, sao lại không đầu tư vào việc nâng cấp, mở rộng đường bộ cao tốc bắc nam. Nâng tốc độ các loại xe lên 300km/h thì sẽ tiết kiệm được ngân sách của nhà nước rất nhiều."
Doan Si Son, "Dự thảo NQ BXD đưa ra, cảm nhận như của ai soạn sẵn"
Vuong Nguyen, "Nhà nước mình có tiền, có hàng vạn Gs.,Ts, nhà KH sao phải giao cho tập đoàn tư nhân vay 0 đồng để họ làm công trình thế kỷ Việt Nam cất cánh ?"
Van Minh, "Đây là cái chết tất nhiên đã được Chu Tiên Sinh báo trước"
Phạm Thanh Đoàn, "Sợ nhất là để có tiền đầu tư công thì các bác tăng thuế, xiết chặt, soi túi dân,…😁😁"
Thach Nguyen, "Bài viết hay"
Nguyễn Quốc Hoàn, "Bài phân tích hay nhưng không thắng được với nhóm lợi ích đâu"
